,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600547.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600157.SH,X600339.SH,X002466.SZ,X600111.SH,X600299.SH,X000898.SZ,X601158.SH,X600489.SH,X000959.SZ,X600008.SH,X600352.SH,X002460.SZ,X000883.SZ,X600219.SH,X600160.SH,X000408.SZ,X000539.SZ,X000630.SZ,X600578.SH,X000723.SZ,X600021.SH,X600583.SH,X600176.SH,X000792.SZ,X002271.SZ,X000027.SZ,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.18118415594513,0,0.0703088266993396,0,0,0,0.0249064174608678,0,0,0,0,0,0,-0.0419319735287777,0.116705836854899,0,0,0,0,0,0,0,0.00249052634689053,0,0,0,0,0,0,0,0.0132024835013114,0,-0.0358920377975506,0,0,0,0,0,0,0,0,0,0.101554803121018,0,0,0,0,-0.00131233478613657,0,-0.0112685701945445,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0209247971604075,0,0.0181981698315287,0.0582909803190472,0,0,0,0,0,0.019638504108841,0,0,0,0,0,0,0.0161880183031198,0,0,0,0,0,0.0312688161634849,0,0,0,0,0,-0.0515570328617946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00621059640058131,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0299481790738497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601616883462092,0,0,0,0.173444095322909,0,0,0,0,0,0,0,0,0.00841661764589977,0,0,0,0,0,0,0,0,0,0.0138982716265587,0,0,0,0,-0.00887974366229772,0,0,0,0,0,0
X600019.SH,0.058327675085149,0,0,0,0,0,0,0,0,0,0,0.0123872041403698,0,0,0,0,0,0,0,0,0,-0.0261239863437623,0,0,0,0,0,0.474013628975941,0,0.0152196250015826,-0.0311940393531349,0,0,0,0,0,0.0279331590097725,0.131218201248305,-0.0196344613005935,0,0.0771142970369609,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0236938670786561,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0450448919013392,0,0,0,0,0,0,0,0,0.38512960955532,0.0156150902122561,0,0.0566624844981703,0,0,0,0,0,0,0.00668950602163759,0.0763661996698047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926391953028267,0,0.0774495932837756,0,0.0480215849142688,-0.027463508336641,0,0,0,0,0,0
X600585.SH,0,0,0.0502847514867058,0,-0.0683458469780185,0,0,0.0562462508694312,0,0,0,0,0,0,0,0,0,0.0362568087529492,0,0,0,0,0,0,0.156630605262199,0,0,0.123485530136798,0,-0.053160395510081,0,-0.0282335536747785,0,0,0,0,-0.0385910614631433,0,0,0,0,0,0,0,0,0,0.0189806948084581,0,0,0,0,-0.00191495165415781,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950656886699207,0,0,0,0,0,0,0,0,0,0,0,0.237500897138758,0,0,0,0.0959039829584956,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0242880529785928,0,0,0,-0.0110654898382995,0,0,0.197772252131689,0,0,0.00978299433467582,0.000398769609652426,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641182936903378,0,0,-0.0974949997650348,0,0,0,0,0,0.304025692003899,0.260567674416049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360520745322304,0,0.0221483659139056,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.629989800534037,0,0,0,0,0,0,0,0,0,0.168385982714036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101668452920256,-0.118663082906919,-0.188684108280139,0,0,0,0,0.0673313394593905,0,-0.0906493414567368,0,0,0,0,0,0.228601704502885,0,0,0,0.100788879561773,0.0246720532200844,0,0,0,0,0,0
X601898.SH,0,0,0.149264061994048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789062563647931,0,0.0868570976512938,0,0,0,0.0729880389376669,0.115550323169892,0,0,0,0,0,0,0.0067363321779193,0,0,0,0,0,0,0,0,0.0198410923864032,0,0,0.188545084146049,0,0,0,0,0,0,-0.00687098729257033,0.0109600073049264,0,0,0,0,0,0
