,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600516.SH,X600352.SH,X600299.SH,X002460.SZ,X000629.SZ,X600489.SH,X601158.SH,X600808.SH,X600219.SH,X600801.SH,X000786.SZ,X000825.SZ,X000883.SZ,X600157.SH,X000553.SZ,X600583.SH,X002470.SZ,X000408.SZ,X002110.SZ,X000539.SZ,X002271.SZ,X600612.SH,X600339.SH,X600021.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0190030998561734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283682963360263,0.0784647845761692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488591135203197,0,0,0,0,0.0853577443074575,0,0,0,0,0,0,0,0.252821265440042,0,0,0,-0.0179813322055801,0.0178562139158815,0,0,0,0,0,0
X600028.SH,0.0304844822118569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105328399346432,0.0956821122127857,0,0,0,0,0.220858070425222,0,0,0,-0.12946933559246,0,0,0,0,0,0,0.00832506314424829,0,0.374023545027095,0,0,0,0.0030598688387725,0.120890631832898,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0259707582979348,0,0,0.499268310284809,0,0,0,0,0,0,0,0,0,0,0,0.0960346148389296,0.0508745701071005,0,0,0,0,0,0,0,0,0,0,0,0,0.14999415232044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0485138224424145,0,0
X600585.SH,0,0,0,0,0.0571595826323246,0.169293994289993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160754088894732,0,0,0,0,0.396026987298511,0,0,0,0,0,0,0,0,0,-0.137815929316972,0,0,0,0,0,0,-0.0296432427221146,0.0359119146758457,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0640979794891306,0,0,0,0,0,0,0,0,0,0,0,0,0.0936101376935512,0.033944639384736,0.169056435493004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118134279642555,0,0,0,0,0,0,0,0.0158145743604783,0.011596681164012,0,0,0,0.0643632865192189,0,0
X600011.SH,0,0,0,0.218930999872409,0,0,0.0580213733446716,0,0,0,0,0,0,0,0,0,0,0.479269863166875,0,0,0,0,0,0,0,0,0,0,0,0.0419935500297075,-0.155686497730013,0,0,0,0,0,0,0,0,0,0,0.0821217781521732,0,0,0,0,0,-0.0158218340437149,0,0,0,0,0,0,0,0,-0.0170687595249167,0,0
X600309.SH,0,0,0,0,0,0.234589239135249,0,0,0,0,0,0,0,0,0,0,0,0.00285738016404605,0.242251012343522,0,0,0,0.0716402064756478,0,0,0,0,0,0,-0.158116004328795,-0.124912599466449,0,0,0,0,0.218577064541324,0,0,0,0,0,0.385076017280305,0,0,0,0,0,0,0,0,-0.205681210546913,-0.0427463613169689,0.0213246738859379,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197136248036112,0,0,0,0.154395955021762,0,0,0,-0.0374975417288107,0.258747782255816,0,0,0,0,0,0.0342516261685492,0,0,0,0,0,-0.0109423295078247,0.018863535075528,0,0,0,0.043822138127761,0,0
X600547.SH,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550475478496706,0,0,0.0335891186626181,0,0,0.0575281509235554,0.00206002285469103,0.588744627690753,0,0,0,0,0,0,0,0,0,0,0,0,0.028329941985928,0,0,0,0,0,0,0,-0.0033716246971395,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163486539896078,0,0,0.105467351012152,0,0,0,0,0,0,0,0.0401216253711125,0,0,0,0,0.0520286610118765,0,0,0,0,0.0625663343878492,0,0.00807538487920573,0,0.00614429403151657,0,0,0,0.172573799484311,0,0,0,-0.0123679515755225,0.020595456624374,0,0,0,0,0,0
