,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600352.SH,X600362.SH,X601991.SH,X600795.SH,X600688.SH,X000723.SZ,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X002460.SZ,X600426.SH,X600176.SH,X600299.SH,X002466.SZ,X000709.SZ,X601158.SH,X000883.SZ,X002353.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X000630.SZ,X000027.SZ,X000553.SZ,X601699.SH,X000825.SZ,X000401.SZ,X600985.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266918834903878,0,0,0,0,0.0214475622114712,0,0,0,0,0.0854760268418704,0,0,0,0,0,0.0123746769102064,0,0.0430525549109594,0,0,0,0,0,0,0,0,0.0520219458824043,0,0,0,0,0,0,0,0.0260956150043742,0,-0.00543856479224805,0.00699744383696908,0,0,0,0.000866872020924111,0,0
X600028.SH,0,0,0.0484951172394467,0,0.024013939369604,0,0,0,0,0,0,0,0,0.0955530534515246,0.022684654090708,0,0,0,0,0.0489588235552052,-0.0206328198633106,0,0,0,0,0,0,0,0,0,0,0,0.0752669798194827,0,0,0,0,0.024752685699881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00577519954036512,0,0,0.0132660154047581,0,0,0,0
X601088.SH,0,0,0,0.397261375985046,0,0,0,0,0,0,0,0,0,0.0654670580314623,0.0581952211482218,0,0,0,0,0.0168411121530185,0,0,0,0,0.0271643819878673,-0.0332825839043443,0.0479097420970212,0,0,0,0,0,0,0,0,0,0,-0.0116598231680627,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106379305666599,0,0,0,0,-0.0335202308335946,0,0.421474462052335,0,0,0,0,0.209826754189986,0,0,0,0,0,0,0,0,0,0,-0.00425117347184815,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00562348623788223,0,0,0,0,0.0127900917832086,0,0
X600309.SH,0,0,0,0,0,0,-0.0497488811543916,0,0,0,0,0,0,0,0,0,0,0,0,0.0498767796196537,0,0.050957031505829,0,0,0.238971406695134,0,0,0.0363188810512027,0,0.0744251229657099,0.0181470033488521,0,0,0,0,0,0,0,0,0,0,0,0.157989842967564,0,0,0,0,0,0,0,0,-0.00201379709125037,0,0,0,0,-0.00577429662879264,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564600868205351,0.0872853072343542,0,0,0,0,0.0295910627279578,0,0,0,0,0.011898659045381,0,0,0,0,0.0853320122480558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107081553917478,0,0,0,0,0,0,0.00120384718992796,0.00123715198903652,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.410882713276121,0,0,0,0,0,0,0,0,0,0,0,0,0.748167458425727,0,0,0,0,0,0,0,0,0,0,0,0,0.0816893303343575,0,0,0,0,0,0,0,0,-0.0231001943285955,0,0,0,0,-0.0145339464538023,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036770268522814,0,0,0,0,0,0,0.132790204904751,0.435906858832792,0,0,0,0,0.0651899194867925,0,0,0,0,0,0,0,0,0,0.206514821700596,-0.0207706603090168,0,0,0,0,0,0,0,0,0,-0.0313182083616954,0,0,0.0241163390819505,-0.053455210831903,0,0,0,-0.00518170494543245,0,0
X600010.SH,0,0,0,0,0,0,-0.00580399049831963,0,0,0,0,0,0,0,0,0,0,0,0,0.121569471645479,0,0,0,0,0.0572454865728593,0,0,0,0,0.0239113547625824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243484046572033,0,0,0.00328933290823223,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0426390911741977,0,0,0,0,0,0,0.204035575723832,0.055903296652754,0,0,0,0,2.16840434497101e-19,0,0,0,0.0243947432541,0,0,0,0,0,0,0,0.0485900846164208,0.0596143190531631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990724792638231,0,0.0136706203570865,0,0,0,4.33680868994202e-19,0,0,0,0.0216488435672471,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442966137927669,0,0,0,0.146239664618101,0,0,0,0,0.00262853282223297,0,0.0112368802948664,0,0,0.047033580401222,0,0,0,0,0,0,0,0,0,0.0630974060755539,0,0,0,0,0,0,0,0,0.09632045802426,0.183603161116049,0,0,0.0131631529249242,0,0,0,0.0178027826128585,0,0
