,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X002466.SZ,X600801.SH,X600362.SH,X600188.SH,X002271.SZ,X600352.SH,X000786.SZ,X600795.SH,X601991.SH,X600688.SH,X000723.SZ,X601992.SH,X002353.SZ,X600111.SH,X600176.SH,X600027.SH,X600516.SH,X600489.SH,X600299.SH,X600426.SH,X600583.SH,X000898.SZ,X600219.SH,X601158.SH,X000792.SZ,X000932.SZ,X000401.SZ,X600160.SH,X000709.SZ,X000553.SZ,X000883.SZ,X600612.SH,X000630.SZ,X000629.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0517200163683482,0,0,0,0.235909742780121,0,0.0157397444006567,0,0,0,0,0,0,0,0,0.161924581391098,0,0,0.0167936333132119,0,0,0,0,0,0,0,0,0,0,0,0,0.00808519489743495,0,0,0,0,0,0.08809359813416,0,0,0,0,-0.00791605584405487,0,0,0,0,0,0,0
X600028.SH,0.379408768123309,0,0,0,0,0,0,0,0,0.000838107806375034,0,0,0,0,0,0.0163547623181582,0,0,0,0,0,0,0,0,0.0787209693930385,0,0,0.0389364668164437,0,0,0,0,-3.46944695195361e-18,0,0,0.00606713172950989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215623899192815,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384155867941433,0,0,0,0,0,0.0199591370636085,0.066309285503556,0,0,0,0,0,0,0,0,0,0.00489140537056586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589315702789668,0,0,0,0.0295740052923762,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445222162850071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025206306330415,0.151677836008577,0,0,0,0,0,0,0,0,0,-0.0044929838707298,0.0169871450275378,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375803263583148,0,0,0,0,0.0487665638427487,0,0,0,0,0,0,0,0,0,0,0.00983196390339702,0.0150819362771489,0,0,0,0.122313748046396,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148863000107026,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619392759926278,0.0358658040186739,0.104163032402468,0,0,0,0,0,0,0,0.0422683184777459,0.0858299478791214,0,0,0,0.0483682676542787,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0666046037020079,0,0,0,0,0,0,0,0.0864536375176821,0,0,0.00998964341320352,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0370792503574335,0,0,0,0,0,-0.00476497952894872,-0.0362655603669704,0,-0.0201299650690664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858601670261715,0,0,0,0,0,0,0,0,0,-0.0202273963720791,0,0,0,0.20619404947918,0,0,0,0,0,0.00562670697592607,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0286230486849683,0,0,0,0,0,0,0,0,0,0,0.0606444870900202,0,0.320055176090159,0,0.0980925335857984,0,0,0,0,0,0,0,0,0,0,0,0,0.0101985545362376,0,0,0.156201922117207,0,0.0362454028985017,0,0,0.0170881919478289,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0226612550369709,0,0,0,0,0,0,0.0486500038160762,0,0,0,0.188532255363618,0,0,0,0,0,0,0.0762140194213984,0,0,0,0,0,0.11699110457533,0.132937722128989,0,0,0,0,0,0.217280917222298,0,0.295910385240695,0,0,0,0,0,0,0,0,-0.00155204768377254,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0140513926643419,0,0,0,0,0,0,0,0.132223777085917,0,0,0,0,0,0,0,0,0,0.0466841039476455,0,0,0,0,0,0,0,0,0,0.508789027373772,0,0,0,0,0,0,0,0,0,0.0584573615057885,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0886226989697651,0,0,0,0.0205984474025716,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0783671087479223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975612095826706,0,0.133810535165609,0,0,0,0.153119366035195,0,0,0,0,0,0,0,0.0183751610302861,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871433926655222,0,0,0,0,0.631098649425757,0,0,0,0,0,0.0515534875849463,0,0,0,0,0,0,0,0,0.0219942063848708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018265326177432,0,0,0,0.00470538968124239,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0439902055092758,0,0,0,0,0,0.00289461150726731,0,0,0.259309251624479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883287961225541,0,0,0.276705690970689,0.0366483337435552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0502744650467727,0,0,0,0,0,0,0,0,0,0,0.0953275923929962,0,0,0,0,0,0,0.0123255757156253,0.304942825407219,0,0,0.0461163719737577,0,0,0,0,0.0336319842442932,0,0,0,0.119774479920436,0,0,0,0,0,0,0,0,0,0,0.00810473882647881,0.00299347642435961,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0596861193891321,0,-0.0454062731802582,0,0,0,0,0,0,0,0,0.030065533651892,0,0,0,0,0,0,0,0,0,-0.0444678578725093,0,0,0,0.216664617753677,0,0,0,0,0,0,0,0,0,0.05371065433838,0.267747396967386,0,-0.0104744936914468,0,0,0,0,0,0,0,0,0,0.00621171218443701,0,0,0,0.00669770366603537,0,0
X002466.SZ,0,0,0,0,0,-0.0852860266703294,0,0,0.129401011370767,0.541282799244868,0,0,0,0,0,0,0,0,0,0.299536105133019,0,0,0,0,0,0,-0.156442347712935,0,0,0,0,-0.169461514620641,0,0,0,0.191461172515646,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0483016394127908,-0.0857131917877974,0,0,0,0,0,0
X600801.SH,0,0,0,0.534699544200923,0,0,0,0,0,0,0,0,0,0,0,0.00699808694945956,0,0.0220417612925697,0.0580769322326043,0,0,0,0,0,0,0.0395868904090362,0,0,0,0,0,0,0,0,0,0.0673199388954488,0,0,0,0,0,0.337291054531649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010305904760395,0,0
X600362.SH,0,0,0,0,0,0.0144953306725817,0,0,0.0547029659724844,-5.42101086242752e-20,0,0,0,0,0,0,0.0123698502751137,0,0,0,0,0,0,0,0,0.0455189369165249,0,0,0.0887731235439969,0,0,0.20233909400816,0,0,0,0,0,0.246931447203624,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00170622003963543,-0.0156878862988314,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.150250349373494,0.366642134164599,0,0,0,0.0403654541196917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12224193123446,0.00330772274602874,0,0,0,0,0,0.0269792024663336,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0960164291485965,0,0,0,0.0155481119682972,0.0942362020853345,0,0,0,0,0,0.0284056381006274,0.0959938304375564,0,0,0,0,0.0915229640468397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148065258544689,0,0,0,0,0,0,0.107872834314972,0,0,0,0,0,0,0,0,0,0.0304131456904942,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.00229137679010896,0,0,0,0,0,0,0,0.0239975388612712,0,0.193972857843813,0,0,0,0,0,0,0.0817488593627969,0.122853117404089,0,0,0,0,0.141836379161879,0,0,0,0,0,0,0,0,0.019527549248829,0,0,0,0,0,0,0,0,0,0,-0.0162926172656093,-0.00231991989184119,0,0,0,0,0,0
X000786.SZ,0,0,0,0.24922685684237,0,0,0,0,0.0296079840252957,0,0,0,0,0.130039695469465,0,0,0,0,0,0,0,0,0,0,0,0.0865173362280908,0,0.0896181379211426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129034058300471,0.0534477350368317,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0532749427422341,0,0
X600795.SH,0,0,0,0,0,0,0,0.25325767982851,0,0,0,0,0.114633189329998,0.0162485568763946,0,0,0,0,0.165126961902461,0,-6.93889390390723e-18,0,0,0,0,0.0177327198177963,0,0,0,0,0,0,0,0,0,0,0,0.0302114250549191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157230380874411,0,0
