,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X601600.SH,X600019.SH,X600660.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X600803.SH,X000301.SZ,X600027.SH,X600160.SH,X002466.SZ,X000786.SZ,X600426.SH,X601991.SH,X000983.SZ,X601699.SH,X000807.SZ,X600219.SH,X000630.SZ,X600985.SH,X600176.SH,X000408.SZ,X601168.SH,X000933.SZ,X002128.SZ,X600096.SH,X000877.SZ,X600378.SH,X000883.SZ,X600995.SH,X600352.SH,X002353.SZ,X002271.SZ,X000027.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.369146908850503,0,0.096354904534302,0,0,0,0,0,0,0.273577573084265,0,0,0.114101833528459,0,0,0,0.0811854772206033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169226224551253,0.0698033274346663,0,0,0,0.0782915625066729,0,0,0,0,0,0,0,0,0.034930192826473,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.16558119357708,0,0,0,0.166347628880503,0.0287992767999863,0,0,0,0,0,0,0,0,0.0367023808824811,0,0,0,0,-0.142836947517075,0,0,0,0,0,-0.0306576957487663,0,0,0,0,0,0,0,0,0.122537537294299,0,0,0,0.0659747621418184,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266530093180915,0,0,0,0,0,0
X600028.SH,0.461775897309305,0,0,0,0.15125528113403,0,0,0,0,0,0,0.0599341175796723,0,0,0.191303022609886,0,0,0,0,0,0,0,0,0,0,-0.0840212434905122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185249757953506,0.0196470289442486,0,0,0,-0.000348576638534806,0,0
X600309.SH,0,0,0,0,0,0,0,-0.00174175537622496,0,0,0,0,0,0,0,0,0,0,0,0.0747659731175543,0,0.0891216777153477,0,0,0,-2.16840434497101e-19,0,0.378671441659441,0,0,0,0,0,0,0,0,0,0,0,0.102677767121314,0,0,0,0,0,0,0.085942248412937,0,0,0.138615221367172,0,-0.115367309804094,0,0,0,0,0,0,0
X601898.SH,0,0.54426360265646,0.16391200826724,0,0,0.145796236614652,0,0,0,0,0,0,0,0,0,0,0,0,0.0788673577093599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836874047477148,0,0,0.13867907992486,0,0,-0.0218352375034722,-0.00933636827085691,0,0,0,0,-0.00927170772825395,0,0,0,0.0170764617056859,0,0
X600188.SH,0,0,0,0,0.167404736680369,0,0.123924853037328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125942450224489,0,0,0,0.449578514553413,0,0,0,0,0,0,0,0,0,0.00152364390086137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520727418635498,0,0,0,0,0,0,0,0.133861483170734,0,0,0,0,0,0.418709873273839,0.0869260076969675,0.219499071996714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.16748304456932,0.23160680468436,0,0,0,0,0,0,0.00283403968209034,0,0,0,0.151575736359457,0,0,0,0,0,0,0.121028881275883,0,0,0,0,0.0174824504027229,0,0,0,0,0,0,0.0417943192662716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369564912542394,-0.0054452193926205,0,0,0,0,-0.132892265680507,0,0
X600660.SH,0,0,0,0.0128836522660135,0,0,0.0807862017734375,-0.194508100714449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164495593277561,0,0.142518457836659,0.190201822450509,0,0,0,0,0,0,0,0,0,-0.122578396118865,0,0,0,-0.414125978141715,0,0,0,0,0,0.201403921500546,0,0,0,-0.0951858147656764,-0.0308730952207973,-0.0742956533807143,0,0,-0.183804456596593,0,0
X600585.SH,0,0,0,0,0.0217682171622623,0,0,0,0,0,0,0,0,0.110929160958959,0,0,0,0,0,0,0,0,0.0449146215916481,0,0,0.0642842130125879,0,0,0.0991006900090451,0,0,0,0,0,0,0,0,0,0,0,0,0.136731228661237,0,0.0260765568399061,0,0,0,0.0430714578274145,0,0,0,0.0812678622700752,0.0288713517448835,0,0,0,-0.0860078383218363,0,0
X600547.SH,0,0,0,0,0,0.100872403381583,0,0,0,0,0,0,0,-0.121643533987064,0,0,0,0,0.712965978404731,0,0,0.0280031016862947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346840631996259,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307366621856135,0.0320026613638405,0,0,0,0,0,0
X600886.SH,0.0232628386205729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322212893873037,0,0,0,0,0,0,0.176737059119818,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0628070201813879,0,0,0,0,0,0,0,0.0979064588830669,0,0,-0.0184059814435518,-0.0654708490897206,0.0265276645948422,0,0,0,0.0168246690879034,0.19634506746939,0,0,0,0,0
