,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X000786.SZ,X600111.SH,X600176.SH,X601600.SH,X601898.SH,X600011.SH,X600886.SH,X000301.SZ,X002466.SZ,X600188.SH,X600426.SH,X600352.SH,X600801.SH,X000932.SZ,X601991.SH,X600803.SH,X600219.SH,X600795.SH,X600489.SH,X002080.SZ,X000027.SZ,X600688.SH,X600486.SH,X600299.SH,X600516.SH,X000898.SZ,X000807.SZ,X002353.SZ,X601168.SH,X600027.SH,X000723.SZ,X600157.SH,X601992.SH,X600315.SH,X000630.SZ,X300037.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.151839634840516,0,0,0,0.0104820805601941,0,0,0,-0.0292280829993468,0,0.0366994046770455,0,0,0.0113686041388814,0,0,0,0,0,0,0,0,0.0125918809479044,0,0,0,0,0,0.0256280950109844,0,0,0,0,0,0,0,0,0,0.00622109194787824,0.0714109375760208,0.0372142381506427,0,0,0,0,0,0,0,0,0,-0.00358831444897966,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0780339320430744,0,0,0,0,0,0,0,0,0.073708225330577,0,0,0,0,0.0196371104809399,0,0,0,0,0,0,0,0.0425687697787443,0,0,0,0,0,0,0,0,0,0,0.0265520332956123,0,0,0,0,0,0,0.0394793835020017,0,0,0,0,-0.0220326987692044,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0662978410966367,0,0,0,0,-0.0820373506475841,0,0,0,0,0.0818206816343449,0,0,0,0.0124487982571973,0.219067907513202,0,0,0,0.0146387762589661,0,0,0.21278637196678,0,0,0,0,0,0,0,0,0,0,0,0.00121613387434575,0,0,0,0,0,0,-0.0507540655641281,0,0,0.0662609218120081,-0.0326919601951754,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0129872217549507,0,0,0,0,0,0,0,0.0672740262289118,0,0,0,0,0,0,0.0738656098788563,0,0.164946911994771,0,0,0,0,0,0,0,0,0,0,0,0.129682456186798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738591450619593,0,0,0,0,0,0,0.119452784138796,0,0
X600585.SH,0,0,0,0,0,0,0.00465290110590047,0.0267091602953404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709919481405144,0,0,0.0516428744043213,0.030648165814759,0,0,0,0,-0.0191316361991968,0,0,0,0,0,0,0,0.038979432103941,0,0.0183873349225137,0,0,0,0,0,0,0,0,0,-0.0271500665099701,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11628484531671,0,0.0387483526064341,0.0393175368781745,0,0,0.156915376408069,0.0553282832221792,0,0,0,0,0.253495600452698,0,0,0,0,0,0,0,0,0,0,0.013960827103923,0.23503688396441,0,0,0,0,0,0,0,0.0660875830713944,0,0,0,0,-0.0258782045416289,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.267025868738085,0,0,0,0,0,0.0365664551862268,0.36436254349046,0,0,0,0,0.0797581928655983,0.142930007257019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449300226841549,0,0.0687416235211801,0,0,0,0,0,0,0,2.71050543121376e-20,0.00257214991056305,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.049762202730051,0,0.0644844961300582,0,0,0,0,0,0,0,0,0.157144433511429,0,0,0,0,0,0,0,0,0,0.0878062102502394,0,0,0,0,0.120707470455777,-0.0382629219899965,0.371230346553332,0.218530712304015,0,0,0,0,0,0,0,-0.339062152659036,0,0,-0.0383193137684218,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.132365309684941,0,0,0.189246461101534,0,0,0,0,0,0,0,0,0,0,0.025786740967344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160639610635456,0,0,0,0,0,0,0,0,0,0,0,0,0.0703511894031829,0,0,-0.0290344602475563,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.180552194019852,0,-0.226039569583754,0,0,0.295437503116373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712021926576603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0373153433151836,0,0,0,0,0,0
