,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601600.SH,X601898.SH,X600010.SH,X600176.SH,X600362.SH,X600489.SH,X601991.SH,X600352.SH,X600111.SH,X600188.SH,X600426.SH,X600027.SH,X600795.SH,X600299.SH,X600688.SH,X002080.SZ,X601992.SH,X002466.SZ,X002353.SZ,X600219.SH,X600529.SH,X600486.SH,X000301.SZ,X600612.SH,X000932.SZ,X000027.SZ,X000723.SZ,X600315.SH,X000959.SZ,X002075.SZ,X601158.SH,X000883.SZ,X600516.SH,X600126.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.024231027651312,0.0602481658778406,0,-0.00285205155546686,0.0389930842834404,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0709223719675399,0.0398812826476859,-0.0351710289138765,0,0,0,0,0,0.0436199984089277,0.00160843628479144,0.0458477955495024,0,0,0,0,0,0,0,0,-0.00240060601114359,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436265468111195,0,0,0,-0.0140108521452778,0,0,0,0,0,0,0,0,0,0.119341803029469,0,-0.0108482688349565,0,0,0,0,0,0.00456133986776176,0,0.0441791250358019,0,0,0,0,0,0.0857159027120823,0,0.00292023074323928,0.00866172180675086,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277277425308859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263019492526751,0,0,0,0.0314580572662638,0,0,0,0.00761131807823541,0,0,0,0,0,0.0326306478304011,0,0,0,0,0,0,0.00694496387762417,-0.00234228973888835,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.136138419696791,0,0,0,0,0,0,0,0.0290166188699174,0,0,0,0,0,0.0504462006787301,0,0.0176286876583063,0,0,0,0,0,-0.0106263990757149,3.46944695195361e-18,0,-0.0111805020000427,0,0,0,0,0,0,0,0,0,0,0,0,0.0818844828924103,0.147234868735008,0,-0.00988202549045585,0.00842694368081391,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.106227986192356,0.0932046579796331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323034283285664,0,0,0.129658466326947,0,0,0,0,0,0,0,0,0,0,0.0578595825417926,0,0,0,0,0,0,0.0281594651825053,-0.0149367094656739,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446432712210363,0.634512099358315,0,0.0864883589849264,0,0,0,0,0,0.0571574346447504,0,0,0,0,0,0,0,0,0,0.0167149652405931,0,0,0,0,0.0418412750365006,0,0,0,0,0,0,0,0.0145273287133269,-0.0156425655362101,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228830609354338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709060532738785,0,0,0,0,0,0,0,0.0718581342057322,0,0,0,0,0,0.0276034934563675,0,0.138186237679297,0,0.0117591013103865,0.00136430061917106,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047298438300803,0,0,0.0641829637897033,0,0.0184315247756469,0.0331367623779359,0.308540173999149,-0.0385435874006814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237786505704233,0,0.0306022820234999,0,0,0,0,0.13753275393156,0,0,0.0121867181592375,-0.00353943711376086,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00549602572392488,0,0,0.107210768775042,0,0,0,0,0,0,0,0,0,0,0,0.373080832963577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162175148950904,0,0,0,0,0,0,-0.0104343274877544,0,8.67361737988404e-19,0.0238514538296521,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.210125506342856,0,0,0,0,0,0,0.0372879343980811,0,0,0.119459700144434,0,0,0,0,0,0,0,0,0.301020765750654,0,0,0,0,0,0,0,0,0.0422677060820682,0,0,0,0,0,0,0,0,0,0.125829747567927,0,0,0,0,0.0109098498079513,0.0640673473350779,0,0,0,-0.00787993995997067,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.195992924854126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101800159211878,0,0,0.289729798287693,0,0,0,-0.167963172528709,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0373222673226327,0.0747208398363092,0,0.10188711785472,0,0,0,0,0,0,0.00983253483776141,0.00473709887678159,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647695091571494,0,0,0,0,0,0,0,0,0,0,0,0,0.261473546025659,0.0792036312543762,0,0.063598990415985,0,0,0,0,0,0,0.207371006973777,0.0682617428434876,0,0,0,0,0,0,0,0.0391898788143631,0.00531369382533414,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0091843337982084,0,0,0,0,0,0,0,0,0,0,0,0,0.331980208714021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160298325426314,0,0,0,0,0,0,0.0455618598090895,0,0.0197605281801008,-0.000595564435620443,0,0,0,0,0,0
X600801.SH,0,0,0.16267862439013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493632322539902,0,0,0,0,0,0,0,0,0,0,0,0.0312574410217553,0,0,0,0,0,0,0,0,0,0,0,0,0.0981809233480505,0,0,0,0.171930897253142,0,0,0,0.0222513800589167,0.0177461639948401,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.103617443765413,0.0219190730741552,0,0,0,0,0,0,0,0,0,0.0784611088322862,0.0685742267263086,0,0,0,0,0.00893914233729364,0,0,0,0,0,0,0,-0.0831884256530827,0.255033339052021,0,0,0,0,0,0,0,0,0,0.169914892575052,0,0,0,0,0,0,0.00520815272165536,-0.0154581390897791,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0435012764565033,0,0,0,0,0,0,0,0,0,0,0,0.0561711528775874,0.0400328783602959,0,0,0,0.353616301636068,0,0,0,0.0578996482169469,0,0,0,0,0.100420312425957,0.180629181964159,0,0,0,0,0,0,0,0,0,0.011676922465102,0,0,0.0824862630201734,0.0176983806518375,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.012339008871575,0,0,0,0,0,0,0,0,0,0,0,0.0570051549181689,0.0259581376610724,0,0.424188229274685,0.082742526441045,0,0,0,0,0,0,0,0.0712985074126321,0,-0.0188178712901511,0,0,0,0,0,0,0,0.00353495422040242,0,0,0,0,0,0.0413872139224643,0,-0.00591561841192559,-0.00154327607407487,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315561258373577,0,0,0,0,0,0,0,0,0.0171510273627717,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0526565243455465,0,0,0,0,0.0398678733460282,0,0,0,0.0383117587421643,0.045604935954676,0,0,0,0,0,0,0,0.00142370822337561,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.0155535186764034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170171497668723,0,0,-0.0392039597152443,0,0,0,0,0,0,0,0,-0.0514717750496698,0.139334857821904,0,-0.0743298042758774,0,0,0,0.186609870086865,0,0,0,0.0152230014734307,-0.0158007816945408,0,0,0,-0.0109330397130701,0,0,0.0107630820019505,-0.00948794669333068,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.188844293648262,0,0,0,0,0,0,0,0.16693510389985,0,0.334278045643977,0,0,0,0,0,0,0.10528526974291,0.0474076286103302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252855709831459,0,0,0,0,0,0,0,0,0,0,-0.0154876768564324,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.880108674658486,0,0,-0.0738345931550543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287109137826234,0,0,1.0842021724855e-19,0,0,0.124608428115897,0,0,0,0,0.0359804644458518,0.00520019621320304,0,0,0.0699832098258154,0,0,0,0.00338450991511924,-0.00558027347695586,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0167555079205308,0,0,0,0.0655986511478941,0,0,0,0.0115163550131753,0,0,0,0.0797062515494857,0.00296239763173633,0,0,0,0,0,0,0,0,-8.67361737988404e-19,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.011086964171065,0.021230176919247,0,0,0.131077643260369,0,0,0,0,-0.0107712147060102,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0.100564305913782,0,0,0,0.104265327482398,0,0.209201790706263,0,0,0,0,0,0.19949306778111,0,0,0,0.0610801327824077,0,0,0,0,0,0,0,0,0.00316805490014121,0,0,0,0,0,0.0327919667121357,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00934915009181772,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0566786862038774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356771056282107,0.00816170399825598,0,0.312723851088474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591904525112492,0.0855876164568947,0,0,0,0,0,0,0,0.0129351441236102,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0947751765763982,0,0,0,0,0.146283491622991,0,0,0.134430647756593,0.137942051166927,0,0,0.243325062196129,0,0,0,0,0,-0.0322743753753449,0,0,0,0,0,0.0519463190915728,0,0,0,0,0,0,0,0,0,0.10771705889078,-0.0127981328148015,0,0,0,0,0.0447564379775413,0,0,0,-0.0122031628879463,-0.00656343148981036,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0.046206563902538,0,0,0,0,0,0,0,0,0.0254970004571689,0,0,0,0,0,0,0,0,0.167651211454293,0,0.207764429900353,0,0,0,0,0,0,0,0,0,0,0,0,0.116020122989295,0,0,0,0,0,0,0,0.0206691879076399,0.0117799335343038,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.231739554553207,0,0,0,0.184825143808265,0,0,0.0709532645328553,0,0,0.0112373234138499,0.00466192981262792,0,0,0,0,0,0,0,0,0,0,0.0334686457081281,0,-0.103156759986661,0,0,0.0126437410292977,0,0,0,0.319217463233779,0,0.110525153769154,0,0,0,0,0,0,0,0,0,0,0.0127652198110001,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0387579980918711,0,0,0,0,0,0,0,0,0,0.116980972689572,0,0.0517950411776297,0,0,0,0,0,0,0,0,0.0108440848750334,0,0,0,0,0,0.0233893169719,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186405318233906,0.00229956567334677,0,0,0,0,0,0
