,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600111.SH,X600352.SH,X600176.SH,X000553.SZ,X601992.SH,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600426.SH,X600315.SH,X000408.SZ,X601699.SH,X600489.SH,X601158.SH,X600808.SH,X000830.SZ,X000883.SZ,X600219.SH,X000630.SZ,X600339.SH,X000932.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.119571540771582,0.0638018443305074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835387471565836,0,0,0,0,0,0.0529335940582066,0,0,0,0,0,0.0366372681877721,0,0.0367692368953529,0,0,0,0,0.16586441479012,0,0,0,0.0266931012540251,0,0,0,0,0,0,0,0.00279473081573072,-0.00108572463141464,0,0,0,0,0,0
X600028.SH,0.31426579893181,0,0.116478519367969,0,0,-0.0174774195659387,-8.67361737988404e-19,0,0,0,-0.0417991449419584,0,0.476661602567788,0,0,0,0,0,0,0,0,0,0,-0.082707819113607,0,-0.0294337740630554,0,0,0,0,0,0.05389566766863,0,0,0,0.0983834567046586,0,0,0.180283537513472,0,0,0,0,0,0,0,-0.0848976606689324,0,-0.0747133901170362,0,-0.0117391602731777,-0.0113407422008898,0,-0.341648298587832,0,0,0,0
X601088.SH,0,0.118350864573874,0,0.275029353507711,0.157643875631414,0,0,0,0.153992844248941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136747819950187,0.213229806359274,0,0,0,0,0,0,0,0.00767154770506398,0,0,0,0,-0.04333929016792,0,0,0,0,0,0
X600019.SH,0,0,0.0986237556435592,0,0,0,0,0,0.125640801341815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100548747473597,0,0,0,0,0,0,0,0,0.0953311798971206,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.171333573324062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420786877674028,0.0229918961504303,0,0,0,0,0,0.281993895127867,0,0,0,0,0,0,0.07970785126984,0,0,0,0,0.13183482879997,0,0,-0.0344481080959273,0.0367317126583482,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.00393297431641771,0,0,0,0,0,0,0,0.00975912501117471,0.037500854390927,-3.46944695195361e-18,0,0.102061869696888,0,0,0,0.109350093086716,0,0.222808397929642,0,-0.233191015854667,0,0,-1.0842021724855e-19,0,0,0,0.095483413515628,0.0617355562775516,0,0,0,0,0,0,0,0,0,0,0.000357351633116274,-0.00330775721441286,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0245440427787979,0,0,0.0145315861219274,0,0,0,0,0,0,0,0,0,0.0275342890136554,0,0.123839647348026,0,0,0,0,0.143054364626392,0,0,0,0,0,0,0,0.026450960520888,0.0039798021870006,0,0,0,0,0,0,0,0,0.177872590386515,0,0,0,0.0107707514894221,0.019990852507886,0,0,0,0,0,0
X600188.SH,0,0,0.561861452449259,0,0,0,-0.028236265612145,0,0,0,0.175111214627513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169148896956777,0,0,0,0,0,0,0,0,0,0,0.191096855497051,0,0.166286245295368,0,0,0,0.0911600217065294,0,0,0,0.228843685616532,0.147187812260395,0,0,-0.0330382323251289,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0801478634296867,0,0,0.0469700233022872,0,0,0,0,0,0,0,0.0180743982649094,0,0.0171880531742017,0.0874299843894455,0,0.0297867865062377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519810033573587,0,0,-3.46944695195361e-18,0.0325259694309885,0,0.0509512377955773,0,0,0,0,0,0.0102111142156842,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0470702512192806,0,0,0,0,0,0,0,0,0,0,0.0970577324981977,0,0.42110993706685,0,0.156099616819757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171158456669167,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.107862629919961,0,0.130684241381174,0.032128031728659,0,3.46944695195361e-18,0,0,0,0,-0.0688142171344358,0,0.125743621122303,0,0.0176110721604667,0,0,0,0,0,0,0,0,0,0.00420010111239974,0.0241204887590603,0,0,0,0,0,0,0,0,0,0.289347402524782,0,0,0,0,0,0.282743787434677,0,0,-0.0335560295553824,0,0,0.0195159074517698,0.010543822283814,0,0,0,0,0,0
X600688.SH,0,0.234568872089746,0.141412596290332,0,0,0,0,0.0783121806672398,0,0,0,0,0,0,0,0.0167714650115381,0,0,0,0.0108976712936835,0,0,0,0,0,0,0,0,0.0186353343180602,0,0,0,0,0,0,0,0,0,0.0215040215972898,0,0,0,0.059723092951337,0,0,0,0,0,0,0,0.00949306989743262,0,0,0,0,0,0,0
X600660.SH,0,0,0.0111574066069194,0,0,0,-0.0883033460181243,0,0,0,0,0,0,0,0,0,0,0,-0.204920876608434,0,0,0.0207033863411055,0,0,0,0.249440597973626,0,0,0,0,-0.051685360529186,0,0,-0.0645971297077963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375513877754982,0,0,0.0265650973704383,-0.0262692336281235,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0455799718251827,0.103832060765804,0,0,0.000549627170249742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921035858469168,0,0,0,0.084076001789305,0,0,0,0,0.0266885247062791,0,0,0,0,0,0,0.0547357100613558,0.08696766826401,0,0,0,0,0.0319199074536828,0,0,0.0204537268227997,-0.00510663307315284,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0385062077870914,0.0584899031692745,0,0,0.271274277345804,0.0153827730911831,0,0,0,0,0,0,0,0,0.00563729396983204,0,0,0.0432282966557449,0,0,0,0.0439578001687779,0,0,0,0,0,-0.0126393201377558,0,0,0,0.152553704117641,0,0,0,0,0,0,0,0,0,0.097253824479824,0,0.00816954424056592,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.043915993297493,0.0725602577933122,0,0,0,0,0,0,0,0,0,0.0613060881288302,1.73472347597681e-18,0,0,0,0,0.044109713674517,0.0332536347410162,0,0,0.0441463678514953,0.0124247381074978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432506226836064,0,0.00479459927333998,0.00472942980678013,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0130350517889823,0,0,0,0,0,0,0,0,0,0,0,-0.0204792037573636,0,0,0,0,0,0.0277393246505127,0,0,0,0,0,0,0,0.012913581844003,0,0,0,0,0,0.804898034339827,0,0,0,0,0,0,0.0200436171106921,0,0,0,-0.00589363988487587,-4.33680868994202e-19,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.17797163294689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169276473414139,0,0,0.0395645141441316,0.0974959725049796,0,0,0,0.155045776204266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159066268467097,0.136824593756488,0,-0.0098353467952043,-0.00536123032460811,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0.0400037947188397,0,0,0,0,0,0,0,0,0,0.0208878821746153,0,0,0.0438540098565163,0,0.00268756066071297,0.220105701581258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395758722140561,0,0,0,0.011952694876558,0.0599883989951176,0,0,-5.42101086242752e-20,4.33680868994202e-19,0,0,0,0,0,0
X300072.SZ,-0.174792422578625,0,0,-0.0934374212510231,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.165987300698163,0,0.0336857310497574,0,0,0,0,0.0418946118952345,0,0.123692320204182,0.329946534085193,0,0,0,0,0.0102795514277162,0.233477516735392,0,0,0,0,0,0,0,0,0,0,0.22255748055587,-0.175963925426697,0,0,-0.0253040727240132,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.591299525510339,-0.0495823179028779,0,0,0,0,0,-0.0400970894845092,0,0,0,0,0,0,0,0,0,0,0.281852300282054,0,0,0,0,0,0,-0.0456590124963334,0.174818555208377,0,0,0,0,0,0,0,0,0,0.0441892023005317,0,0,0,0.0631866482997609,0.0140411054113959,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488218577321665,0,0.0430052758073536,0,0,0,0.0756121440290024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102965200457963,0.157352877347224,0,0,0,0,0.0842311736300867,0,0,-4.33680868994202e-19,4.33680868994202e-19,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0131026104685688,0,0,0,0,0,0,0,0,0.0954287617484142,0,0.146663290852007,0,0,0.103278798283594,0,0,0.0804229279458285,0,0,0,0,0,0,0.00722483736204088,0,0,0,0,0,0,0,0.0453405937405853,0,0.0834398829030494,0,0,0.0251034542112566,0.0858873389662698,0,-0.0252008376623379,-0.0406847293005962,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878813547385372,0,0.0145463666103682,0,0,0,0,0,0,0.0744967177752053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180648892606895,0,0,0,0,0.1107464982808,0.090532262404273,0,0.0209933167363615,-0.0167964403409626,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.116111018501445,0,0.158879935777939,0,0,0,0,0,0,0,0,0,0,0,0,0.0562654177744873,0,0,0.177822777073134,0,0,0,0.284789303958186,0,0,0,0,0.285242379291904,0.162646257964726,0.176466696845806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151012545598113,0,0,0,0,0,0
