,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600011.SH,X601898.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X600362.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600027.SH,X000708.SZ,X600010.SH,X600111.SH,X000301.SZ,X600489.SH,X601699.SH,X000983.SZ,X600160.SH,X600803.SH,X601991.SH,X000877.SZ,X600426.SH,X000933.SZ,X000630.SZ,X000807.SZ,X000408.SZ,X600985.SH,X000786.SZ,X601168.SH,X600612.SH,X600219.SH,X600176.SH,X002128.SZ,X000932.SZ,X000883.SZ,X002271.SZ,X600096.SH,X600348.SH,X000027.SZ,X601666.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.153231846646185,0,0,0,0.0753649767748642,0.092979422111741,0,0.0148135442149493,0.101236373332982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11528500134266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342025732611782,0,0,0,0,0,0,0.0131761910856368,-0.00175485982381141,0.0569836431513237,0,0,0,0,0
X601088.SH,0.0335182294424106,0,0,0,0.21145839726184,0.143145704172925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164096927254578,0,0,0,0,-0.0319946823618978,0,0.0196589788220865,0,0,0.104095720275394,0,0.00409222008986797,0,0,-0.0257211313119952,0,0,0,0,0,0,0,0,0,0,0,-0.0291033081389696,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0874024584572506,0.0253529139306078,0,0.0966274753649655,0,0,0,0,0,0,0,-0.0897963119957085,-0.0481176333028341,0,0,0,0,0,0,0.087811326528506,0,0,0,0,0,0,0,0,0,0,0,0,0.125814361996859,0,0,0,0,0,0,-0.058761309976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638880511173336,0,0,0,0,0,0,0,0.200139698828217,0,0,0,0.171790681946142,0,0,0,0.184391253965059,0,0,0.0229479836223581,0,0,0,0,-0.0518112164529397,0,0.148126461980236,0,0,0,0,0,0,0,0,0.0481040828969815,0,0,-0.0503322355236648,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.155325381245886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855865577435456,0.362901255078107,0.136227743426926,0,0,0,0,0,0,0.00627164839576352,0,0,0,0,0.0072839330007325,0,0,0,0.145276584850358,0,0,0,0,0.0124577098309245,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.0201321818450191,0,0,0,0,0,0.128776949068923,0,0,0,0,0,0,0.10674895172699,0,0,0,0,0.24923268368126,0,0,0,0,0,0,0,0.0434809680587844,0.00813132983146336,0.170141350521534,0,0,0,0,0,0,0,0,0.00742305929225019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145893779542775,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.164350160804768,0.0870677448484481,0,0,0,0,0.0632926928276907,0,0,0,0,0,0,0,0.188567260325059,0,0,0,0,0,0.175408431739873,0,-0.00225452346968203,0,0,0,0,0,0,0,0,0.204244932091818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219331873185336,0,-1.73472347597681e-18,0.206632430504891,0,0,0,0,0
X600019.SH,0,0,0,0,0.115818901348005,0,0,0,0,0,0,0,0,0.0154759413486373,0,0,0,0,0,0,-0.013693768654505,0,0,0.0709266602172371,0,0,0.00510670571852004,0,0,0,0,0,0,0,0,0,0,0.0795920579381783,-0.0163588557381833,0,0,0,0.112341462873954,0,0,0,0,0,0,-0.062972085870982,0,0,0,-0.0105422994165685,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.100596446915225,0,0,0,0,0,0,0,0,0,-0.0665049791810075,0,0,0,0,0,0,0.762219926047376,0,0,-0.0356824967410038,0,0,0,0,0,0,0.153443983132137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193723201173804,0,-0.0189995289256907,0,0,0,0,0
X601600.SH,0.355584578564385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111021790285817,0,0,0,0,0,0,0,0.0905514443217323,0,0,0,0,0,0.095103454921532,0.0743396228671451,0,0,0,0.0512397226003421,0.145180879788869,0,0.112974707234617,0,0,0,0,0,0,0,0,0,0,-0.00538936991173756,0,0,0,0,0,0,0
