,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600176.SH,X600362.SH,X601898.SH,X600010.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X600426.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X600803.SH,X002080.SZ,X002466.SZ,X000932.SZ,X002353.SZ,X000301.SZ,X600219.SH,X600486.SH,X000723.SZ,X600529.SH,X002075.SZ,X600612.SH,X000027.SZ,X002409.SZ,X601158.SH,X000878.SZ,X000898.SZ,X000883.SZ,X002250.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0521939916933523,0,0,0,0.064088842634432,0,0,0,0.113487286159202,0,0.00415711239784405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704606051005258,0,0.0624209980724361,0,0.00539402604532799,-0.036782191689179,0,0,0,0,0,0,0,0,0,0,-0.0051183312056542,0.00756923507830489,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0276826079950119,0,0,0.067864402397422,0,0,0,0.0384658216906246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253875341420854,0,0,0.00151099191063848,0,0,0,0.0293165560652748,0.0200712177947474,0,-0.015086154730802,0,-0.0213583481735288,0.0142565687312742,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.00177100280554822,0.015433693950643,0,0,0,0,0,0,0,0,0,0.325161781398678,0.11326276524031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138470615766439,0,0,0,0,0,0,0,0,0,0,-0.00437002433585715,0.00535038075813454,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0383577186918963,0,0,0,0,0,0.0447843639618299,0,0,0,0,0.0621191419439479,0,0,0,0.198142561709763,0,0.0119825678319534,0,0,0.0109919804054933,0,0,0,0,0,0,0,0,0.0380266719388631,0.0542059323134859,0,0,0,0,0,0,-8.67361737988404e-19,0.0761032404799715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0559522768802578,0,0,0.0585960475356551,0,0.18710187829624,0.0540779836057081,0,0.020293942181336,0,-0.0202559647151246,0,0,-0.0382535789451231,0,0,0,0,0,0,0,0.0386523479128716,0,0,0,0,0,0,0,0,0.183686006044582,0,0,0.135414834945484,0,0,0,0,0,0,0,0,0,0,0.082525156226359,0,0.0108918239354937,-0.0354435417545752,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0526789887960435,0,0,0,0.00447861712670402,0,0,0,0,0,0,0,0,0.443756679832837,0,0,0,0.0503044190427417,0,0,0,0,0,0,0.0334039653658408,0,0,0,0,0,0.109396806336337,0,0,0,0,0.178840391137658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0321488983788625,0,0,0,0,0,0,0.032710487192764,0,0,0,0.131637519830247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057836105330299,0,0,0,0,0.114557338274529,0,0,0,0,0.110975695647044,0,0.000882282491768099,0,0,0,0,-0.033708030829525,0.00299636215219487,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0472451149688411,0,0,0,0,0,0.133536859102546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232387869014463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956375412407927,0,0,0.274389938394055,0,0.0172011493639403,-0.013510485557458,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0744127988316126,0,0.123511405781894,0,0,0,0,0,0,0,0.180859836805932,0,0,0,0,0,0.142790689122658,0,0,0,0,0.0101184663775445,0,0,0,0,0,0,0,-0.0221671031703091,0,0,0,0,0,0.016174264160592,0,0,0,0,0.0709855235468508,0.00886224142334287,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0243065225158408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924867374138928,0.197662527817418,0,0,0,0,0,0,0,0.07187793568612,0,0,0,0,0,0.116050244751161,0,0,0,0.255297221948681,0,0,0,0,0,0,0,0,0,0,0,0.0322683409434297,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.160123659460861,0,0,0,0,0,0,0,0,0.0372354129186693,0,0,0,0,0,0,0,0,0,-0.0919544253901969,0,0,0.071448442435692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143128414482075,0,0,0.102053272125368,0,0.0509957342562321,0,0,0.194682984222779,0,-0.0196151311462255,0.00822618679627071,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0438216796667348,0,0,0.2035669714961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480854943391878,0,0,0,0,0,0,0.0959373162686655,0,0,0,0.286040876245317,0,0,0,0,0,0,-0.0658994263567344,0.0138317874335258,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111980455403169,0.104179610546695,0,0,0,0,0,0.209671426962394,0,0.1132644944149,0,0.0318820234411289,0,0,0,0,0,0.00780111971878286,-0.0227168320216097,0,0,0,0,0,0,0,0,-0.0282289894275363,0,0,0,0,0,0,0.0595139248472621,0,0,0.0267308497493045,-0.00175720072073497,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.0173947626059034,8.67361737988404e-19,0,0,0.219339808490515,0.10001641255749,0,0,-0.276920434240304,0,0,0,0,0,0,0,0.342063980013757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185392953066537,0,0,0,0,0.0112424308084276,-0.0101751832248261,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266553398262823,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0748956514897225,0,0,3.46944695195361e-18,0.0739046159668196,0,0,0,0,0,0.0399308369298602,0.0338297805968699,0.0183914620048151,0,0,0.137164401581551,0,0,0,0,0,0,-0.00647157777489603,0.00890621295589345,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.118438055152213,0,0,0,0,0,0,0,0,0.0657915972182682,0.141724243375879,0,0,0,0,0,0.00970264553625251,0,0,0,-0.136285327333338,0,0,0.151096808157615,0,0,0,0,0,0,0,0.00758258496066455,0,0,0,0,-0.0635445768738057,0,0,0,-0.0217780409289887,0,0.350986854273769,0,0,0,0,0.0235169075017663,0.00219853542034947,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264645672726698,0,0,0,0.0309998254394899,0,0,0,0,0,0,0,0,0,0,0,0.143345552814284,0,0,0,0,0.0462136455305364,0,0,0,0,0,0,0.579279277308289,0,0,0.0195076106623753,0,-0.0192760886328467,-0.000954874925839252,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0190329273016916,0,0,0,0,0,0,0,0,0,0,0,0.0251456925840801,0,0.286249786358129,0,0,0,0,0.0273870697825229,0,0,0,0,0.0626867935377595,0,0,0.137517872450283,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158825486898517,0.0185490587266268,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0010013162397441,0,0,0,0,0,0,0,0.33548190429232,0,0,0,0,0,0,0.00176845426344864,0,0,0,0,0,0,0,0,0,0,0.0106496973613565,0,0,0,0.0942179258283028,0,0,0,0,0.0807978055914795,0,0,0,0,0.00603920298466535,0.0136086647494279,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113930320374436,0.206937580985839,0,0,0.0960927172191501,0,0,0,0,0.0141726613559317,0.0464737127542383,0,0,0,0,0,0,0.0731767798443852,0.0557795004446676,0,0.0492888008196742,0,0,0,0,0,0,0,0,0.230926916872521,0.0496103563349158,0,-0.0514761635902754,0,0,0.00196014741163252,0,0,0,0,0,0
