,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601600.SH,X601991.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X600516.SH,X002466.SZ,X601992.SH,X600111.SH,X600176.SH,X600027.SH,X600352.SH,X002460.SZ,X600299.SH,X002110.SZ,X300072.SZ,X000709.SZ,X000553.SZ,X600808.SH,X600801.SH,X000786.SZ,X000932.SZ,X600583.SH,X600339.SH,X600426.SH,X000883.SZ,X601158.SH,X000301.SZ,X000629.SZ,X600219.SH,X000792.SZ,X601699.SH,X000408.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.043819398624532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498185407912095,0,0,0,0,0.250403174091897,0.10536668833567,0,0,0,0,0,0.0215808132564972,0,0,0,0,0.00527812722816847,0,0,0,0,0,0,0
X600028.SH,0.0573413119615381,0,0.238061299304195,0,0,-0.0365011745124255,0,0,0,0.0589307970616643,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0473444724611163,0,0,0,0,0,-0.046202817325637,0.118683534035404,0,0,0,-0.0534579711990173,0,0,0,0,0,0,0,0,0,0,0,0.19069976342648,0,0,0,0,0,0.00369509325408286,-8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200383496737001,0,0,0.347396216616819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822480930126731,0,0,0,-0.00152797676693006,-0.0180393017261185,0,0,0,0,0,0
X600585.SH,0,0,0.0322861028971559,0,0,0,0,0.00722773332499631,0,0,0,0,0,0,0,0,0,0,0,0,0.0614135791098319,0,0,0,0,0,0,0,0,0,0,0,0,0.341067249218858,0.208738217736736,0,0.0802728739869063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.085040743408868,0,0,0,0,0,0,0,0,0,0,0.123852808611158,0,0,0,0,0,0,0.304284783303535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867252540845336,0.00297555514541478,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1473541209398,0,0,0,0.119573000671186,0,0,0,0,0,0,0,0.118375579422772,-0.071703215295401,0,0,0,-0.225820697305833,0.195083795197841,0.144368918512283,0,0,-0.0115449326165311,0.166856693463866,0,0,0,0,0,0.0866993748186164,0,0,0,0,0.0101003445075319,0.0158020692619619,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154482638643415,0,0.0808172384461105,0,0,0,0.822158406171288,0,0,0,-0.0387870140110897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296412623695704,0,0,0.0112183249744815,0.0168165644150783,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121015850094903,0,0.289623229329434,0,0.251617924926879,0,0,0,0,0,0,0,0,0,0,0.080167396731331,0,0,0.0323902118266857,0,0,0,0,0,0,0,0,0.0539556402437902,0,0.037599227684701,0,0,0.0126573721302234,-0.00824345210011366,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.270260593977015,0,0,0,0,0,0,0,0.0982375281173791,0,0.0515546766289487,0,0.0867290518595178,0,0,0,0,0.0654678847516865,0,0,0,0.0531747728845236,0,0,0,0,0,0,0,0,0,0,0,0.00338674540003709,0,0,0,0,-0.0099804823768847,-0.013000453532723,0,0,0,0,0,0
X600660.SH,0,0,0,0.0963464036318896,0,0.0190918633692255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135036171174411,0,0,0,0.0495314728325388,0,0,0,0,0,0,0,0,0,0,0,0,0.0860715127762272,0,0,0,0,0,0,0,0,0,0,0.0252653079937965,0.00454016738174551,0.0320900278103472,0,0,0,0,0,0
