,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601898.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600188.SH,X600027.SH,X000883.SZ,X600352.SH,X601158.SH,X600583.SH,X600021.SH,X000060.SZ,X000539.SZ,X000027.SZ,X600309.SH,X601992.SH,X000709.SZ,X000898.SZ,X600808.SH,X000792.SZ,X600307.SH,X600489.SH,X000825.SZ,X600098.SH,X002470.SZ,X600547.SH,X600660.SH,X002353.SZ,X000629.SZ,X600008.SH,X600578.SH,X000831.SZ,X600863.SH,X002075.SZ,X600219.SH,X600549.SH,X601699.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.127671341134313,0,0,0,0,0,0,0,0,0.0749155205115568,0,0,0,0,0,0,0,0,0,0,0,0,0.0556237787659118,0,0.0667442048956066,0,0,0,0,0.0233976951309544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489063713306016,0,0,0,0,0,0
X600028.SH,0.4059035541699,0,0,0,0,0.0361977964183754,0,0,0,0,0,0,0.00826687655395576,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011820219848841,0,0,0,0,0,0,0,0,0,-0.018657335128875,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.278380331392342,0,0,0,0,0,0,0,0,0,0,0,0.0757517315998493,0,0.163543656820956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943781977565082,0,0,0.159899062214158,0,0,-0.00354643526792994,0.00232554662520812,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0576455690948824,0,0,0.00608817015418647,0,0,0,0,0,0,0,0,0,0,0,0.00806927504617484,0,0.258793161417801,0,0,-8.67361737988404e-19,0,0.0254585408072017,0,0,0,0,0,0,0,0,0,0,0,0.212738496742264,0,0,0,0,0,0,0.135964619362679,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0400425011960855,0,0,0,0.11321812180245,0.0824931540684535,0,0,0,0,0,0,0.0133775196741777,0,0,0,0,0.0443510698377769,0,0.038516273800019,0,0,0,0,0,0.00495171265015948,0,0,0,0.171945454210644,0,0,0,0,0,0,0,0.22941053875504,0,0,0,0,0,0,0,0,-0.00348237879895454,0.00625740472320667,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0316110733039323,0.280570684248302,0,0,0,0,0,0,0,0,0,0,0,0,0.0337075093864762,0,0,0,0,0,0.210958471833985,0.16317981153088,0.0346573414203301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274195878446243,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0259169931652061,0,0,0,0,0,0,0.220674873019756,0,0,0,0,0,0,0,0,0,0,0,0.0809781766168429,0,0,0,0,0,0,0,0,0,0,0,0.0602901579674787,0,0,0,0,0,0.12630517941967,0.0248910961943948,0,0.0277252914710977,0,0,0.00342149332519642,0.0119681555146571,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.157519208362433,0,0.0526105217621065,0.0617331767204367,0,0,0,0.121831900394316,0,0.146804293485387,0,0,0,0,0.0462073775556618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252104746374156,0,0,0,0,0.0583471435828874,0,-0.00246512845874649,0.0152514198727379,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.074437802166269,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.363978732589421,0,0,0,0,0,0,0.0686549612633922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379355239192577,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.158675302664367,0,0,0.0638378614232829,0,0.096625317512959,0,0.0421225722353851,0,0,0,0,0,0,0,0,0,0,0.121702319458928,0,0,0,0,0,0.015141844616348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426455202815636,0,0,0,0,0,0
