,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X000723.SZ,X600096.SH,X600803.SH,X000786.SZ,X000408.SZ,X601699.SH,X601991.SH,X600486.SH,X600801.SH,X600219.SH,X600141.SH,X600295.SH,X000807.SZ,X600985.SH,X601666.SH,X000932.SZ,X600027.SH,X002080.SZ,X000830.SZ,X000683.SZ,X600157.SH,X002353.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.139736721092745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776027400434383,0,0,0,0,0,0,0,0,0.0676246486826313,0,0,0.110854674682873,0,0.02905239938302,0,0,0,0,0,0.0519367201409592,0,0.130790682638729,0,0,0,-0.0414391218873306,0,0,0,0,0,0
X601088.SH,0.0278987690800448,0,0,0,0,0.0929895105433541,0,0,0,0,0.198389292320686,0,0,0,0,0,0,0,0,0,0.0740234831595825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111348072833427,0.156233004083618,0,0,0,0,0,0,0,0,0,0.0484605355390695,-0.0190863604370322,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0382346249939313,0,0,0,0,0,0,0,0,0.0778822059940263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439155553322988,0,0,0,0,0,0,0,0.0409396522563558,0,0.000810334110078584,0,0,0,-0.0468596287130231,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0303818727935813,0,0,0,0,0,0,0,0.0368097179113897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435480086924775,0,0,0.018913293030634,0.124049597083315,0,0,0,0,0,0.159846007520014,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261142555282281,0,0,0.0535054827376699,0,0,0,0,0.407224685236755,0,0,0,0,0,0,0.0271822524787268,0,0,0,0.0316797201219126,0,0.00238391555586408,0,0,0,-0.0211794512650385,0,0,0,0,0,0
X600188.SH,0,0.185025689792157,0,0,0,0,0.00575290245362521,0.0361876883685452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153143557741125,0.595676500522687,0,0,0,0,0,0,0,0,0,0,0.0700368818318059,-0.0444733987651183,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.525202259568245,0,0,0.170092555283212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130553565461341,0,0,0,0,0.0761205500545463,0,0,0,0,0,0,0,0,0.0254265611514843,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0430365379713354,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0209634251275197,0.184550463282286,0,0.279340649844152,0,0,0,0,0,0,0,0,0,0,0,0.0703716267758403,0,0,0,0,0,-0.0420568250624727,0,0,0.078766529402015,0,0,0,0,0,0,0,0.390850251188831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00724613244196008,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.870472416741978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784359703842294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696644782986505,0,0,0,0,0,0,0.0353557187981005,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191873084226205,0,0,0,4.33680868994202e-19,0.115431725569287,0,0.506288053743717,0.0168760175694053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
