,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600795.SH,X600886.SH,X600585.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X000709.SZ,X600157.SH,X600583.SH,X600362.SH,X600111.SH,X600188.SH,X002075.SZ,X000539.SZ,X601992.SH,X601158.SH,X600309.SH,X000027.SZ,X002353.SZ,X000898.SZ,X600021.SH,X600352.SH,X000883.SZ,X002470.SZ,X601918.SH,X000878.SZ,X600863.SH,X600808.SH,X000792.SZ,X000629.SZ,X600307.SH,X600660.SH,X600098.SH,X600578.SH,X000060.SZ,X000825.SZ,X600489.SH,X300072.SZ,X600008.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.623225485497219,0.152446832709191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386774434205606,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.130067382914222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026588990673121,0,0,0,0,0,0.0584219897751596,0,0,0.016235214621472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.166089871826437,0,0.0307954947102712,0.165307336256127,0,0.172736547488629,0,0,0,0,0,0,0,0,0,0,0,0,0.0087813898738985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348445247660262,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136080926524399,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.00135996367547864,0.033792082666316,0.0624086793860236,0,0,0,0,0,0.254445653678254,0.210733290213881,0,0,0,0,0,0,0,0,0,0,0.0443633455153739,0,0,0,0,0,0,0,0.03972368073326,0,0,-3.46944695195361e-18,0,0,0,0,0,0.194771384785335,0,0,0,0,0,0,0,-0.00443779779210689,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507713797229472,0,0,0,0,0,0,0,0,0.247634703027371,0,0,0,0,0,0,0.228624984016476,0,0,0,0,0,0,0.158574512700229,0,0,0,0,0,0,0.00296131997628261,0,0,0,0,0,0,0
X600019.SH,0,0.0509087725507792,0.0435206092085976,0.100590562241352,0,0,0.0355463508464716,0,0,0,0,0,0,0.127686944622192,0,0,0.0444912914133566,0,0,0,0,0,0,0,0,0.00535789739555491,0,0.30970631035393,0,0,0,0,0.029298301088039,0,0.028144440181949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234989672185605,-0.00692368166260295,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.199957990327775,0,0,0,0,0,0.0950177830956053,0,0,0.168846618089321,0,0,0,0,0,0,0,0,0,0,0,0,0.12702906923637,0,0,0,0,0,0,0,0,0.222804102885592,0.0963688179752375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0679227059707646,0.054761387399942,0,0.0338043125739339,0,0,0.035271514535029,0,0,0,0,0,0,0,0,0,0,0,0.197976820250729,0,0,0,0,0,0.27550999820369,0,0,0,0,0,0,0.128691697627132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0566266561857993,0,0.0566960380732612,0,0,0,0,0,0,0,0,0.149224974847276,0,0,0,0,0,0,0.0641160605089361,0,0,0,0,0,0,0.158512985953593,0,0,0,0,0,0,0,0,0,0,0,0,0.0163945332335486,0.0191832069445812,0,0,0,0,0,0,0,-0.0330212823460671,0,0,0,0,0,0
X600585.SH,0.0611075763812544,0,0.0641090469546055,0.0151041449513606,0,0.114501752311339,0,0,0,0,0.161162690950214,0,0.0301900914808702,0,0,0,0,0,0,0,0,0,0,0,0.004924796072406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272687217026562,0,0,0,0,0,0,0,0,0,-0.0121605002873371,-0.00662028844669471,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.181376367518142,0,0,0,0,0.0690187911077289,0,0.0711458212378972,0,0,0,0.0410579859554374,0.082307126734984,0,0,0,0.0774694277095556,0,0,0.057429341522917,0,0,0,0,0,0,0,0,0.054825675741293,0.0527074596240327,0,0,0,0,0,0.00786379917988443,0.0136090440484568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072405539857603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498642396374903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113723355950344,-0.0122229125895789,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.194398273585597,0.181492352325998,0,0,0,0,0,0,0.0295739821108979,0,0,0,0,0,0.0549715501516982,0,0,0,0,0,0,0,1.38777878078145e-17,0.0824067787598658,0,0,0,0.0472638459269709,0,0,0.0365016438137944,0,0,0,0,0,0.163553504219222,0,0,0,0,0,0,0,0.00207851077813898,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0275514836173452,0,0,0.0133547102131815,0,0,0,0.0326359359798533,0,0,0,0,0,0,0,0,0.00901835825515606,0,0,0,0,0,0,0,0.0327386476289788,0.098885919794546,0,0,0,0.155521102027422,0,0.390025983798496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000709.SZ,-4.33680868994202e-19,0,0,0,0,0.225631054187114,0,0,0.126658857675051,0,0,0,0,0.0848849019363774,0,0.221970472604689,0,0,0,0,0.00589889347693515,0.0704815931045452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119536714619339,-0.00683995354982004,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0768734431309259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239163946197958,0,0,0,0.137733951905599,0,0.00780325129603087,0,0,0,0.00724363957897385,0,0,0,0.0672145495643144,0,0,0,0,0,0,-0.00927893635957839,-0.0534956050687502,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.227674166402951,0,0,0,0.203163237465436,0.0855897882791726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234239970321855,0,0,0,0,0,0,0,0,0,0,0,0.0122975613444407,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.114763579321733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749499161068586,0,0,0,0.175238916156059,0.0696674104595236,0,0.100508123768319,0,0,0.161983379960818,0,0.134179345655209,0,0,0,0,0,0,0.0648710846505571,0,0,0,0,-0.02699284042221,-0.0157495274765916,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.259177148377445,0,0,0,0.0731002790521663,0,0,0,0,0,0.022210800391736,0,0,0.015109332352318,0,0,0,0,0,0.0898629452431795,0,0,0.0485784808080395,0,0.0727001548258976,0,0,0,0,0,0,0,0,0,0,0,0.055381147977352,0,0,0,0,0,0,-0.0139619117048018,-0.00447977997967814,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.46009703181937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456496163892572,0,0,0,-1.38777878078145e-17,0,0.0661732419332562,0.00535616559167871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265928037691919,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,-0.0919998174807865,0,0,0,0,0,0,0,0.0104457309744432,0,0,0,0,0,0.142702407174365,0.0564643686147749,-0.12153370927464,0,0,0,0,0,0.107655862260905,0,0.270561725672394,0.0821673205121561,0,0,0,0,0,-0.179548211529693,0,0,0,0,0,0,0.126694076835145,0,0,0,0.0105616126077953,-0.00149966202956706,0,0,0,0,0,0
X000539.SZ,0.463152956513813,0,0,0,0,0,0,0,0.103101585444477,0,0,0.0371699353269312,0,0,0,0,0.0149515388742211,0,0,0,0.0615615264612157,0,0,0,0,0,0,0,0,0.0109889049910975,0,0,0,0,0,0,0,0,0,0,0,0,0.110048126352861,0,0,0,0,0,0,0.0141530819966316,0.0326317016257729,0,0,0,-0.126283515592945,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.090692164214801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140630207905407,0,0.1077689974633,0,0,0.0544413357587826,0,0.234917925119765,0.0841532679461739,0,0,0,0,0,0.0481613020762139,0,0,0,0,0.0558981088996155,0,0,-0.00279326523983746,-0.015904118483731,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033375937607524,0,0,0.144558852979369,0,0,0.137088787350274,0,0,0.100339991917291,0.0225440479171482,0.0238661165734821,0,0,0,0,0.0157552506421347,0,0.0814035912903611,0,0,0,0,0,0,0.11960935271688,0,0,0,0,-0.0058796016105514,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.238730065853952,0,0,0.0306496988545276,0,0,0.00872961003275066,0,0,0,0,0,0,0,0,0,0.023808908743866,0,0,0,0,0,0,0,0,0,0.24837380373186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259209008467925,0,0,0,0,-0.00503424646929793,0.00546654812923396,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178014659750386,0.107042765801196,0,0.115749628175606,0,0,0,0,0,0,0,0,0,0,0.0102636274952152,0,0,0,0,0.330811901769759,0,0,-0.0156122084563782,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262985081017011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350605997754594,0,0,0,0,0.00206499579435901,0,0,0,0,0,0,0,0,0.0102217797361103,-0.00999693191471771,0,0,0,0.0551030052261699,0,0
X000898.SZ,0,0,0,0,0,0.21777397293729,0,0,0,0,0.0191987113783778,0,0.0398852645517255,0.233080924412756,0,0,0,0,0,0.0301248906267518,0,0,0.140780342071863,0,0,0,0,0,0,0,0,0,0,0,0,0.00711294528545494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299600712147417,0,0,0,0,0,0,0,0,0,0.0725021840102621,0,0,0.0887061705414765,0,0,0.129407889251127,0,0,0,0,0,0.105875272996874,0,0,0,0,0.174646367358309,0,0,0,-0.0323329908733194,0,0,0,0,0,0
