,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600111.SH,X000792.SZ,X600010.SH,X601600.SH,X600188.SH,X002466.SZ,X000301.SZ,X600011.SH,X601898.SH,X000708.SZ,X600660.SH,X002271.SZ,X600362.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000825.SZ,X601991.SH,X600795.SH,X600295.SH,X000408.SZ,X000807.SZ,X600219.SH,X600141.SH,X300037.SZ,X000959.SZ,X600096.SH,X002326.SZ,X000786.SZ,X600803.SH,X000983.SZ,X600801.SH,X000932.SZ,X600027.SH,X000898.SZ,X600352.SH,X600160.SH,X600688.SH,X000723.SZ,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0671676981129611,0,0,0,0,0,0,0,0,0,0.0330678227066811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499270310102701,0,0,0,0,0,0,0,0,0,0.0265812792279703,0,0,0,0,0,0,0,0,0,0,0,0.0680121690337552,0.00671555874379107,0,0,-0.0138866984147526,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,-0.0081462511053154,0,0,0,0,0,0,0,0.027116441414897,0,0,0,0,0,0,0,0,0,0,0,0.00887206690295869,0,0,0.0474776054095111,0,0,0,0,0,0,0,0,0,-0.0126871114396322,0.0954590330925616,0,0,0,0,0,0,0.0704069273490521,0,0,0,0,4.33680868994202e-19,-0.00766835547744441,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0102170766160997,0,0,0,0,0.0718404879540392,0,0,0,0.0542972467631204,0,0,0,0,0,0,0,0,0,0,0,0,0.0719398675121459,-0.0473435226430176,-1.73472347597681e-18,0,0,-0.104959767261073,0,0,0,0,0,0.119647448118482,0,0.158859081462392,0,0,0,0,0.109653645141029,0.0861189150816312,0,0,0,0.0176375745295586,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0426674458339182,0,0,0,0,0,0,0,0,0,0,0,0.263108684455374,0,0,0,0,0,0,0,0,0,0.0356097123559979,0,-0.0275516437324742,0,0.0380581203509569,0,-0.018132324605276,0,0,0,0,0,0.0368333401810989,0.106520054649205,0,0,-0.0312780667187809,0,0,-0.0082847100809841,0,0,0,-0.0167979885133986,0,0
X600585.SH,0,0,0,0,0,-0.0297586895185419,0,0,0,0,0.0490117006393927,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455849981544878,0,0,0,0,0,0,0,0,0,0.0569108459552596,0,0,0,0,0,0.610428150192463,0,0,0,0,0,0,-0.0260211253332962,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.138176310660711,0,0,0,0,0.4025665005469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380945577524571,0,0,0,0.148312299421277,0,0,0,0.176196098478011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853248442249274,-0.0511201575356149,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0955402804225008,0,0,0,0,0,-3.46944695195361e-18,0.0370938800568392,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313257057031307,0,0,-0.0812849527452104,0,-0.00766387812060673,0,0,0,-4.33680868994202e-19,0,0,0,0.496658734312549,0,0.0402069546413347,0,0,0,0,0,-0.0221821170359563,-0.0188084109296024,0,0,0,-0.170716478581366,0,0
X600111.SH,0,0,0,0,0,0.27120694207624,0,0,0,0.203640705634903,0,0,0.113234690116095,0.0367748019846701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567452920688968,0,0,0,0,0,0,0,0,0,0.162065606988558,0,0,0,0,-0.332307932360772,0,0,0,0,0,0,0,0.0216195315875643,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0267409092927465,0,0,0,0,0,0,0,0.0388136751436529,0,0,0,0,0,0,0,0,0,0,0,-0.157126055004392,0,0,0.115431677242865,0.19244078813397,0,0,0,0,0,0,0.0225474528721086,0,0,0.109056206504185,0,0,0,0,0,0,0,-0.255867474642596,0,0.0168979810926291,0,0,0.112600529160074,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.325708328181101,0.320179846726372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787493896177893,0,0,0,0,0,0.12924458494961,0,0,0,0,0,0,0,0,0.0560343035349194,0,0,0,0,0,0,0,0.0219581992756813,0,0,0,0,0,0,0
