,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000630.SZ,X000932.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X300037.SZ,X600688.SH,X000629.SZ,X600096.SH,X600612.SH,X000723.SZ,X600157.SH,X002128.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.806267644553452,0,0,0.032933699160429,0,0,0,0,0,0,0,0,0,0,0.0918337829843063,0,0,0,0,0,0,0,0,-0.0888052376641838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617500045861626,0,0,0,0,0,0,0
X600028.SH,0.505250035269136,0,0,0,0,0.0922620157127846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561177621124195,0.070298639847269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585591174532293,0,0,0,0,0,0,0
X601088.SH,0,0.135040323029521,0,0,0.121324195650128,0,0,0,0.17359530964118,0,0,0,0,0,0,0,0,0,0,0,0,0.0168990623221797,0,0,0,0,0,0,0,0.0029851603569311,0,0.0767345084314634,0,-0.0198056611085443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152879896985911,0.00476214866166469,0.012067817743993,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0249868540029079,0,0,0,0,0,0.0311269731888694,0.0173341722656821,0.0156385678765494,0,0,0,0.137343407671154,0,0,0,0,4.33680868994202e-19,0,0,0.140694548329143,0,0,0.0997258110411883,0,0,0,0,0,0,0.000846627885233035,0,0,0,0,0,0,0,0,0,0,0,0.107446849936036,0,0,0,-0.14427343964481,0.00263390850507637,0,0,0,0,-0.315519162801988,0,0
X600188.SH,0,0,0,0,0,0.0785062433118495,0,0,0.341068375672646,0,0,0,0,0,0,0,0,0,0,0,0.0501482972448764,0,0,0,0,0.0452452333066914,0.0809988134816271,0,0,0.302683089541091,0,0,0,0,0,0,0,0,0.150777054794005,0,8.67361737988404e-19,-0.0481445818996088,0,0,0,0,0,0,0,-0.137780630913648,0,0,-0.0123397594301499,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.115138433391583,0,0,0,0,0,0,0,0,0,0.0315106787346225,0,0,0,0.106399122410371,0,0,0,0,0,0,0,0,0,0,0.161815582078707,0,0,0.298203175820491,0.222035461711212,0,0.101219600624288,0,-0.0672404925598145,0,0,0,-0.0854222577768854,0,0,0,0,0,0,0.0262825612019295,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0163547833385292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146636613677731,0,0.352045324520487,0,0.234638131628593,0,0,0,-0.0334164490982813,0.0251290388808153,0,0.0124662366649057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00919677271316414,0,0,0,0,0.00195781579256998,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.111983027587937,0,0,0,0,0,0,0,0,0.269353316304336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463132526059765,0,0,0.0523718368902017,0,0,0.0172175916105412,0,0,0,0,0,0,0.0900940340231634,0,0,0,0,0,0,0,0,0,-0.0064949716207282,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.203379583643337,0.0552539377785588,0,0,0,0,0,0,0,0,0.0750551021590509,0,0,0,0,0,0,0,0,0,0,0.19972668550504,0.146843374522769,0,0,0.0190995179351951,0,0,0,0,0,0,0,0,0.0467931925750596,0,0,0,0,0,0,0,0,0,0,0,0,0.00205423485511204,0,0,0,0,0,0,0
X600547.SH,0.0561081949080222,0,0,0,0.0563515628364178,0,0,0,0,0,-0.137221243396616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047289207305361,0.456799567329162,0,0,0,0,0,0.0601955930590634,-0.0363621467876953,0,0,0,0,0,0,0,0,0,0,-0.00733196653559153,0,0,0.02152792812954,0,0,0,-0.00348960620233565,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0434948052581769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431412438710363,0,0,0,0.00587159607155203,0.372905831619245,0,0,0.0778544360210552,0,0,0,0.17074528105844,0.192300531323553,0,0.131561593895031,0,0,0,0,0,0.0251325093817429,0,0,0.002755394014609,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0788193000660503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373044061587467,0,0,0,0,0,0,0.0224548273922254,0,0,-0.055323083794098,0.194576833041428,0,0,0,0.0222785337617075,0,0,0,0,0,0,0,0,0,0,0,-0.0148289697513105,-0.0663060762850874,0.0022909792239068,0.00808433353387627,0,0.104492131868785,0,0,0,0
X000792.SZ,0,0,0,0,0,0.123064837840925,0,0,0,0,0,0,0,0.0262618323548347,0.0514276020429294,0.305636065343215,0,0,0.0352689516116999,0,0,5.42101086242752e-20,0,0,0,0,0.0123043032877087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434477812776761,0,-0.0159171205281318,0,0,0,0,0,0
X600886.SH,0,0.13109295774219,0,0,0,0.00504068819043972,0,0.290270213301798,0,0,0,0,0,0,0,-0.0633987887693858,0,0,0,0,0,0,0,0,0,0,0.22723210510954,0.0925205818300021,0,0,0,0,0,0,0.00243403490667028,0,0,0,0.0222161645867147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307352797447621,0.0211687124314257,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753285524702842,0,0,0,0,0,0,0,0,0.070892734766854,0,0,0,0,0,0,0,0,0,0,0,0.00812222634818025,0,0,0,0,0,0,0,0,0,0.0707379192344357,0,0,0,0,0.00149110336848715,0,0,0,0,0,0,0
X002460.SZ,0.0392363928441602,0,0,0,0,-0.0018135715422649,0,0,0,0,0,0,0,0,0.810144343709312,0,0,0,0.0170505512917992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336721104525414,0,0,0,0,0,0,-0.0407393097719753,0.0831075815097042,0,0,0,-0.0423070290296143,0,0,0,0,0,0.0160439850025286,-0.0316769000376552,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.027856150983801,0,0,0,0,0,0,0,0,0.272490872845437,0,0,0,0,0,0,0,0,0,0,0,0.142131925828836,0,0.0966914690633597,0,0,0,0,0,0.0459564622439458,0,0,0,0,0,0,0,0,0.0496916031225882,0,0,0,0,0,0,0,-0.0280764873305714,0.0519791754082693,0,0,0,0,0,0
