,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X601158.SH,X600362.SH,X600299.SH,X600188.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000630.SZ,X600352.SH,X000898.SZ,X600660.SH,X000709.SZ,X002470.SZ,X600021.SH,X600098.SH,X000883.SZ,X000792.SZ,X600623.SH,X601918.SH,X600489.SH,X600578.SH,X600863.SH,X300072.SZ,X600022.SH,X600307.SH,X600315.SH,X000629.SZ,X600547.SH,X600008.SH,X600808.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.221154994571304,0,0,0,0,0,0.0144129119944325,0,0,0,0,0,0,0.0635783215847429,0,0,0,0,0,0,0.0272161540386209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642401713201504,0.0587078614999743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146100362652299,0,0,0.0922233596317517,0,0,0,0
X600028.SH,0.0402529246008154,0,0,0,0,0,0,0.0537943073785978,0,0.0448129886011523,0,0,0,0,0.0511402528848052,0,0,0,0.0446176464132833,0,0.00919383668597574,0.0363418792364587,0,0,0,0,0,0,0,0,0,0.0798358980050098,0,0,0,0,0.0364715883947982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100199062914466,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00449906125407011,0,0,0,0.279535973977899,0,0,0,0,0,0,0,0.112843673673314,0.296611883461866,0,0,0,0,0,0,0,0,0,0.0881311701318698,0,0,0,0,0,0,0,0,0,0.0497739617667094,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0708388740729366,0,0,0,0,0,0,0.389593131816331,0.158918290939793,0,0,0,0,0,0,0.0267963548976327,0,0,0.0561308133729929,0,0,0,0,0,0,0,0.0984280044878271,0,0,0.0122471091188813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00847492196813956,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0335269607119293,0,0,0,0,0,0,0,0,0,0,0,0.324589162942108,0.0118863005823347,0.14380512340724,0.03200075457759,0,0.0484818947879541,0,0,0.0369585625862159,0,0,0,0,0,0.0971345936379135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233419545414926,0,0,0,0,0,0,0
X600585.SH,0,0,0.0687889775952466,0,0,0,0,0,0.363767910799109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414855459748169,0.284065316651533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00946218612057953,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.1122612916718,0,0,0.0980086995856435,0,0.0156873240034473,0.0496741123338253,0.151323659538652,0,0,0,0,0,0.104340203882869,0,0.0499554804493377,0.0170955383880549,0,0.012045914399619,0,0,0,0,0,0,0,0,0.0156493456381009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138516271496929,0,0,0,0,0,0,0
X601898.SH,0.0612019087609707,0,0,0,0,0,0,0,0,0,0.320427010099641,0,0,0,0,0,0.0957839435247911,0,0,0,0.0187147331173108,0.0418471972548718,0,0,0,0,0,0,0,0,0,0.233697725025403,0,0,0,0,0.158226155304246,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0393346728589809,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00618589623896736,0,0,0.0607297997734411,0,0.24270208101247,0,0,0,0,0,0,0,0,0,0.195773193014226,0,0.154912192072859,0,0.00941608034406474,0,0,0,0,0,0,0,0.0378910421307426,0.0148970385763501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00938952899560763,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125310062569089,0,0,0,0,0,0,0.442632531180318,0,0,0,0,0,0,0,0,0,0.000456650010460596,0,0,0,0.0238108231333726,0,0,0,0,0,0,0,0,0,0,0.0561742051465631,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.156337142016121,0,0,0,0,0,0,0.232293826824432,0,0.102742328789109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105447808750552,0,0.037568382120286,0,0,0,0,0.0830000099452764,0,0.0984576099082398,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.05870037155176,0,0,0,0,0,0.0768815681844906,0,0,0.253911551600151,0,0,0,0,0,0,0.0408144937199359,0.0577430174921861,0,0.14206791186987,0,0,0,0,0,0,0,0.0465897372298708,0,0,0,0.0914137235970638,0,0,0,0.0625035795147115,0,0.0312738997913925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0.0714889752309766,0,0,0,0,0,0,0.0333073943400623,0,0.444313398630314,0,0,0,0,0.0316370413977605,0,0,0,0,0,0.0467258132033984,0,0,0,0,0,0,0,0.154011742357899,0,0,0.00291625513291794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026398056133812,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0751284367988198,0,0,0,0,0,0,0,0.0651528904725477,0,-0.0755809449226157,0,0,-0.277878096576786,0.666180375531142,0,0,0,0,0,0,0,0,0,0,0.16064266879397,0,0,0,0,0,-0.259691315916691,0,0,0,0,0,0,0,0,0,0.0166167321251174,-0.00332344689684715,0,-0.0412528293786013,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.614589542016885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594876412697839,0,0,0,0,0,0,0,0.0837746244896046,0.0192712145045382,0,0,0,0,-0.0121477879894115,0,0.018070690298731,0,0,0,0,0
X600111.SH,0,0,0,0,0.135579678214178,0,0,0.0227963266653381,0,0,0,0,0,0,0,0,0,0,0.0385301822489652,0,0.244343754906631,0,0,0,0,0,0,0,0,0,0,0.132748700774597,0,0,0,0.00291064141706679,0,0,0,0,0,0,0.0330803883208237,0,0,0,0.209303966786159,0,0,0,-0.00101273244232233,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0149297545771992,0,0,0.061934673347438,0,0,0,0.180574488807203,0,0,0,0,0,0,0.186573239993668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393977234965439,0,0.118767159710802,0,0,0,0,0,0,0,0.195784434746266,0,0,0,0.00660981624549938,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.00236965211065398,0,0,0,0,0.138800630462085,0,0.0350467467014762,0,0,0.153169615910697,0,0.0767813069828391,0.0263733011275223,0,0,0,0,0,0,0,0,0,0.0532249543615638,0,0.0264036144330766,0.0088573421327688,0,0,0,0,0,0,0.0151758707528829,0,0,0,0.0577106797564056,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0540434071927771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515642917535089,0,0,0,0.0500246197291519,0.15384431788161,0,0,0,0,0.201600267417819,0,0,0,0,0,0.111349649385788,0,0,-0.0147448211648852,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.125243387992515,0,0,0,0,0.207544176805709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209042984473168,0,0,0.142445112766989,0,0,0,0,0.153336220257129,0.117579710277296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00509885989343906,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.201658989795901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144094852263417,0,0,0,0,0.146844028868559,0,0,0,0,0,0,0,0,0.0302065294437175,0,0.125217284038346,0,0,0,0,0,0,0,0,0,0,0.134486858814111,0,0,0,-0.0260930021574426,0.0422740014805389,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.0482014468986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409746454264617,0,0,0,0.29513702344695,0.0705692744063088,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.000738367024640674,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0801815923979816,0,0,0,0,0,0,0,0.238600752884475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933671325822487,0,0,0.11124281445209,0,0,0.270054190350217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231974712757863,0,0,0,0,0,0,0
X600309.SH,0,0,0.0715145745941661,0,0,0,0.115952763571176,0,0,0,0,0,0.00212749784464304,0,0,0,0.026237716691467,0,0,0,0,0,0.404788120526803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119507296645455,0,0,0,0,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.15626552815059,0,0,0,0,0.0698695922254337,0,0,0,0,0,0,0,0,0,0.13322143006978,0,0.183155086776411,0,0,0,0,0,0,0,0.072237603375098,0,0.0616189288931761,0,0,0,0,0,0,0,0,0,0.100293823385221,0,0,0,0,0.0552613294146217,0,0,0,-0.0290117200354015,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.030494102477262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00340793628866943,0,0,0.0371930900843391,0,0,0,0,0,0,0,-0.07062417934188,0,0,0,0,0,0,0.0746411119750354,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0926929563959956,0,0,0,0.0685157011769728,0,0,0.145424289349052,0.146515096265228,0,0,0,0.134546249481405,0,0.0261757167557484,0,0,0,0,0,0,0,0.0416662298166112,0,0,0,0,0,0,0,0.0138413483393606,0,0,0,0,0,0.120116447103948,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.134141860594319,0,0,0,0,0.0786925196133888,0,0,0,0,0,0,0,0,0,0.100472973414731,0,0,0.169622695429015,0,0,0,0,0,0,0.054701770104143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328750336263288,0,0,0,0,0,-0.0186449714304881,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.00648640006832445,0,0.157995349705523,0,0,0,0.000660828245590054,0.0757557224903469,0,0.0593434990060207,0,0,0,0,0,0,0,0,0,0,0,0.214322076770994,0,0,0,0.100768191753498,0,0,0,0.000565205531215435,0,0,0,0,0,0,0,0,0,0,0,-0.0030149929955731,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,-0.0450896392070494,0,0,-0.169591268230598,0,0,0,0,0,0,0.137131592058902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232258097232191,0.388728806815668,0,0,0,0.198189440269784,0,0,0,0,-0.0831018782578988,0.0755741006121771,0,0,0,0,0,0
X002470.SZ,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0577813318134246,0,0,0,0,0,0,0,0.304303394709979,0.0603012309302239,0,0.297619175030997,0,0,0,0,0,0,0,0,0,0,0,0.0554097142723782,0,0,0,0,0,0,0,0,0,0,0,0.0132986948831347,0,0,0,-0.0145201012342309,0.0409639160544539,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523773902236289,0,0,0,0,0,0,0,0,0,0,0.287955768612526,0.182928936268863,0,0.167218587295867,0.132510152423053,0,0,0,0.0747279980354107,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0.0520089869009414,0,0,0,0,0,0,0,0,0,0.0222472885829041,0,0,0,0,0,0,0,0,0,0,0,0.399860926704175,0,0,0,0.321417991833468,0.0425959828148936,0,0,0,0,0,0,0,0,0,0.105748945198433,0,0,0,-0.0216375171173956,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0.0719266500385585,0,0,0,0,0.113470850774319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181277058323665,0,0,0,0,-0.0538786853354185,0,0,0.285196698257801,0.111623472417142,0,0,0,0,0,0.184487197898641,0,0,0,-0.0170255640433579,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.034525296152063,0,0,0,0,0,0,0.263277408988663,0,0,0,0,0,0.191082792933335,0,0.0576445959169613,0,0,0,0,0,0,0,0,0,0,0.101804158490802,0,0,0,0,0.0319171652939639,0,0,0.144115933982695,0,0.027889216591951,0,0,0,0,0,0,0,0,0,-0.00808243864204691,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159094894087621,0,0,0.171689684477558,0,0,0,0,0,0,0,0,0,0,0,0,0.177415614538804,0.287883480588832,0.0559038266279881,0,0,0,0,0,0,0.0482496530597798,0,0.161776424063825,0,0,0,0,0,0,0,-0.0506877061232547,0,0,0,0,0,0,0
X601918.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944361518355326,0,0,0.00905275262669982,0,0,0,0,0,0,0,0,0,0.117262973759852,0,0,0,0.338443043830076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315947887379792,0,0,0,0,0,0,0
X600489.SH,0,0,0.0422656130437543,0,0,0,0,0.0451765876754969,0,0,0,0,0,0,0.119905359261667,0,0,0,0.0166713268086563,0,0.0108986263460892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189757822079966,0,0,0.374546160124399,0,0,0,0,-0.0251993273052362,0,0,0,0,0,0,0
X600578.SH,0,0,0,0,0,0,0,0,0,0,0.326687695282306,0,0,0,0,0,0.0908508781334939,0,0.113696556745263,0,0,0.0834646565445365,0,0,0,0,0,0,0,0,0.121922120515309,0,0,0,0,0.0123185263233764,0,0,0,0,0.0235477086619262,0,-1.38777878078145e-17,0,0.0227144140871222,0,0,0,0,0,-0.00159048069117071,0,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0,0,0,0,0.0175735979562186,0.0470503328540547,0,0,0.0469706056143182,0,0,0.0781124896882718,0,0,0.26401855502752,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0204715755307861,0.0963763421689865,0,0,0,0,0.0418780309627199,0,0,0,0,0,0,0,0.128501293755277,0,0,0,-0.0209148435003979,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678018379740034,0.156272536264309,0,0,0,0,0,0,0,0,0,0.160528398887391,0.181643421344265,0,0,0.0178533639941149,0,0.105248270562405,0,0,0,0,0,0,0,0,0,0,0.161979206713664,0,0,0,-0.0233190961106019,0,0,0,0,0,0,0
X600022.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148194497613364,0,0,0,0,0,0,0,0,0,0,0.0648509148781454,0,0.207804141797043,0.245377821935272,0,0,0.0328599489514254,0,0,0,0,0,0,0.0165941484152641,0,0.0213541210625111,0,0,0.0394226148152894,0,0,0,0.0156585636203554,0,0,0,0,0,0
X600307.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614523535243696,0,0,0,0,0,0,0,0,0,0,0,0,0.0670280641490165,0.0862065436437135,0,0,0.147217953735608,0.0563099055703125,0,0,0,0,0.329285413710447,0,0,0.0778823782935983,0,0,0,0,0,8.25458567826092e-05,0,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764558544767399,0,0,0,0,0,0,0,0,0,0,0,0,0.0345940325140872,0,0,0,0,0.158549152033485,0,0,0,0,0,0,0,0,0,-0.0176209742174477,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0.138168238063816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501158920996712,0,0,0.0118502175767448,0,0.114481782378999,0,0,0.0528353919351549,0.0414389865164789,0,0,0,0,0.218582935116152,0.0380671676533873,0,0,0,0,0,0,0,-0.0570811306779181,0.109473154919694,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273678527353216,0,0,0,0,0,0,0,0,0,0,0.0662942767868298,0,0,0,0,0,0.0490992188170117,0,0.464964565138409,0,0,0,0.211497214014429,0,0,0,0,0,0.032263771814874,0,0,-0.0190491584161527,0,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182379567859372,0,0,0.150620227142639,0,0,0,0,0.0716475497521568,0,0,0,0,0,0,0.092154024704682,0.153738167802612,0.150661682776978,0,0.12330497036644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565429598238918,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0.139663239334843,0,0,0,0,0,0,0,0.0243746774463667,0.044714222846011,0,0,0,0,0,0,0,0,0,0,0,0,0.0795346746887286,0.165696972887568,0,0.0153839477992383,0.0599466047100747,0.123005001673489,0,0,0,0,0.11767560814423,0,0,0,0,0,0,0,0,-0.00217483796281685,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,-0.135432847810389,0,0,0,0,0,0,0,0,0,-0.029496960936185,0.283609681017017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245882115465007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109774162952078,0,0,0,0,0.183090912127359,-0.461907919144146,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600776671461028,0,-0.000558807329324914,0.0700102724774627,0,0,0,0,0,0,0,0,0,0.152400819204996,0,0,-0.0661737807931015,0,-0.0756177288766634,0,-0.0458596383975366,0,0,0,0,0,0,0,0,0,0.0298217886216883,-0.0257400653354447,0.0991429823993846,0,-0.0110857229904636,-0.0248627524270808,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0657756413593018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339713892378069,0,0,0,0,0,0,0,0,0,0,0,0.46973377296938,0,0,1.72444073296391,-2.77555756156289e-17,-0.170164223770983,0,6.80096890958007,0,0
