,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600111.SH,X600010.SH,X002460.SZ,X600027.SH,X601699.SH,X600160.SH,X000301.SZ,X002466.SZ,X600489.SH,X600426.SH,X000983.SZ,X600803.SH,X601991.SH,X000786.SZ,X000877.SZ,X600985.SH,X000933.SZ,X000807.SZ,X600176.SH,X000630.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X000883.SZ,X002271.SZ,X600348.SH,X000027.SZ,X000932.SZ,X601666.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.11266000614661,0.0862129450633805,0,0,0,0,0.139317336264441,0,0.119404922981676,0,0,0,0,0,0,0,0,0,-0.0466358119645421,0,0,0,0,0,0,0,0,0,0,-0.0664232633551656,0,0,0,0,-0.0457228445120265,0,0,0,0,0,0,0,0,-0.0429989121706448,0,0,0,0,0.112617592961338,0,0,0.0221743599317282,0,0,0,0,0,0
X601088.SH,0.186500796286224,0,0,0,0.0367484226185188,0.222378342816994,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158761926100809,0,0,0,0,0,0,0,0.135073488960997,0,0,0,0,0.0444334414854552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00637507198216821,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.112743649906976,0.0956464804200841,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163195404614117,0.0162118576766642,0,0,0,0,0.0335010916237631,0,0,0,0,-0.0943557965233304,0,0,0,0.110198356991071,0,0,0,0.0225081289237585,0,0,0,0,0,-0.0514999382507976,0,0,0,0,0,0,0.00941928785799895,0.0247240291654751,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245775503053869,0,-0.00821915500669531,0,0.0517475816723676,0.103691310726873,0,0,0,0,0,0.153047150193277,0,0,0,0,0.147330258202548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220639212039414,0,0,0,0,0,0
X600188.SH,0.0564876154663573,0,0,0,0,0.178557217276763,0,0,0.0429612279954226,0,0,0,0,0,0,0,0,0,0,0,0,0.23285491742867,0,0,0,0,0,0,0,0,-0.123023745288024,0,0,0.0202373427537098,0,0,0,0.0652827263108588,0,0,0,0,0,0,-0.0487312765171582,0.178495383343268,0,0,0,0,0,-0.010186774331743,-0.00726471725979458,0,0,0,0,0,0
X601898.SH,0,0.182306494749908,0,0,0.156781845180693,0,0,0.154199113398896,0,0,0,0,0,0,0,0,0,-0.0189089467184937,0,0,0.119672938086602,0.118428232843921,0,0,0,0,0,0,0,0,0,0,0.382085677963584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118561772656711,-0.0977857005783327,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0396667222225542,0,0,0,-1.73472347597681e-18,0,0,0,0.0409580298392595,0,0,0,0.0541899690366331,0,0,0,0,0,0,0,0.0318499897221824,0,0,0,0,0,0,0,0,0,0.0818284967069572,0,0,-0.0569358278595981,0,0,0,0,0,0.0457800025231183,0,0,-0.0541228667097701,0,0.00921866288656686,0,0,0,0,0,0
X600011.SH,0.0365782409270967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428807501115653,0,0.0837160509989211,0,0,-0.0257203030501036,0.119519717721581,-0.0386610062147581,0,0,0,0,0,0,0,0.218815527014025,0,0,0,0,0,0,0,0,0.00887556199930463,0,0,0.00651527970889032,0,0,0,0,0,0,0,0,0,0,0.00525884375706282,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699883723016064,0,0,0,0,0,0,0,0.124675304986143,0,0,0,-0.0995116591207974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257893936573433,-0.0326232761648939,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240655306651173,0,0,0,0.216889481172648,0,0,0,0,0,0.0416296074036246,0,0,0,0,0.0642146281289612,0,0.0997956183082088,0.184124935342158,0.021569089682675,0,0,0.172117285749932,0.0232340231046887,0,0.078470417721138,0,0,0,0.0435265087615639,0,0,0,0,0,0,0,0.12051694432213,0,0,0,0,0
