,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X600688.SH,X601991.SH,X600188.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X600547.SH,X002466.SZ,X600516.SH,X601992.SH,X600111.SH,X600027.SH,X600176.SH,X600352.SH,X002460.SZ,X300072.SZ,X600299.SH,X002110.SZ,X000553.SZ,X000709.SZ,X000786.SZ,X600808.SH,X600801.SH,X000932.SZ,X600426.SH,X600583.SH,X000883.SZ,X000301.SZ,X600339.SH,X000629.SZ,X601158.SH,X600219.SH,X601699.SH,X000792.SZ,X002271.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.0339574594819098,0.0242139832270337,0,0,0,0,0,0.0425298061051486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107116299441653,0,0,0.0538245597941402,0,0,0,0.174142336833127,0,0,0,0,0,0.111024327260476,0,-0.0215987913294569,0.00138589039596349,0,0,0,0,0,0,0
X600028.SH,0.12608678966258,0,0.137917300024586,0,0,0,0,0,0,0.0474012920600791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028902132287307,0,0,0,-0.0370114830383971,0,0,0,0,0,0,0,0,0,0.0200166879547222,0,0,0,0,0,0.146109457434094,0,0,-0.000793724855450325,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186574702771695,0,0.354100988974475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087415280027346,0,0,0,0,-0.00143514313813221,-0.0166393245093404,0,0,0,0,0,0
X600585.SH,0,0,0.0400151834767817,0,0.114871409260346,0,0,0.00154697943183831,0,0,0,0,0,0,0,0,0,0,0,0.0681193159762057,0,0,0,0,0,0,0,0,0,0,0,0,0.296360415866989,0,0.267741480464317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047852323353614,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0908649954704205,0,0,0,0,0,0,0,0,0,0,0,0.159277849138661,0,0,0,0,0,0,0,0,0,0,0,0.127713370015695,0,0,0,0,0,0.282954385412359,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0752776365662765,0,0,0.00683288628571684,-8.67361737988404e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0159899758490914,0,0,0,0,0,0,0,0,0,0,0.216372150039482,0,0,0,0,0,0,0,0.0705044969231893,-0.213691316671093,0,0,0.262556626638823,0,0.0996460454489151,0,0.172090751612959,0,0,0,0,0,0,0,0,0.0834644564377301,-0.0568618416827263,0,0,0.0158061372570658,0.0220782401471032,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0510460647824482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273459874132979,0,0,0,0.761563014242409,0,0.0582681121698306,0,0,0,-0.0233236936314019,0,0,0,0,0,-0.0485176536752094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870834379620588,0.0263336384700609,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163934982489145,0,0,0.273178710672724,0.129107069633481,0,0,0,0,0,0,0.139669857640728,0,0,0.0265858691977185,0,0,0,0,0,0.0525264822528936,0,0,0,0,0,0,0,0.0955559117983873,0.163368247693581,0.03295093319612,0,-0.00214784918503051,-0.017388049925881,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.239034555877204,0,0,0.00505618957959803,0,0,0,0,0,0,0.114827184178152,0.0573938030313562,0,0,0.0802830056192434,0,0,0,0,0,0,0,0,0.0513361767535838,0,0,0,0,0,0,0,0,0,0,0.0776925010122292,0,0.0203301345794812,0,0,-0.0115943565648234,-0.0202591626420825,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0521320945656043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172502739533677,0,0,0,0.0473954199309028,0,0,0,0,0.058199327462161,0,0,0,0,0,0,0,0.136605174265168,0,0,0,0,0,0,0,0,0,0.0917407378802903,0,0,-0.00828601189348125,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0340182922022445,0,0,0,0,0.14892552816386,0,0,0,0,0,0,0,0.131105580171942,0,0,0.0555051505245894,0,0,0,0,0,0.0208678406917366,0,0,0.00902283899316664,0,0,0,0.39854136654553,0,0,0,0,0,0,0,0,0.00410108009811198,0,0,-0.00711219640799475,0,0,0,0,0,0,0
X600688.SH,0,0.121201758086582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179846462091059,0,0,0,0.0842137675082026,0,0,0,0,0,0,0,0,0.032384036233288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000517483070576672,-0.00162600449550748,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0533855875601396,0,0,0,0,0,0,0.079162613580705,0,0,0,0.0944294503096684,0,0.0760367217484614,0,0,0.0862401015513479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109175237519645,0,0,0,0,0.0909538953171101,0,0,0,0,-0.00713673825892019,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154452397151425,0,0,0,0.00905551105484172,0,0,0,0,0,0,0,0,0,0,0.470452967932828,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0666205346931881,0,0,0,0,0,0,0,0,0,0,0.10563625419742,0,0.0526004518096039,0,0,0,0,0,0.0286852954031677,0,0,0,0,0,0,0,0,0,0,0.0573271413237926,0,0,0,0,0.10574976714811,0,0,0,0,-0.00121809305269459,0,0,0,0,0,0
