,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X600426.SH,X000877.SZ,X600803.SH,X600489.SH,X601991.SH,X600160.SH,X002271.SZ,X600985.SH,X000786.SZ,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X000932.SZ,X600176.SH,X600348.SH,X600612.SH,X601168.SH,X300037.SZ,X600219.SH,X002128.SZ,X600688.SH,X600157.SH,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.447372665168894,0.283692581328529,0,0,0,0,0,0,0,0,0,0,-0.0783660405458533,0,0,0,0.0830828450972838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000140536656302625,-4.33680868994202e-19,-0.108586086810351,0,0,0.0719344782984438,0,0
X601088.SH,0,0,0.236495108144804,0,0.185816530719195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091861692718884,0,0,0,0,0,0,0,0,-0.0498868533149503,0,0,0,0,0.0601421693100819,0,0,0,0,0.0226104327083823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546416424426845,0.0109387522506067,0,0,0,0.0357130132195703,0,0
X600028.SH,0.526318222657353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318152412102773,0,0,0,0,0,0,0,0,0,0,0,0.00520961330203788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623464176391117,0,0,-0.00740728259659621,-4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.215131947478237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993670707439844,0,0,0,0.230178109422801,0,0,0,0,0,0.245971982467709,0,0,0,0,0,0,0,0,0,0,0,0.19826602115136,0,0,0,0,0,0,0,0.00869370978469594,-0.00678535144692455,-0.031279712242791,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.116037379026444,0.0973107620156122,0,0,0,0,0,0,0,0,0,0,0,0.243433541821454,0,0,0,0,0.0095016781401139,0,0.0165355349532462,0,0,0,0,0,0,0.088919174489,0,0,0,0,0,0.058014985082811,0,0.0985025430793417,0,0,0,0,0,0,0,0,0,0,-0.00415771771037538,0,0,0,0,0,0,0
X601898.SH,0.118063628319639,0.0496678014027757,0,0,0.44451971852751,0,0,0,0,0,0.0662413319442652,0,0,0,0,0,0,0,0.0115262805842546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00920394095021982,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0772078416497854,0.101305235739533,0,0,0,0,0.0807488561536878,0,0,0,0.060440486460497,0,0,0.0813108631267525,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097222248842788,0,0,0.195374579211271,0,0,0,0.223790618847138,0,0,0,0.142114581524606,0,0,0,0.0123171168141526,0,0,0,0,0,-0.00631361268335598,0.0724369053450823,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0750298499256992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401081153300054,0,0,0,0,0,0,0,-0.00297407659835569,0,0,0,-0.034383618717647,0,0,0.0276297783642549,0,0,0,0,0,0,0,0,0,0,0,0,0.000792678426618902,0,0,0,0.00896944485431385,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583206117057517,0,0,0,0,0,0,0,0,0.0708944800876038,0,0,0.202347123000975,0,-0.00850612156676616,0,0,0.250925550795535,0,0.0850774525239241,0,0,0,0.0321880727956457,0,0.0322812468444429,0,0,0,0,0,0,0,0,0,0,0,-0.00029693457421712,0.00755386153068574,0,0,0,0,0,0
X600660.SH,0,0,0.0864346182282838,0,-2.16840434497101e-19,0,0.117585649541481,0,0,0,0.0524444998477132,0,0,0,-0.0448555333442594,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043692174867129,0,0,0,0,0,0,0,0,0,0,0,0,0.0677923160165915,0,0,0,0,0,0,0,0,0,0,0.0132045286678472,0,0,0,0.10051691502042,0,0
