,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X000709.SZ,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X601158.SH,X002075.SZ,X601992.SH,X600309.SH,X000539.SZ,X000027.SZ,X000898.SZ,X600352.SH,X600021.SH,X000883.SZ,X002353.SZ,X601918.SH,X002470.SZ,X000629.SZ,X000792.SZ,X600808.SH,X600307.SH,X600863.SH,X000878.SZ,X600660.SH,X600098.SH,X600489.SH,X000060.SZ,X600578.SH,X000825.SZ,X600547.SH,X600008.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.650946964111586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137879401366099,0,0,0,0,0,0,0,0,0,0,0.0441998634118924,0,0,0,0,0,0,0.0290039541039814,-0.0051275753555937,0,0,0,0,0,0
X600028.SH,0.385355842835436,0,0.00611825381546626,0,0,0,0.236617174638744,0,0,0,0,0,0,0,0,0,0,0,0,0.0627804562504667,0,0,0,0,0,0.0649353565616389,0,0,0.0602780470339806,0,0,0.00141683091275975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145091695843711,0,0,0,0,0,0,0
X601088.SH,0,0.185016204354026,0,0,0.191086711988413,0,0,0.139284456140441,0,0,0,0.167189761294321,0,0,0,0,0.0530176670721767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301275635452662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00618001511654228,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0838448363576702,0,0,0,0,0,0.303080147105334,0,0.0913474515667522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306202505706934,0,0,0,0,0,0,-0.00271886069707765,0,0,0,0,0,0
X600010.SH,0,0,0.061611156502966,0,0,0,0.145312316806642,0,0,0,0,0,0,0,0,0,0.0679881389440977,0.0311488616511045,0.225635137710655,0,0.0343098354239904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486129113409473,0,0,0,0,0,0,0.117160359934779,0,0,0,0,0,0,0,-0.026581770428179,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.0397256383028364,0,0.167920846719666,0,0,0,0,0,0,0.353814674421809,0,0,0.299117670429007,0.131866809547899,0,0,0,0,0,0,0,0,-0.0174440339822363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213546403603245,0,0,0,0,0,-0.00339560194947542,0,0,0,0,0,0,0
X600019.SH,0,0.0343441371632111,-1.73472347597681e-18,0.160638968830162,0,-4.33680868994202e-19,0,0,0.0283105898508986,0,0,0,0.0155960205026526,0,0,0,0.0173234089753186,0,0,0.0140269782043849,0,0,0,0,0,0,0.471837477786051,0,0.095336334963355,0,0,0.0146608267269145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.152431449577391,0,0.115460382156512,0,0,0.0623594210600065,0,0,0,0,0,0,0,0,0,0.010730412461722,0,0.224145316507364,0,0,0,0,0.0782839680549257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143426880548436,0,0,0,0,0,0,0,0,0,0,-0.0180379920244067,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.132604602203336,0,0,0,0.163881677316916,0,0,0,0,0,0,0,0,0,0.0534250003530375,0,0,0.0921637051841013,0,0,-6.93889390390723e-18,0,0,0.0483113342433209,0,0,0.0411110736684367,0,0,0,0,0,0.0956318397569621,0,0,0,0,0,0.102494729533399,0,0.070989876181434,0.00522619121847596,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.183190553324348,0,0,0,0,0,0,0.0683800113634832,0.0738474425481431,0,0,0,0.068881869295196,0.0999567025365134,0,0,0,0.0833291372410105,0,0,0.0182930841375412,0,0,0,0,0,0,0,0,0,0.0290133602722136,0,0.117838937794098,0,0,0,0,0.0114082002314085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0733668476014224,0,0,0,0,0,0.0348737706337184,0,0.0205874505065982,0.307220030391067,0,0,0,0,0,0,0,0,0.0637897684721159,0.0245942479464389,0,0,0,-0.0759450754855188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136194833460336,0,-0.0441280622880242,0,0,0,0,0,0,0
