,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600188.SH,X000301.SZ,X600010.SH,X600660.SH,X601600.SH,X600011.SH,X002271.SZ,X601898.SH,X000708.SZ,X600362.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X002080.SZ,X002326.SZ,X300037.SZ,X601991.SH,X600219.SH,X600795.SH,X000786.SZ,X600803.SH,X600141.SH,X600096.SH,X002353.SZ,X600688.SH,X000825.SZ,X000723.SZ,X000630.SZ,X002407.SZ,X000959.SZ,X600027.SH,X000898.SZ,X600399.SH,X000983.SZ,X000807.SZ,X600352.SH,X600489.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00246125264314138,0,0,0,0,0,0,0,0,0.0140424055778868,0,0.0352950658894601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445881155213055,0.0855410336771657,0,0.0396642361678792,0.0066318293639614,0,0,0,0,0,0,0,0,0,0,0.184000004429703,0,0,-0.0112583786333538,0,0,0,-0.0483672942500573,0,0
X600028.SH,0.398304495034811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601575400070391,0,0.0290686947131981,0,0,0,0,0,0,0,0,0.0140954076135674,0,0,0,0,0,0.0406529927417134,0.0144411808905081,0.00567934587549717,0,0,0,0,0,0.0548102004520435,0.128671468578615,0,0.0164316081780066,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0386160723911671,0,0,0,0.129252382576596,0,0.0107720859602197,0,0,0,0,0.216367743268903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669030689667622,0,0,0,0.00966669508419222,0,0,0,-0.0574118740275435,0,0,0,0,0.199603744784689,0,0,0,0,0,0.0231726306063296,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,4.33680868994202e-19,-0.0506552903115594,0,0,0,0,0,0,0,-0.0191419534000641,0,0,0,0,0.314094479240136,0,0.0182967580361864,0,0.0294092924846866,0,0,0,0.0179040443558877,0,0,0,0,0,0,0,-0.039975613120918,0,0,0,0,-0.0323170138159301,-0.0161749200020265,0,0,0,0,0,-0.00520136444038584,0,0,0,0,0.016452893315755,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.502206783163722,0,0,0,0,0,0,0.0140758241095798,0,0,0,0,0,0,0,0,-0.047677940592473,0,0,0,0,0,0,0,0,-0.0148708786088701,0,0,0,0,0,0.332060614114302,0,0,0.0458714487889965,0.185815254055493,-0.021146206922673,0,0,0,0,0,0,-0.0381241870685922,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.167080172494978,0,0,0,0,0,0.00793866314529359,0,0,0,0,0,0,0,0,0,0,0.118384451208129,0,0,0.0743264578977523,0,0.0666905722835003,0,0,0,0,0.225688881411952,0,0,0,0,0,0,0.0211338129517324,0,0,0.0649894956299951,0,0,-0.0276824574703418,0.0377618215494595,0,0,0,0,0,0.0374553490196595,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638591566923025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596319230741654,0,0.0738728903190029,0,0,0,0,0,0,0.0062122097895349,0,0,0,-0.0285347064307562,0,0
X000792.SZ,0,0,0,0,0.091184646192578,0,0,0,0,0,0,0.0228439005893153,0,0,0,0,0,-0.0124302592029009,0,0,0,0,0,0,0.240097117162756,0,0,0,0,0,0,0,0,0,0,0,0,-0.0877856067981448,-0.250917458120629,0,0,0,0,0,0,0.0930914313863834,0,0,0,0,0,0,0.115923481589,0,0,0,-0.11905860207338,0,0
X600111.SH,0,0,0,0,0.0789350095408863,0,0,0,0,0.118620145642219,0,0,0.342392829278132,0,0,0,0,0,0,0,0,0,0,0,0.190318997979359,0,0.034122843136311,0.075462030604297,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.177410967388905,0,0,-0.102605959544517,0,0,0,0,0.0106742336301733,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.481608725906472,0,0,0,0.105789711234979,0,0,0.0665035885350137,0.0842971095300316,0,0,0.0104074105048692,0,0,0,0,0,0,0,0,0.148406138507905,0,0,0,0,0.0131876116144039,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370344273341028,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0293045336740659,0,0,0,0,0,0,0,0,0.430481667129929,0,0,0,0,0,0,0,0,0.0270893242368826,0,0,0,0,0,0,0,0,0,0,0.321629041989594,0,0.267800169119419,0.0460259215240588,0,0,0,0,0.128927888707908,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0655858951096537,0,0,0,0,0,0,-0.162500100284628,0,0,0.00312605319883918,0,0,0,0,0,0,0,0,0,0,0.0534790503976834,0.12517477944315,0,0,0,0,0.0167415523255078,0.105762677296652,0.301011148224921,0,0.0853721692381716,0,0,0.151944263234523,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519108415934239,0,0,0,0,0,0
