,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X000983.SZ,X600803.SH,X600176.SH,X600362.SH,X000408.SZ,X601699.SH,X000723.SZ,X600096.SH,X600995.SH,X000786.SZ,X000629.SZ,X600348.SH,X600141.SH,X000933.SZ,X600219.SH,X600160.SH,X600985.SH,X002080.SZ,X600157.SH,X300073.SZ,X002353.SZ,X600378.SH,X600801.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.122361374065332,0,0,0,0,0,0,0,0,0,0,0.0254919332053682,0,0,0,0,0,0,0,0,0,0,0.215076882439464,0,0,0,0,-0.00562962597101044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270468006676517,0,0,0,0,0,0
X601088.SH,0,0,0,0.172281496999626,0.415918670786506,0.151311063642247,0,0,0,0,0.0414693352958643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618289014605082,0,0,0,0,0,0,0,-0.0407144511678098,0,-0.131446472631977,0,0,0.0190408345713572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0299315127941363,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.087501082612244,0,0,0,0,0,0.0509567122329584,0.0241209167077068,0.047404088927573,0,0,0.000386817164572955,0,0,-0.009420056031523,0,0.0143154207908019,-0.0159018165380455,0,0,0,0,0,0,0,0,0,0,0.00888808435433584,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0097578799406089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517001537372752,0,0,0.0370016260413777,0,0,0,0,0,0,0.178499990337031,-0.0492376196273041,0,0,0,0,0.0715469219252574,0.121250002518462,0,0,0,0,0,0,0,0,-0.0263944419996562,0,0,0,0,0.0294654843776371,0,0
X600188.SH,0,0.0712123152174799,0,0,0,0,0,0,0,0.558532543367201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696075919578712,0.0788710941615411,0,0,0,0,0,0,0,0,0,0.0372122330432691,0,0.135981865121187,0,0,0,0,0,0,0,0,0,0,0,-0.0251486947167496,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.682880954317287,0,0,0,0,0,0.0235802559918632,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220184954745589,0,0,0,0,0.31388794301649,0,0,0,0,0,-0.186570976236406,0,0.168819828433849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213211158987634,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.362426451019509,0,-0.139971423760384,0,0,0,0,0.122753433075499,0,0,0,0,0,0.0687533762227726,0,0,0,0,0,0,0,0,-0.17172024523216,0,0,0,0.0467673336997619,0,0,0,0,0.0668252005693726,0.0500821934932287,0.128445886314872,0.0956982528250318,0,0,0,0,0,0,0,0,0,0,0,0.0409164563320172,-0.0818825857490149,0,0,0,0,0,0
X600585.SH,0,0,0,0.0120554789998995,1.73472347597681e-18,0,0,0,0,0,0.114419228959746,0,-0.0237508020288007,0,0,0,0,0,0,0,0,0.0233524415773456,0,0,0,0,0,0,0,0,0,0,0,0.0683232144482314,-0.0355878407168536,0.136805889678647,1.73472347597681e-18,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0671528952788197,0,0.369063336470579,0,0,0,0.035425653202448,0,0,0,0,0,0
X000792.SZ,0,0,0,0,-0.0245410290286268,0.0640098188311834,0.228795995359169,0,0,0,0.158480665892353,0,0,0,0,0,0.135478629811345,0,0,0,0.0807515657650731,0,0,0,0,0,0,0,0,0,0.203800081517463,0,0,0,0,0.0437697554259009,-0.0260614556872938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908558966553881,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.013292653842606,0,0,0,0,0,0.0483850504595114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336361767143109,0,0,0,0,0,0,0.112310785956296,0,0,0,0,0,0,0.000409492794480805,0,0,0,0,0,0.186690382418836,0,0,0,0,0,-0.0142401145444977,0,0,0,0,0,0
