,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X002460.SZ,X601992.SH,X600688.SH,X600188.SH,X600362.SH,X600111.SH,X600795.SH,X600516.SH,X601991.SH,X600547.SH,X600660.SH,X300072.SZ,X000898.SZ,X600886.SH,X000709.SZ,X600157.SH,X600027.SH,X000408.SZ,X600339.SH,X600808.SH,X000792.SZ,X600489.SH,X600549.SH,X000959.SZ,X000723.SZ,X600219.SH,X000983.SZ,X000807.SZ,X002092.SZ,X600352.SH,X601699.SH,X601158.SH,X000630.SZ,X000883.SZ,X000553.SZ,X600008.SH,X600299.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0992454942567692,0,0,0,0,0.00225305430358781,0.0346437624634346,0,0,0,-0.00826146742304753,0,0,0,0,0.0478671055693136,0,-0.0211350972904055,0,0,0.0301858521003549,0,0,0,0,-0.00782378680368189,0,0.0126365906761176,0,-0.00718117063213069,0,0,0,0,0,0,0,0.0074198095420693,0,0,0,0,0,0,0,-0.003106126437328,0,0,0,-0.0124817642754166,0.0151644613808413,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0999935641044895,0,0.044857381469974,0,0,0,0,0,0,0,0,0,0,0,0,0.0117421583862714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140904026334737,0,0,0,0.0656328347930824,6.7762635780344e-21,0,0,0,-0.031104750228565,0,-0.00802449632658753,0,0,0.000231471700569453,0.00519185394956884,0,0,0,0,0,0
X601088.SH,0,0,0,0.000258497917866551,0,0,0,0,0,0,0,-0.000112367400817498,0,0,0,0,0,0.24326282319113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26531283256931e-06,-7.25903446968481e-05,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0424001422799557,0,0,0,-0.0051460850510127,0,0,0,0,0,0,0,0,0,0,0,0,0.286888941925942,0,0,0,0,0,0,0.19664005921738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202404373834764,0.00763243561995022,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182007049160261,0,0,0.1131112536929,0,0,0,0.0636414390314009,0,0.0123715352089622,0,0,0,0,0,0,0,0,0,0,-0.0112961278958244,0,0,0,0,0,0,0
X600585.SH,0,0.243090279062811,-0.0413235772187828,0,0,0,0,0,0.0338550199997458,0,0,0.0618581884633111,0,0,0,0,0,0,-0.074616397724099,0,0,0,0,0,0,0,0,0,0,0,-0.0863124252984679,-0.0670873653117836,0,0,0,0,0,0,0.10740508752262,-0.0228592365252388,0,0.0677598701279943,0,0,0,0.107848209977404,0,0,0,-1.38777878078145e-17,-0.0113945020832008,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057368634671455,0,0,0,0,0,0,0.251901010474956,0,0,0.169533087294289,0,0,0,0.145237913896569,0.0296609169235348,0,0,0,0,0,0,0,0,0,0,0,-0.0190268381815825,-0.0142318122760093,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159510212239478,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285613697980874,0,0.126521324142831,0,0,0,0,0,0.0486422889584398,0,0.105231633159949,0,0,0,0,0,0,0,0,-0.0207235750197912,0.0349704078828575,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0181196512244375,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,-0.0429426036405383,0,0,0,-0.0290450592427196,0,0,0,0,0,0,0,-0.0351103278020484,0,0,0,0,0,0,0,0,0.135431355297254,0.106810109533597,0,0,0,0,0.0464764047622062,0,0,0,0,0.0144840065175428,0.0078186700229857,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0744219226277164,0,0,0,0,0,0,0,0,0.0158198012146757,0,0,0,0,0,0,0,0.282032474107755,0,0,0,0,0,0,0.0536153006097699,0,0,0.0519950761310129,0,0,0,0.164488159784771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386183671244327,0,0,0,0,0,0
