,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X002460.SZ,X000786.SZ,X000709.SZ,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X600808.SH,X000401.SZ,X000553.SZ,X600985.SH,X002353.SZ,X000630.SZ,X601699.SH,X000027.SZ,X600583.SH,X600426.SH,X000825.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0129845080685253,0,0,0,0,0,0,0,0,0,0,0,0.00958609908622341,0,0,0,0.0101995321463204,0,0,0,0,0,0,0,0.0212732462040942,0,0,0,0.0331418226466073,0.0475920265079014,0,0,0,0,0,0,0.0671703975979956,0,0,0,0,0.0255355505153304,0,0,0,0,-0.00559427208857876,0,0,0,0,0.000690969698271269,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014904184672651,0,0.0406217017404145,0.0127646197471091,0.015754732525618,0,0,0,0,0,0,0.0350287290184471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456586922005692,0,0,0,0,0.0391364702940787,0,0,0,-0.021953205174323,0,0,0,0,-0.0110295571195091,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543466091237978,0,0,0,0.0489536132716794,0.0658611259704337,0.070284071443193,0,0,0,0,0,0,0.0216718753812518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755811273512999,0,0,0,0,0,0,0,0,0,0,0,0.0153586756115512,0,0
X600585.SH,0,0,0,0,0,0.0393122792101932,0,0,0,0,0,0,0,0,0,0,0,0.0435992787022648,0,0.359654243184599,0,0.0443048808295491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258341954325781,0,0,0,0,0,0,0,0,0,-0.0186595988787475,0,0,0,0,0.0310951304660696,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0226205784175318,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.174923663265481,0,0.0761508315826043,0,0,0,0,-0.0144178929266454,0,0,0,0,0,0,0.031729952926,0,0,0,0,0,0,0,0.0695329244566371,0,0,0,0,0,0,0,0,0,0,-0.00981345076768702,0,0,0,0.00558759895687078,0,0
X600309.SH,0,0,0,0.00535859670807085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238983546080635,0,0,0.0433687384750761,0,0,0,0,0,0.0773705610370536,0.237749269913256,0,0,0,0,0,0,0,0,0,0,0.084830056261571,0,0.0893237330186856,0,0,0,0,0,0,0,0,0.0206746473018056,0,0,0,0,0,0,0.0364559571837354,0,0
X600011.SH,0,0,0,0,0,0.0676107748244624,0,0,0,0,0,0,0,0,0,0,0,0.0573920596669701,0,0,0,0.0433879703566297,0,0,0,-0.110357073879554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733579473066515,0,0,0,0,0,0,0,0,0,0.00706563424851018,-0.0879399608763683,0,0,0,-0.00248114145366497,0,0
X600547.SH,0,0,0,0,0,0,0.0221617257313136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397295823714923,0,0,0,0,0.94503987454504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451701634948818,0,0,0,0,0,0,0,0,0,0,-0.0509523521248796,0.0959254470324373,0.0640602638475471,0,0,-0.0253043622741685,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.197121159141504,0,0,0,0,0,0.149901947589814,0,0.0157141554687245,0,0.131217752433946,0.11009635514842,0.00342411528770352,0,0,0,0,0,0,0.0341049722242939,0,0,0,0,0.0261157494457805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330306517639673,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.117944267594568,0,0,0,0,0,0.0160788023308827,0,0,0,0,0,0,0.0475615161891636,0,0,0,0,0.0240444349153667,0,0,0,0,0,0.105153594364722,0,0.0189873625169286,0,0,0,0,0,0.273592158122569,0,0,0,8.67361737988404e-19,-0.011397955065851,0,0,0,0,0,0
