,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X002466.SZ,X601992.SH,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X002460.SZ,X600111.SH,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600352.SH,X000792.SZ,X000553.SZ,X002271.SZ,X600027.SH,X601699.SH,X000408.SZ,X600219.SH,X600489.SH,X600339.SH,X000983.SZ,X600808.SH,X000959.SZ,X002092.SZ,X601158.SH,X000883.SZ,X002110.SZ,X000630.SZ,X000825.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.574143675700496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000710166877883552,-0.0226905735440826,0,0,0,0,0.0203619656798913,0,0.00275420277361714,0,0,0.04710761226767,0,0,0.0933537051666225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117246239867027,0.000844108424746292,0,0,0,0,0,0
X600028.SH,0.445350263181803,0,0,0,0,0,0,0.00292922886230259,0,0,0.102450989785368,0,0,0,0,0,0,0,0,0,0,0,-0.0802655799787241,0,0,-3.46944695195361e-18,0,0,-0.0483554812118184,0.0354613498320249,-0.0352650552586867,0,0,0,0,0,0,0,0,-0.0794065961337213,0,0,0,0,0,0,0,0,0,-0.0104677216916616,0.0251610341010161,0,0,0,0,0,0
X601088.SH,0,0,0,0.127078876556357,0.196903536869812,0,0,0,0,0,0,0,0,0,0,-0.0185219956747525,0,0.0397172919441981,0,0,0,0,0,0,0,0.0927224323633062,0,0,0,-0.0838186574055979,0,0,0,0.161204589850685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187772934787731,0,0,0,0,0,0
X600019.SH,0,0,0.0951979217296209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334406687383641,0,0,0,0,0.0174585773422114,0,0.20058325057196,0.0209509743891479,0,0,0,0,0,0.0436631975030203,0,0,0,0,0,0,0,0.224478621734097,0,0,0,0,0,0,0,0,0,0.0147583313385883,0.020080270594044,0.200737094500674,0,0,0,0,0
X600585.SH,0,0,0.370585878928841,0,0,0,0,0,0,0,0,0,0.0537836269175653,-0.0269768192105111,0.254270820158082,0,0,0,0,0,0,0,0.0175494674373258,0,0,0.0428281501018712,0,0,0,-0.216097155599663,0,0,0,0,0,0,0,0,0,0.207203236983074,0,0,0,0,0,0,0,0,0,-0.0071873185292505,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0620215072232041,0,0,0,0,0,0,0,0,0,0,0,0,0.200599703965614,0.0154693529318671,0,0,-4.33680868994202e-19,0,0,0,0,0.0345163700452438,0,0,0,0,0,0,0,0,0.061043971776367,0,0.0904430606124403,0,0,0,0,0,0,0,-0.00899366510303553,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811764068658052,0,0,0,0,0,0,0,-0.0743230092662834,-0.0158699043442888,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0442744728007378,0,0,0,0,0,0.000836991664328816,0,0,0,0.090397729730539,0,0.0811579444448678,0,0,0,0,-0.043734414172648,0,-0.033917540892097,0,0,0,0,0,0,-0.002471451090718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302160199800746,0,0,-0.00453093017155535,-0.00946070447549751,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584285264130241,0,0,0,0,0,0.136411759176708,0,0.0569852895792581,0,0,0,0,0,0.0156029830740918,0,0,0,0,0.245838311670937,0.0838109168779966,0,0,0,0,0.254017955445541,0,0,0,0,0,0,0,0,0,0.00929603676672729,-0.0242576383322211,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.00370551567697162,0,0,0,0.18521806909657,0,0,0,0,0,0,0.0226011444177148,0,0.0271303688058853,0,0,0,0,-0.0137504911391538,0,0,0,0,0,0,0.0168168261002947,0.0292777222843955,0,0,0.0610710637339345,0,0,0,0,0.077543055815283,-3.46944695195361e-18,0,0,0,0,0,0,0.0806529828319326,0,0,0,0,0,0,0,0,0,0
