,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600426.SH,X600362.SH,X000877.SZ,X600795.SH,X600176.SH,X600027.SH,X600489.SH,X000983.SZ,X601699.SH,X000807.SZ,X600803.SH,X000786.SZ,X601991.SH,X600160.SH,X000630.SZ,X000932.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X002080.SZ,X300037.SZ,X600688.SH,X600612.SH,X000539.SZ,X600096.SH,X002409.SZ,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.869647404549415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378160235799664,0,0,0,0,0,0,0,0.14523091804031,0,0,0,0,-0.0124840710047161,-0.0654036049226113,0.0774305667844539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701533836669463,0,0.0748061320312141,0,0,0,0,0,0,0,0,0
X600028.SH,0.49640583008344,0,0,0,0,0,0,0,0,0,0.172555734183449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00509198649747469,0,0,0,0,0.0278720948163153,0,0,0,0,0.0877372795629279,0,0,0,0,0.000678510213328585,0,0,0,-0.0765391918639493,-0.067425696973113,0,0,0,0,-0.00740990165686278,0.053309931158919,0,0,0,0,0,0
X601088.SH,0.00894337537408245,0.214609419595509,0,0,0.0966268741108505,0,0,0,0,0.0169703414233712,0,0,0,0,0,0,0.0706994097904673,0,0,0.035580246489045,0,0,0,0,0,0,0,0,0.109003156781975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123182857862785,0,-0.00380200115797346,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0553169171831344,0,0,0,0,0,0.00430034938082561,0,0.135717563353161,0.00748915653129817,0,0,0,0.0496540421975618,0,0.118712024806474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429877089153563,0.0461734003312578,0,0,-0.0111809938413757,0,0,0,0,0,0,0.0410257585171812,0,0,0,0,-0.00864262030017619,0,0,0,0,0,0
X600188.SH,0.00662823998780984,0,0.674752711607591,0,0,0,0,0,0,0.0584642966970535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219940854662097,0,0,0,0,-0.0198065509654654,0,0,0,0,0,0,0,0,0,-0.227322029075751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.114479168852696,0,0.0610774734874173,0.053645648823345,0,0,0,0,0,0,0,0,0.0164787875922023,0.148168389947516,0,0,0,0,0,0,0,0.000583850092925803,0,0,0.0803601483716977,0,0,0,0,0.0369341091860535,0,0,0,0,0,0,0,0,0,0,-0.0876056507307904,0,0,0,-0.0661662658682717,0.0943118056001733,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.156537408510415,0,-0.0670049990084042,0,0,0,0,0,0,0,0,0,0,0,0,0.0514986744688828,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0217939987389529,0,0,0,0,0.0565333396173278,0,0,0,0.306191702876524,0,0,-0.127111236114513,0,0,0,0,0,0,0,0.00673438401613847,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551007354865755,0,0,0,0,0,0.540104189060628,0,-0.113305192482228,0,-0.282880925201695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583507932001007,0,0.0106019916269099,0,0,0,0,0.107356190303649,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.11900976580997,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0581517371184637,0,0,0,0,0,-0.0476062603905695,0,0,0.665240461530253,0,0,0,0,0,0,-0.0262108746555622,0,0,0,0,0,0,0,0,0,0.0367017945181677,0,0,0,0,0,0,0,0.00697966899857619,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0232058140899211,0,0,0,0,0,0,0,0,0,0,0,0.173310063748495,0,0,0,0.0325126004773432,0.0294336749038116,0,0,0,0,0,0,0,0,0.383903298051445,0,0.0621837113666007,0,0,0,0,0,0.0380013054776681,0,0,0,0,0,0,0,0,0,0,0.0421964356506148,0,-0.0033887291933299,0,0,0,0,0,0,0
X601898.SH,0.184517447018162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04815418766668,0,0,0,0,0,0,0,0.107323787333109,0.177230581662997,0,0.0856290334668004,0,0,0,0.0405641684008166,0,0,0.0394335621792552,0,0,0.0612719231563776,0,0,0,0,0,0.00689190072909228,0.0242489013771493,0.0651708247798466,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0318390908231949,0,0.0111380263218038,0,0,0,0,0.0641658208493532,0,0,0,0,0,0,0,0,-0.0555746948286489,0,0,0,0,0,0,0,0,0,0,0,0,0.149238583224628,0,0,0,0,0,0.0304216763529768,0,0.081575368228907,-0.0366154406591985,0,0,0,0,-0.0610465680601718,-0.0229502065798773,0.0134049512435074,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363762453840421,0.0578730469897219,0,0,0.102937124288909,0.0897318906656077,0.043607105862987,0,0,0,0,0,0,0.0397839823419063,0,0,0.0330879843053011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371507304321218,-0.000779442175038877,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0582236376289504,0,0,0,0,0.757341406935221,0,0,0,0,0,0,0,0,0,0,0,-0.00563827009195763,0,0,0,0,0,-0.0260348264265159,0,0,0,0,0,0,0.0983529964333828,0,0,0.114287699650397,0,0,0,0,0.00188980444353345,0,0,0,-0.0437840120189689,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707835959524722,0,0,0,0,0,0,0.0921809396832426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102557807202538,0,0,0,0,0,0,0,0.029231885877134,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.195356336364871,0,0,0,0,0,-0.0740172958693197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31903021977573,0,0.100289136685556,0.0178055211987788,0,0,0,0,0,-0.088701981205187,0,-0.0627667835862473,0,0,0,0,-0.0224143013857861,0,0,0,0,0.00427495135515108,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.215482902061832,0,0,0,0.0734071844991048,0,0,0,0,0,0,-0.0653378797499912,0.0264536091642016,0,0,0.0240613035691844,0,0.0446412999633448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489697845241239,0,0,0,0,0.0416058466822549,0,0,0,0,0,0.0757009282216649,-0.0547682971104219,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720023485263358,0,0.212225243311171,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0562335693869573,0,0,0,0,0,0,-0.0110781872675393,0.00828925759845972,0.035466623163141,0,-0.00886800685629704,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.00161662430101514,0,0.171841973258481,0.00522913896975326,0,0,0,0.0671233431244542,0.150042347554767,0,0,0,0,0.117621241734212,0.0210357393547499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511037355982001,0,0,0,0,0,0,0,0,0,0,0,0,0.105752764578106,0,-0.0169644273281104,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.210126056644652,0,0,0,0.0526487925062168,0,0,0,0.122453503449023,0,0,0,0,0,0,0.0631294041682588,0,0,0,0,0.143036616839631,0,0,0,0,0,0,0,0,0,0,0.0289142204660422,0,0,0,0,0,0,0,0,0.0313284957004925,0,0,0,0,0,0,0.011671569973421,0,0,0,0,0,0
X002271.SZ,0.0792760823038435,0,0,0,0,0,0.368495494235515,0,0,0,0.00962109592236122,0,0,0,0.157872947710527,0,-0.155467827681699,0,0,0.173734144554866,0,0,0,0,0,0,0,0,0,0,0,0.0134450244351191,0.350342527330027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953184468928006,0.106076275368141,0,0,0.0788774743171319,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.312638741819753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101937771508539,0,0,0,0,0.0113567423149108,0.0564395088478663,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288821110949882,0.18194231573692,0.0421547695606704,0,0,0,0.0468095522506719,0,0,0,0,0,0,0.0556993284571972,0.00804834715255947,0,0,0,0,0
X600362.SH,0,0.0370178292136176,0,0,0,0.0611672667016481,0,0,0,0.143944960066596,0,0,0,0,0,0,0.0941309541207736,0,0,0,0,0,0,0,0,0,0,0.00629303967721358,0,0,0.0018493829602011,0.0569835573226124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136881956165162,0,-0.010477072388131,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.0403503990943128,0,0,-0.0124378407543757,0.129370259093119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124834325668451,0,0,0.173656844491644,0,3.46944695195361e-18,0.0452387162634117,0,0.0792147370538799,0,0,0.106589092373383,0,0,0,0,0,0,0,-0.103341460642626,0,0,-0.0535377840124515,0,0.0392026140697904,0,0,0.0388234045328845,0,0,0,0,0,0
