,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X600309.SH,X601991.SH,X300072.SZ,X600188.SH,X601992.SH,X600027.SH,X600157.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X000709.SZ,X600489.SH,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600352.SH,X000408.SZ,X600219.SH,X000883.SZ,X000983.SZ,X600098.SH,X000825.SZ,X000539.SZ,X002092.SZ,X601699.SH,X600021.SH,X000027.SZ,X000723.SZ,X600623.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.33980970193659,0,0,0,0,0,0,0,0,0,0,0,-0.00442639237512117,0,0,0,0,0,0,0,0.00586666243498287,0,0.0486132769893277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644027745784565,0,0,0,0,0,0,0.0576893511579215,0,0,-0.00253534932510321,-0.00502173207098792,0,0,0,0,0,0
X600028.SH,0.821024110211501,0,0,0,0,0,0,0,0,0.0685652715862086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501134736094254,0,0,0,0,0,0.051909978214698,0,0,0,0,0,0,0,0,0,-0.0365862294414528,0,0,0,0.0383084177797351,0,0.0238215748982418,0,0,-0.141641756203768,0.0156728074942332,-0.00344986118290502,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0985245784112415,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0438678651478716,0,0.127185721118311,0,0,0.0111776640806786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169814661887004,0,0,0,0,0.0084592065127277,0,-0.0249070692882561,0.0116202811651696,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00931776238132318,0.203013328845135,0,0,-0.0466143658603085,0,0,0.0286501240492944,0,0,0,0,-0.0482373752389241,0,0,0.0294295679998194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139990889906337,0,0.0283528090038346,0,0,0,-0.0545538345368101,0.0514788310289687,-0.0145347841639341,0.0140511821768294,0.0994805202980715,0,0,0,0,0
X600019.SH,0,0,0.0684137646584215,0.0776142936788516,0,0,0,0,0,0,0,-0.0736280347045645,0,0.0210257089548621,0,-0.0127158274165565,0,-0.0729307171947798,0,0,0,0,0,0.23699238124565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064496141168812,0,0,0,0.0644792839602097,0,0,-0.122942146380544,0,0.0017388460055123,-0.0204008830894624,0.0172269498148392,0,0,0,0,0,0
X600585.SH,0,0.0423506019015319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04530343020086,0.233734082883433,0,0,0,0.0234623684115495,0,0,0,0,0,0,0,0,0,0,0,0.0804000893151424,0,0,0,0,0,0,0,-0.0898756085304896,-0.1606346479956,0,0.00633133368511522,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0647138482427669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215375779479865,0,0,0,0,0.0147223841561141,0,0,0,0,0,0,0,0,0,0.117258842136863,0.129702455625089,0,0,0,0,0,0,0,0.0740678961390853,0,0,-0.0159447675764136,0.00434882734920212,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963905923959311,0,0,0,0,0,0,0.0502463504051862,0,0,0.0160433129232349,0,0,0,0,0.0149134581357866,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0334530541619045,0.160939263777192,0.01068785379734,0,-0.0214946186740904,0,0.221455296788074,0,-0.0181793885119909,-1.0842021724855e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.215284641107918,0,0,0,0,0,0,0,0,0,0,0,0,0.00930408211379076,0,0,-0.0777018216087978,0,0,0,0,0,0,0,0,0,0.175177602573663,0,0,0.0559255387864398,0,0,0.0360007200332213,0.0268366307289853,0.130776453011528,0,0,0,0.178556158014962,-0.200923482895732,-0.00435710479938788,-0.000138963192565685,0,0,0,0,0,0
X600688.SH,0,0.474332970064949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199759253758224,0,0.0452545106509433,0,0,0,0.140544937976898,0,0,0,0,0,0,0,0,-0.0412535666334042,0,0.141408481959962,0,0.00315331653355414,0,3.46944695195361e-18,0,0,-0.0331021202449379,-0.0139549001157987,0.0102048289083468,0,0,0,0,0,0
