,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X000629.SZ,X000408.SZ,X600160.SH,X000831.SZ,X600219.SH,X600489.SH,X000723.SZ,X600096.SH,X600378.SH,X000933.SZ,X002080.SZ,X600348.SH,X000630.SZ,X600157.SH,X300037.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.111856827423633,0,0,0,0,0,0,0,0,0.0359543734184303,0,-0.0110023115013279,0,0,0,0.132070555786171,0.0728270583132925,0,0,0,0,0,0,0.0257791208827449,0,0,0,0,0,0,0,0,0,0.024938218352133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481710471973755,0.00670420348854777,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.477615721180991,0,0,0,0,0,0.0199411542611598,0,0,0,0,0.00192396078592817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686419238136708,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605326643979705,0,0,4.36647159305844e-05,0,0,0,0,0,-0.0184715810477737,0.00835567953037081,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0495718481136438,0,0.0276480602208443,0,0,0,0,0,0.0208924870398463,0.0309486860420225,0,0,0,0,0,0,0,0,0,0.0114716609174301,0,0,0,0,0,0.0626770477601496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329787176978439,-0.0121711501780807,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0754313890316139,0,0,0.0631508517114297,0,0,0,0,-3.46944695195361e-18,0.0880546206525751,0,0,0,0,0,0,0,0,0,0,0,0,0.248413981081768,0,0,0,0,-0.0113001946628145,0,0,0,0,0,0.0859507617680235,-0.0253449438793281,0,0,0,0,0,0,0.0145237532387386,-0.0202438786554292,0,0,0,0,0,0
X600188.SH,0,0.505224413614737,0,0,0,0,0,0,0,0,0,0,0,0.00813632149471253,0,0,0,0,0,0,0,0,0,0,0,0,0.142409706971656,0,0,0.173344249338305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277350880405365,0,0.270115371611194,0,0,0,0,-0.0503981083839613,-0.00153424085922643,0.00361629898648217,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.587139044307332,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362264343541402,0,0,0,0,0,0.00860883310881845,0.00605035872174479,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121625506664481,0,0,0,0.446328795678912,0,0,0,0,0,0.0566288815462814,0,0,0,0,0,0.0924284197376879,0,0,0,-0.0163954470840708,0,0,0,0,0,0,0.088061279850643,0,0,0,0,0,0,0,0.00348870685597419,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.921404557008058,0,0,0,0,0,0,0,0,0,0,0.0187606806513865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00450001803312254,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.467866317246609,0,0,0,0,0,0,0.0862281987668721,0,0,0,0,0,0,0,0.0371875954550233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237439891464675,0,0,0.113990488365012,0,0,0,-0.00757679534535408,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.00200883410669385,0,0,0,0,0,0,0,0,0,0.299518291299261,0.165759928177209,0,0.011661107079932,0,0,0,0,0.107017999248275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473240902302649,0,0,0,0,0.00739593603237723,-0.025187867634116,0,0,0,0,0,0
