,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X002466.SZ,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600547.SH,X600886.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X600309.SH,X601158.SH,X600489.SH,X600583.SH,X000709.SZ,X000883.SZ,X300072.SZ,X600352.SH,X000898.SZ,X000539.SZ,X002407.SZ,X002460.SZ,X000723.SZ,X000027.SZ,X600549.SH,X000630.SZ,X002470.SZ,X600021.SH,X002075.SZ,X600098.SH,X000012.SZ,X000983.SZ,X600176.SH,X600612.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0501471880237847,0,0,0,0,0,0,0,0.0117931500518459,0,0,0,0,0,0,0,0,0,0.195749729847514,0,0,0.0841047748832495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196372951009279,0,0,0,0.011893296140718,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.116651075479066,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0666656962805253,0,0,0.259505295164651,0,0,0,0,0,0,0,0,-0.0314493285927826,0,0.0220711089446961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.103900238089126,0,0.1952026442069,0,0,0,0,0.0196126246484692,0,0,0,0,0,0,0,0,0,0,0,0.0758236058729756,0,0,0,0,0,0,0,0,0,0,0,0.121965376025914,0,0.0258199827605124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.086230722180881,0.0141692025186008,0,0,0,0,0.0727522563921311,0,0.00721754524610273,0.00291989337686341,0,0,0,0,0,0,0,0,0.0508369818254086,0,0,0,0.096519099955,0,0,0,0,0,0,0,0,0,0,0.0290573811817174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.101309279677942,0,0,0,0,0,0,0,0,0.235811450923077,0.0701366205559566,0,0,0,0,0,0,0,0,0,0,0.0463492538642525,0,0,0,0,0,0.0412786880500147,0,0,0,0.0964592732474628,0,0.11239232063564,0,0,0,0,0,0.0530397621793387,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0199916690993672,0,0,0,0,0,0.0202926642539867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180915918452542,0.138769208981013,0,0,0,0,0,0.125720101591714,0,0,0,0,0,0.0254344347327402,0,0,0,0,0,-0.031142235851668,0,0,0,0,0,0,0
X600585.SH,0,0,0.272083369917957,0,0,0,0,0,0,0,0,0,0,0.00612613790506062,0,0.2977467705165,0,0,0,0,0,0.241169550599515,-0.045882621174523,0,-0.153701694348198,0,0,0,0,0,0,0,0.0207247830759523,0,0,0,0.0309585115801722,0,0,0.159617962205529,0,0,0,0,0,0,0,0,0,0,0,-0.0704248799221435,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074946755828835,0,0.182514217293045,0,0,0,0.0424080619464555,0,0,0,0,0,0,0,0,0.080790950014736,0,0,0,0,0,0,0,0.0900969672409383,0,0,0,0.112169105937521,0,0,0,0.128591768952135,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0155412951961014,0,0,0,0,0,0.0809351701673469,0,0.0674340427613161,0,0,0,0,0.113627857551135,0,0,0.00735951694532364,0,0,0,0,0.132401757299432,0,0.0339209585600988,0,0,0,0.0284800312158183,0,0,0.129465925168618,0.134910326767037,0,0,0,-0.00139794426910147,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0690977850287758,0,0,0,0,0,0.0121954578509783,0,0.0421789559311144,0,0,0.0396129603063887,0,0,0,0,0,0.0474415235571923,0,0,0,0,0,0,0,0.0546571734436305,0,0,0,0,0.17641353100658,0,0.165619206616697,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.114411627131183,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0619359440093932,0,0,0,0,0,0,0.0101708951331668,0,0,0,0,0,0,0,0,0.0678593746379293,0,0.0506644366764797,0,0,0,0.0722305760736277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269378958339842,0,0,0,0.000399953882403143,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157124811800399,0,0.0596411346685666,0,0,0,0.131524340990134,0,0,0,0,0,0,0.0389460477680042,0,0,0,0,0,0,0,0.00497177417673436,0.107287765206993,-2.16840434497101e-19,0.0414370426727478,0.00199710076960613,0,0,0,-0.0117553703389789,-0.0199234407187719,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0749493440268798,0,0,0,0,0,0,0.0154016896955896,0.00544122225295873,-2.16840434497101e-19,0,0,0,0,0,0,0.074572083827836,0,0.0887522569210865,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.00192897025487026,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431684111890615,0,0,0,0,0,0,0,0,0.172742937404113,0.00148906176709464,0,0,0,0,0,0.315944249968925,0,0,0,0,0,0,0,0.0661943306161305,0,0,0.115331131229674,0.0155521773271728,0,0.0675350352262332,0,0.12390432691826,0,0,0,0,-0.0198418032119874,0,0.313665248479136,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.107381569162977,0,0,0,0,0,0.0488186281648254,0,0,0,0,0,-0.0742529685740129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137829350835871,0.653446114675844,0,0,0,0,0,0,0,0,0,-0.0285710454054278,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.364806985624002,0,0.0725367365303801,0,0,0,0,0,0,0.0261840003901725,0,0,0,0,0.00720264500961552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283290920220297,0,0,0,0,0,0.155489837004683,0.288549403116198,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.143261726606297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507327005863757,0,0.111050841434446,0,0,0,0,0,2.04254457204189e-05,0,0.140082491708316,0,0,0.0349367668027188,0,-1.35525271560688e-20,0,0,0,0,0,0.0150185432946498,0,0.174769555101273,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.12959990841757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758674176307071,0,0.108219195622189,0,0,0,0,0,0,0,0,0,0.0349698706823019,0,0,0,0,0,0.0535564084027711,0,0.0805815322401178,0,0,0,0.103086247479455,0,-0.0762008813360188,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565415193793215,0,0.0349205875341155,0,0.0288487517550639,0,0,0.0936706208620681,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737970453867938,0,0,0,0.147008984960938,0,0,0,-8.67361737988404e-19,0,0,0.571318403835861,0,0,0,0,-0.0113334736940969,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887000061150666,0,0,0,0,0,0,0,0,0,0,0,0.0165898070606606,0,0,0,0.0862942308895897,0,-0.0214037021337477,0,0,0,0,0,0,0.0871395896823385,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903962469166193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239044471453605,0,0,0,0.0347688572432227,0,0,0.0102579953602368,0.0109027673568534,0,0.0362103787358663,0,0,0,0,0,0.0481183163277083,0,0,0.0944413528037728,0.140099477201929,0,0,0.0134835103686576,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.215438322859343,0,0,0,0,0,0,0,0.0596427909823217,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.334146590965243,0,0,0,0.087367628854926,0,0,0,0,-0.0193907020006428,0,-0.0459725713781801,0,0,0,0,0,0,0.1076967438001,0,0,0,0,-0.0110577560841374,0.0245109447120781,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.180825755638827,0.0207798041029251,0,0,0,0,0,0,0,0,0,0.00593766993169093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119203064098619,0.443683432573635,0.183088121021392,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0446917063979913,0,0,0,0,0,0,0.0218572305517673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110337866959271,0,0,0,0.0064513743136872,0,0,0,0.0537459433805404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83754318378088e-06,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610091335676596,0.067700576294776,0.120999983058282,-4.33680868994202e-19,0,0,0,0,0.0798779415792678,0,0,0,0,0,0,0,0,0,0,0.0826314416726295,0,0,0,0,0.0392080258643739,0,0,0,0,0,0.0776692089152229,0,0.235679266905302,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152720684200856,0,0,3.46944695195361e-18,0,0,0,0,0,0.0783540743248862,0,0,0,0.0172051139742195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914657382808346,0.0130888548534668,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445984434947285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576871586668207,0,0,0.060472580174993,0,0,0,0,0,0,0,0.182264215084351,0.246004175707365,0,0.0680686278492763,0.104591709590726,0,0,0,0.00400926401148314,0,0,0,0,0,0,0
