,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600362.SH,X600176.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X002466.SZ,X600803.SH,X000932.SZ,X000301.SZ,X002353.SZ,X600219.SH,X600486.SH,X000723.SZ,X002075.SZ,X600529.SH,X000027.SZ,X000878.SZ,X002409.SZ,X600612.SH,X601158.SH,X000898.SZ,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.053666645220762,0,0,0,0.0658545930325702,0,0,0,0.138771061799151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271514684368855,0,0.00206054194323024,0,-0.0315931872290304,0,0.00665922097354159,0,0,0,0,0,0,0,-0.00574972952854833,0.00635513827984694,0,0,0,0,0,0
X600028.SH,0,0,0.052177271471418,0,0,0,0,0,0.0286105242316176,0,0,0.059626915322986,0,0,0,0.0357700068088859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010348214144618,0,0,0,0.0152989279830224,0,0,0,0.0180442999984453,0,0,0,-0.0237085198902695,0.0160413376226959,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0268028477505893,0.0135860099583549,0,0,0,0,0,0,0,0,0,0,0.34716574077468,0.0959705833350859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182094929798898,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.00634164245987997,0.00762854542144599,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0806112960506752,0,0,0,0,0,0.0183361269796088,0,0,0,0,0.114466513193242,0,0,0,0.176988746711087,0,0.016190827819975,0,0,0,0,0.0247474766133659,0,0,0,0,0,0.0290036564684769,0,0.0809236053042994,0,0,0,0,0,0.00419515032866698,0,0,0,0,0.0208380785724322,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0704295274722242,0,0,0.13306846961694,0.0370679110807599,0,0.0393715824067042,0,0,0,0,0,0,0,0,0,0,0.0958424647108728,0,0,0,0,0,0,0,0,0,0,0,0.183768182695928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253033757224416,-0.0393108574249105,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0704630378670099,0,0,0,0.000388711526699117,0,0,0,0,0,0,0,0,0.46170648530678,0,0,0,0,0,0.0515748274557223,0,0,0,0,0,0,0.0127589404212316,0,0,0,0.0716330331753108,0,0,0,0,0,0,0,0.146286872258118,0,0,0,0.101281979037578,0,0,-0.00187896010517877,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.00342726506549557,0,0,0.0846032648572131,0,0,0,0,0,0,0,0,0,0,0.139907369455332,0,0.00715904886114012,0,0,0,0,0,0,0,0,0,0,0,0,0.115959766471751,0,0,0,0,0.135518707118284,0,-0.01471420726426,0,0,0.0912263264650512,0,0,0,0,0,0,-0.0198796521240899,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.285759165427347,0,0,0,0,0,0.0609745039839533,0,0,0,0,0.151480907536296,0,0,0,0,0,0,0,0,0.0128831596865274,0,0.0653195504083178,0,0,0.0111489050457555,0,0,0,0.0939906688522199,0,0,0,0,0,0,0,0,0,0,0.162531105062684,0,0,0,0,0,0,0.0390811902480145,-0.0390256016690632,0,0,0,0,0,0
X600011.SH,0,0,0,0.00635331201299197,0,0,0,0,0,0,0,-0.0642000828280461,0,0.126173903275308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341707505493858,0,0,-3.46944695195361e-18,0,0,0,0,0,0.104633788272477,0,0.0534145699261752,0,-0.0274206530605304,0,0,0,0,0,0,0,0,0,0.0612051652467865,0.00258756686990982,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927119206166407,0,0.0213008084691389,0,0,0,0.0226117341252874,0,0,0.210425721546273,0,0,0,0,0.0920828836264004,0,0,0,0,0.307434463866878,0,0,0,0,0,0,0,0,0,0,0,0.0239668339275627,0.0101744802448368,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.179464305802432,0,0,0,0,0,0,0,0,0.081702678234548,0,0,0,0,0,0,0.0416920464576233,0,0,-0.0679722090214915,0,0,0,0,0,0,0,0,0,0,0,0,0.0342127939625793,0,0,0,0.114090247411699,0,0,0,0.127081718834552,0,0,0,0,0,0,0,0.0227247711462367,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.25345952185464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233775356686305,0,0,0,0,0,0,0,0.46010555797821,0,0,0,0,0,0,0,0,0.115746407499166,0,0,0.2842661203599,0,0,0,0,0,0,-0.0668985774366916,0.012417232620277,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00644568531039636,0,0,0,0,0.159501069336878,0.0570415882414399,0,0,0,0,0.116063686417057,0,0.149848177684638,0,0,0,0,0,0,0,-0.0111921194280153,0,0.00826531315448703,0,0,0,0,0,0,-0.0165051158202279,0,0.0132939491828685,0.0180259185263237,0,0,0,0,0.0571481232927866,0,0,0.0244136331170236,0,0,0,0,0,0,0
