,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600111.SH,X601898.SH,X600019.SH,X002271.SZ,X000301.SZ,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X600011.SH,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X600176.SH,X000983.SZ,X600362.SH,X600426.SH,X600096.SH,X000408.SZ,X600803.SH,X000723.SZ,X601699.SH,X600141.SH,X000786.SZ,X600486.SH,X601991.SH,X600219.SH,X002353.SZ,X300073.SZ,X600295.SH,X002192.SZ,X002080.SZ,X000807.SZ,X600801.SH,X600985.SH,X600157.SH,X000683.SZ,X000830.SZ,X000630.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0509556633379173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679243836252,0,0,0,0,0,0,0,0,0,0,0,0,0.0791485599554668,0,0.105660382777423,0,0,0,0,0,0,0.0299692770969335,0,0.201022615070876,0,0,-0.00606406465932427,-0.0243103160905238,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.252613519865261,0,0,0,0,0,0.0940020103104273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292021638020157,0,0,0,0,0,0,0,0,0,0.0499192188602227,0,0,0,0,0,-0.0909288008358612,0,0.0317267939238723,0,0,0,0,0,0.0744206961966449,0,0,0.0049013735016228,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044516537450885,0,0,0.00716290158463464,0,0,0,0.041257932200781,0.00476303879726699,8.67361737988404e-19,0,0,0,0,0,0.0270111738118214,0,0,0.0309497399315755,0,0.0996334540746499,0,0,0.0451650286013209,0,0,0.0153406394593995,0,0,0,0,0,-0.0127258316405285,-0.0129208469125942,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0602505337659371,0,0,0,0,0.108139779914765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105031063467051,0,0.0971502082091981,0.0199669267179164,0,0,0,0.00839333605549708,0,0,0,0.0693980634869735,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.259559574126747,0,0,0,0,0,0,0.0720564578193285,0,0,0,0,0,-0.102200217125877,0,0,0,-0.197389275517048,0,0,0,0,0,0,0,0,0,0,0,0,0.391164042451547,0,0,0,0,0,0,0,0.027326488962625,0,0,0,0,0,0,0.0804153772972376,0,0,0,0,0.0388938524533621,-0.0382024011232846,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.469023524389317,0,0.189043027591903,0,0,0,0,0.0281875087079927,0,0,0,0,0,0,0,0,0,0.0197840153164382,0,0,-1.73472347597681e-18,0,0.0200364904384132,0,0.110558799848592,-0.0330369669015596,0,0,0,0,0,0.0777526214902138,0,0,0.13550407095009,0,0,0,0,0,0,0,0.011945141368083,0,-0.00952627537881686,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0157120734340817,0,0,0,0.142473283454232,0,0,0,0,0,0,0,0.0521666726765878,0,0,0.0121846087418143,0,0,0,0.0610036563138662,0,0,0,1.73472347597681e-18,0,0,0,0.0513259947619024,0,0,0,0,0,0,0,0.287046722030227,0,0,0,0,0,0.0478662176096517,0,-0.0141956060478179,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0572459750247351,0.763710350056344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475225713281293,0,0,0,0,0.0423618878535559,0,0,0,0,0,0,0,0,0,0,0,0,0.103822882930793,0,0,0,0,0,0,0,0,0,0,0.0149624542419766,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621031439656611,0.347938302056558,0,0,0,0.084417519133447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898816800744018,0,0,-0.0146979625088844,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.275661776115002,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00332937079661619,0,0.285284818603257,0,0.274150350294691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198824547448853,0,0,0,0,0,0,0,0,0,0,0,0,0.0220348823663842,0,0,0,0,0,0,0
