,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X000792.SZ,X601158.SH,X600157.SH,X600583.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000630.SZ,X000831.SZ,X000539.SZ,X600008.SH,X600660.SH,X002470.SZ,X600808.SH,X000825.SZ,X600549.SH,X000629.SZ,X000027.SZ,X600021.SH,X600315.SH,X600307.SH,X600578.SH,X600098.SH,X601699.SH,X000983.SZ,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.456998440838948,0,0,0,0,0,0,0.130180498048187,0,0,0,0,0.137087266765836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327215731736798,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.000540369137753475,0,0,0,0,0,0
X600028.SH,0.481747492786691,0,0,0,0,0,0,0,0.00379735557253649,0,0,0,0,0.0232541626234555,0,0.353688820091542,0,0,0,0,0,0,0.0582022256690934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449801507592066,-0.00757677127536218,0,0,0,0,0,0
X601088.SH,0.0708157924803527,0,0,0,0,0.0862846136846608,0,0.0464611975864102,0,0,0,0,0,0.087589353023386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14459890624401,0.404413853712227,0,0,0,0,-0.00028402049033501,0,0,0,0,0,0
X600011.SH,0.110076918747957,0.0119302423285706,0,0,0,0.00538114355253444,0.0181393481729078,0,0.0311703643842262,0.0627108273186645,0.161555113065869,0.0147428302375009,0,0,0,0.0145802258613691,0.0732280714839245,0,0,0,0,0,0,0.0188761993340188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37861426156141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0198505896737016,3.46944695195361e-18,0,0,0,0,0.00839527826544632,0,0,0,0,0,0,0,0,0.0625987926488036,0,0,0,0,0,0,0.119494106191725,0,0.0407640497722438,0,0,0,0,0,0.0525356866060899,0,0,0.112627714020749,0,0,0,0,0,0,0,0,0,0,0.196201904520425,0.0598094161182953,0.047643835528075,0,0,0,0,0.0036764010603954,0,0,0,0,0,0
X600019.SH,0,0.119783111044856,0,0,0,0,0,0,0,0,0,0.0554876967970791,0,0,0,0,0,0,0,0,0,0,0,0.371713408788013,0,0.169496828766406,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0354245564369365,0,0,0,0,-0.00900364876573266,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178780397849858,0,0,0,0,0,0,0,0,0,0.471863213810978,0,0,0.0382883071099487,0,0,0,0.135379078424189,0,0,0,0.0289306874899103,0,0.0774781404989586,0,0,0,0,0.172234187986315,0,0,0.00878753207529678,0,0,0,0,0,0.0406264637857886,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0583275654763468,0.13163146143907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121119975820869,0,0,0,0,0.0684861590692703,0,0.166855871604689,0.330308870793537,0,0,0,0,0.000869135147568191,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.224494294702117,0,0.104845778433856,0,0.143592332581644,0,0,0,0,0,0,0,0,0,0,0,0.0223192077959275,0,0,0,0,0,0,0,0,0.0813956540977499,0,0,0,0,0,0.225730929799937,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102467892289358,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0988212158182215,0.218758985042092,0,0.328869601672904,0,0,0,0,0,0.00366363165749643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161695813876426,0,0.0205770421682821,0,0,0,0,0,0,0,0,-0.0164021479561869,0,0,0,0,0,0
