,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X600339.SH,X000959.SZ,X600219.SH,X000553.SZ,X600489.SH,X002271.SZ,X000723.SZ,X600352.SH,X601158.SH,X600808.SH,X000883.SZ,X000807.SZ,X002092.SZ,X000630.SZ,X000983.SZ,X600299.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0144551922230853,0,0,0,-0.00687064552158361,0,0.181560223865279,0,0,-0.00752532213696414,0.0389049533517119,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000946089993740223,0,0,0,-0.0358343058439911,0.0444386823380004,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.00518466445982755,0.0119266624817932,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0425709860945634,0,0,0,0,0,0,0,0,0,-0.0124954707512731,0,0,0,0.0280803424665082,0,0,0,0,-0.0090602572473726,0,0,0,0,0,0,0,0,0,0,0,0.0109452646180452,0,0.0636030971678887,0,0.0304696445456121,0,-0.0163298662069561,0,0.00335062676861006,0,0,0,0,0,0,-0.00149618032488578,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0563631340126889,0,0,0,-0.0886468799753591,0,0,0,0,0,0.36184549633989,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576475801578321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104847612834565,0,0.0701158689073383,0,0.0313398746907803,0,0.0470876934750201,-0.043353532760698,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563318868802931,0,0.00630308712467902,0.318446524365094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232830921102021,0,0,0,0,0,0,0,0,-0.0296862978016053,-0.000988008830419553,0,0,0,0,0,0
X600585.SH,0,0.123987091559513,0,0,0,0,-0.0318722610072633,0.0319624079251445,0,0,0,0.0718826690179325,0,0.0546035947084602,0,0,0,0,0,0,0,0,0,-0.091809219974692,0,0,0,-0.108532196261411,0,0.0709652508625451,0.0735232272681177,0,0,0,0,0,0,0,0,0,0,0,0,0.158310319708549,-0.0026199455507311,0,0,0,0,-0.048627560531873,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0145510498599858,0.055754075203566,0,0,0,0,0,0,0,0,0.167253012359917,0,0,0,0,0.0110231591959622,0,0,0,0.118484708355266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140106311284303,0,0.00614261806222706,0.0467434245677216,0,0.134624803239359,0,0.0151527148157657,0,-0.017364641134938,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.226967189524691,0,0,0,0,0,0,0,0,0,0,0,0,0.0393936412239496,0,0.258315736915201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107873306046365,0,0.0345323382776438,0,0,0,0,0,0,-0.0266986956286366,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.489247753036896,0,0,0,0,0,0.428555863917825,0,0,-0.135910985641761,0.0436988443359601,0,-0.00198181321826389,0,0,0.00748512214513974,0,0,0.0698864352044575,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249608579931277,0,0,0,0,0,-0.153522016141725,0.114900355636577,0,0,0,0,0,0,0.0539442732005367,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014082113624613,0.125537127044561,0,0,-0.00651304933904092,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505080599626218,0.108185033607604,0.0205283617706215,0.00239436031893261,0,0,0,0,0,0,0,0,0,0.151586474700594,0,0,-0.0154624952319581,0.0111962000692487,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0343215570015093,0,0,0,0,0,0,0,0,0,0.0378375034850648,0,0.334168125948898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124364490553478,0,0,0,0,0,0,0.0433288162925036,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0249189321548498,0,0,0,0,0,0,0,0,0,0,-0.0298259767332192,0,0.0412650641954324,0,0.628646905943014,0,0,0,0,0,0.0380475496281643,0.0188169969742328,0,0,0,0,0,0.0594852451548149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489263014677273,0,-0.0131976670662822,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.105331888527931,0.0918930649349666,0,0,0,0,0,-0.0130757924626463,0.149634103018152,0,-0.0188156427808753,0,0,0,0,-0.0235122932504268,0,0.00437386143398854,0,0,0,0,0,0.0610834213791802,0,0,0,0,0,0,0,0,0,-0.117208235799147,0,0,0,0.0181048611992006,0,0,0,0,0,0,-0.108127402964378,0.102991951359305,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0336365198467478,0,0,0.0542770392386255,0,0,0,0,0,0,0,0,0.0453422073271745,0,0,0,-0.130952330600555,0,0,0,0,0,-0.0657909747000487,-0.0353446559494063,0.0358442065706017,0,0,0,0,0.017329833178635,-0.0188785772737221,0,0,0,0,0,0.106547960912818,0,0,0,0.0409704770622238,0,0,-0.043486582215459,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0251386379379878,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336983125103372,0,0,0,0,0,0.00866348402610157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136872883601519,0,0,0,0,0,0,0,0,0.0877433814065415,-0.0818036967261518,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766559757012524,0,0,0,0,0,0,0,0.0213700435205832,0,0,0,0,0,0
