,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600623.SH,X600299.SH,X600547.SH,X002466.SZ,X601158.SH,X600660.SH,X600352.SH,X000792.SZ,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X000060.SZ,X000959.SZ,X600021.SH,X000983.SZ,X002470.SZ,X600176.SH,X600098.SH,X600022.SH,X600578.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0824948851378552,0.17303970920931,0,0,0,0,0,0,0,0.0334727663631207,0,0,0,0,0,0,0,0,0,0.0474500947123004,0,0,0,0,0,0,0,0.069309551917841,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.019677201106471,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0334460623469832,0.255437765432201,0,0,0,0,0,0,0,0,0,0,0,0.00846102795750678,0,0,0,0,0.00986621781711422,0,0,0,0.00736301969439575,0,0,0,0,0.0166695211855149,0,0,0,0,0.0251213219753975,0,0,0,0,0,0.0205347948140318,0,0,0.034841197292389,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0811451267381551,0,0.252277966531943,0,0,0,0,0.0091689543247962,0,0,0,0,0.0754345866976811,0,0,0,0,0,0,0,0,0,0,0.0394757027129904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188878426784919,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.121102719951496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.113443504273455,0,0,0,0,0.0380497211183931,0,0,0,0,0,0,0,0,0,0,0.119737261078409,0,0,0.0337218195713854,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.120640836495124,0,0,0,0,0,0,0.299633192447932,0,0,0.0712051929395977,0,0,0,0,0,0,0,0.021660216484686,0,0,0,0,0,-3.46944695195361e-18,0,0.114384774442219,0.0487112736064713,0,0,0,0.059446591729721,0.0669020383564914,0.0672283782322644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.104273566602801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295381082537952,0,0,0,0,0,0,0.405637313587097,0,0,0,0,0,0,0.0932071112519641,0.108999211510953,0,0,0,0,0,0.0752022643088592,0,0,0,0,0.0140176193828683,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0754143917853419,0,0,0,0,0,0,0,0,0,0,0.00282265998342823,0.0117784867149491,0,0,0,0,0.135498105677826,0,0,0,0,0,0,0,0,0.131648090459354,0,0,0,0,0,0.0493285684461363,0,0,0,0,0,0.143252189537028,0,0.0418050329720325,0,0,-0.0479127338439831,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0842635494554116,0,0,0,0,0.139212721860097,0,0,0,0,0,0,0,0,0.0413898259878556,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0404517128448038,0,0,0,0,0,0,0.277904671507802,0,0.0279847918887219,0.0392014349623672,0,0,0.118319495825025,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0566060488437555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135659257080973,0,0.135166681054261,0,0,0,0,0,0.0439705744799745,0,0,0,0,0,0.188845466753027,0,0.0828138915949235,0,0,0,0,0,0,0,0,0,0,0.0867368603752212,0,0,0.116490942949628,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711018100494887,0,0,0,0,0,0,0,0,0,0,0,0.0974213100229853,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.118794970645778,0,0,0.00441220615728609,0,0,0,0.554438104396134,0,0,0,0,-0.0281548712639033,-0.0181033325060225,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.083602674601386,0,0,1.0842021724855e-19,0.117552698488594,0,0,0,0,0,0,0,0,0,0.126279025701343,0,0.000793763801468703,0,0.0190062347484422,0,0,0,8.67361737988404e-19,0.0290793304030596,0,0.0774053007465124,0,0,0,0,0.054275464574065,0,0,0,0,0,0.0261657131019472,0,0,0,0,0.112903223580523,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182497314093168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108096183426391,0,0.127528800224024,0,0,0.0522309965523765,0.120542911209246,0,0,0,0,0,0.115929759550687,0,0,0,0.115545903144667,0.123266218480989,0,0,0,0,0,0.00644256143500774,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0766699953148832,0.0251665119306039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794768273238182,0,0,0.0167614220190683,0,0,0,0,0,0,0,0,0,0.034116026747275,0,0,0.329272198235586,0,0,0.0861839958294255,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941337686372228,0,0,0,0,0,0,0,0,0,0,0,0.10403307169699,0.174672386607862,0,0,0,0,0,0,0.0693845001138056,0,0,0,0,0.216750810834731,0.138216262046272,0,0,0,0,0,0,0,0,0,0,-0.00722211215421659,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132486846899253,0,0,0,0.00593369379702201,0,0,0.055966550970808,0,0,0,0,0,0,0,0,0,0,0,0.107481858585257,0,0,0,0,0.14660652426468,0,0,0,0,0,0,0,0,0.204005047356013,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0693739728590069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116465193564258,0,0,0.187745067891582,0,0.118387105951285,0,0,0,0,0,0,0,0,0,0,0,0.23195097160992,0.109443031248117,0,0,0,0.0364356211776905,0,0,0,0,0,0,-0.0255895901097239,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.24320199191919,0,0,0.0838721921513716,0,0,0,0.208984485231822,0,0,0,0,0,0,0,0,0.142549685810705,0,0,0,0,0,0,0,0,0,0,0,0,0.0334522838672748,0,-0.0216833532244023,0,0.112332599739521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162492738783881,0,0.103423803604843,0,0.0100725031689982,0,0,0,0,0,0,0.0447619374035707,0,0,0,0,0.021826110927503,0,0,0,0,0,0,0,0.0398804057928697,0.00891831161239702,0,0.129527516973602,0.0745850637734872,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.149311977202755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403052165803556,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.34516635013933,0,0,0,0.0430918791277172,0,0.0674555352299265,0,0.0665095912501427,0,0.0191991587087947,0.0242426348960144,0,0.140318697260811,0,0,0.0162441489656573,0,0,0,0,0,0,0
X600623.SH,0,0,0.0661241200949674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22246529213617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63082265383416,0,0,0,0,0,0,0.193938064136928,0.0503026867808619,0,0,0,0,-0.0413605664339167,0,0,0.152688701668266,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572785156999353,0,0,0,0,0,0.257414331819209,0.126937551868004,0,0,0,0,0,0,0,0,0,0,0,0,0.229203362453616,0,0,0,0,0.0534763526457795,0.0235660907535375,0,0,0.225494878200528,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368374918917643,0,0,0,0,0,0,0,0,0,0,0.913672149679396,0,0,0,0.0525354285897367,0,0,0,0.0692466823675484,0.0965540265349799,0,0,0,0,0,0,0,0,-0.0373540988781978,0,0,0.00301204640261322,0.0539802962033814,-6.93889390390723e-18,0,0,0,0,0
X002466.SZ,0,0,-0.0406323508955868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208445141973473,0,-0.417653047269285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607172900133912,0,0,0,-0.111602519309682,0.345467063939319,0,0,0.302859377941273,0.224685348679198,0,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.239023229683714,0.0285252515634748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232415245644611,0.195186602125733,0,0.079075531109503,0.0204740665572954,0,0.021418783839715,0,0.209379471051017,0,0,0.0739524689036934,0,0,-0.0113054260108148,-0.0121816984067393,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.169787408945676,0,0,0,0.0778083898734303,0,0,0.0326891999675507,0,0,0,0,0,0,0,0,0.0534160780199046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000698973476193891,0.0378105792879078,0,0.072051391327284,0,0,0,0,0,0,0,0,0,0,0,0
