,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600188.SH,X600111.SH,X600362.SH,X600795.SH,X600010.SH,X600886.SH,X601992.SH,X600688.SH,X600027.SH,X600309.SH,X601158.SH,X600583.SH,X000898.SZ,X000792.SZ,X000883.SZ,X000709.SZ,X002353.SZ,X600489.SH,X600547.SH,X000629.SZ,X000539.SZ,X000825.SZ,X601699.SH,X000831.SZ,X600315.SH,X000027.SZ,X600660.SH,X600352.SH,X000983.SZ,X000630.SZ,X600808.SH,X000937.SZ,X600549.SH,X000959.SZ,X600578.SH,X002470.SZ,X600307.SH,X600490.SH,X600863.SH,X000960.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0832181490525663,0,0,0.0674232082036543,0,0,0,0,0,0,0,0,0,0,0,0,0.00862902965618458,0,0,0.0208493818263635,0.0348234418981373,0,0,0,0,0,0,0.0242931236728689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00758443081657831,0,0,0,0,0,0
X600028.SH,0,0,0,0.0546295486884248,0.00271535373390019,0.120819211015167,0,0.0924930832286642,0,0.00385043712369196,0,0,0.0177878692253277,0,0,0,0,0,0,0,0,0.028356449087788,0,0,0,0.0809804478030479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138433793567296,0,0,-0.00760986133451854,-0.00233471888559535,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.103456043549744,0,0.103629578987302,0.188658854126093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117049667540708,0,0,0,0,0,0.00413686515783688,0,0,0,0,0,0,0,0,0,0,0.0667700182659842,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.172258139423907,0,0,0,0.00533227117114506,0,0,0,0.02481117940906,0,0,0.121010113615266,0.270079067427443,0,0,0,0,0,-0.0850261028889197,0,0,0,0,0,0,-0.0483067286063999,0,0.170332214316683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119015228218725,-0.0135352401373828,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0437690274437081,0,0,0.161326413205621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183034579149157,0.0531615318219585,0,0,0.0169944783189077,0,0,0,0.0632758128524784,0,0,0,0,0,0,0,0.102416972776635,0,0,0,0,0,0,0,0,0,0,-0.0177953415573175,0,0,0,0,-0.0494119968771631,0,0
X600019.SH,0,0,0,0.143883992579223,0.167947245689049,0,0,0,0,0.0815329022378894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29704592276571,0,0,0,0.113916728259094,0,-0.0240240215771649,0,0,0,0,0,0,0,0,0,0,0,0.060167913590778,0,-0.0240135040796399,0,0,0,0,0,0,-0.00721908558992111,0.0051725556686073,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0889205602182392,0.201698511607221,0.147871641461303,0,0,0,0,0,0.0709756372135952,0,0,0,0,0,0,0,0,0,0,0.0179199188110393,0,0.00137026206512238,0,0,0,0.165793390274008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00609174778103633,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0682339463439561,0,0,0,0,0,0,0,0,0.120266356566242,0,0.077784249747087,0,0,0,0.0147621895578811,0,0,0,0,0.12543399475702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120829070684848,0,0,0.00433207839630644,0,0,0,0,0.00818041252384255,-0.0279240605922763,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0378114429257484,0,0,0,0,0.43898031179843,0,0.0126759570383164,0,0,0,0,0,0,0,0,0,-0.0450648144567839,0,0,0,0,0.0465996484263923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813307966696138,0,0,0,0.0151169635555685,0,0,0,0,0.00814191614702594,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167571418107418,0,0,0,0,0,0,0,0,0,0,0,0.0144922630934995,0,0,0,0,0,0,0,0,0,0,0,0.415595946939278,0,0,0,0,0,0,0,0,0.298559845674716,0,-0.00954526013357948,0.000585684766019432,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0769147400783368,0,0,0,0,0,0,0,0,0,0.0444402862482443,0,0,0.0414069783001239,0,0.0846413368994763,0.0341507644936766,0,0,0,0,0,0,0,0,0,0.28683718208433,0.0139454848320881,0,0,0,0,4.33680868994202e-19,0.0611550951246966,0,0,-0.00602461609124667,0.00154562038136691,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193133446898286,0,0,0,0,0,0,0,0,0.0523660252262954,0,0.0282002591796954,0,0,0,0,0,0.125606620230754,0,0,0.0415140084558704,0,0.0120639416916562,0,0,0.0384918273582913,0.00978542432078228,0,0,0,0,-0.0034048917523038,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478170689358913,0,0,0,0,0,0,0,0,0,-0.0558479160254546,0.140412432017082,0,0,0,0.0200631188928625,0,0,0,0,0,0,0.165268909762758,0,0,0,0.0907381588775785,0,0,0.0643665649332466,0,0,0,-0.000467368848508059,0,0,0,0,0.0106636262993873,-1.73472347597681e-18,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0956690264128476,0,0,0.123623487566604,0,0,0,0,0,0,0,0.166298633984362,0,0,0,0.153263138098575,0,0,0.132788974737711,0,0,0,0,0,0,0,0,0,0,0,0.107525123053866,0,0,0.0955083684631795,0,0,0,0,0,0,0,0,0,0.0567369879573947,0,0.00251867150548048,0.0169610940557558,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0312400781860821,0,0,0,0,0,0,0,0,0,0,0,0,0.182920463019519,0,0,0.0864113390145825,0,0,0,0,0,-8.67361737988404e-19,0,0.049610930856087,0,0,0,0,0,-0.0083155154965837,0,0,0,0,0.106596606968852,0,0,0.0413379628417085,0,0,0,-0.0188213776811493,0.0340323784273773,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172366945163074,0,0,0,0,0,0,0.0919183685335419,0,0,0,0,0,0,0,0,0,0,0,0,0.0366042671839018,0.154927845597745,0,0,0,0,0,0.0208726042528963,0.0744558560717,0,0,0,0,0,0,0,0,0.00584531824620977,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.201492820529961,0,0,0,0,0.0365117819377487,0,0,0,0,0,0,0,0,0.0510617368749854,0,0,0,0,0,0,0.0086357588884972,0,0,0.107108587348563,0.226458956056982,0.0525346195817652,0,0,0,0,0,0,0,0,0,0,0,0,0.113099131462428,0,0,0.000786845002274163,-0.018669349805708,0,0,0,0,0,0
X600027.SH,0,0,0,0.20613936419249,0,0,0,0.159312340023691,0.194102548531685,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621849128238484,0,0,0,0,0,0,0,0,0.0048107709834222,0,0,0,-0.00943485988904677,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648252979157758,0,0,0,0,0,0.0938224884890247,0.0547262884375168,0,0,0,0,0.114427765498218,0,-0.0506689843786195,0,0,0,0,0,0,0.177863428922251,0,0,0,0.0457231873545006,0,0,0,0.0360582840150834,0,0,0,-0.0292668400374659,-0.0366305215671677,0,0,0,0.02720410604484,-0.0319099217234518,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.0689555372612754,0,0,0,0,0,0,0,0,0,0,0,0.0744544006801442,0,0,0,0.085373999107247,0,0,0,0,0.0206748368302396,0,0,0,0,0,0,0,0.0273102322137507,0.061470922735911,0.0726848142116713,0,0,0.0845153876084523,0.0263425536458112,0,0,0,0.00119729969043767,0,0,0.00283162623943283,0.0208957631760874,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0.150702542907057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483702427383247,0,0,0,0.0615733737053251,0.00532957397111383,0,0,0,0,0,0,0.0203761151933424,0.0539155857030063,0,0,0,0,0,0,0,0,0.0873663150053928,0,0.0176501143098278,-0.00487319534859127,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0.137970944275833,0.055925171924126,0,0,0,0.15500079560642,0,0,0,0,0,0,0,0,0,0,0.181558527319492,0,0,0,-3.46944695195361e-18,0,0.0762372199708271,0,0,-0.0775525639856433,0,0,0,0,0,0.0334788817779152,0,0,0,0,0,0.0832110150072993,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214520002323256,0,0,0,0,0,0,0,0,0,0,0,0.143421665547943,0,0,0,0,0,0,0,0,0.20424035274423,0,0,0,0,0,0,0,0,0,0,0,0.0806931368924515,0.0111162234137654,0,0,0,-0.0151962033470182,-0.0459501573542767,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0.194097327268146,0,0,0,-0.16896047636826,0,0,3.46944695195361e-18,0,0,0.150445185567479,0,0,0,0,0,0.0507742136264103,0,0,0.0579751600220237,0,-4.33680868994202e-19,0,0,0.135403599885254,0.101456643219128,0,0,0,0,0,0,0,-0.210793845960666,0,0.213261234900436,0,0,0,0,0,0,0.0485455423308604,-0.0926805442746133,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.25593255493448,0,0,0,0.02847193814562,0,0,0,0.182861884630457,0,0.0146663313179572,0,0,0,0,0,0.287188424072392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100152388961223,0,0,0.135529723191483,0,0,0.0864118425627514,0,0,0,0,0,0.00928222252827246,-0.00342284473019268,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,-0.0855846065371354,0,0,0,0,0,0,0,0.0517996424957087,0,0,0,0.316592191709393,0.176098271962995,0,0,0.107283674985597,0,-0.0218402095574367,0,0,-0.0783320609097879,-0.0819876840653724,0,0,0,0,0,0,0,0,0,0.277211112423552,-0.00177439920150788,0,0,0.0630163336172274,0.131984026251364,0.0352921221128396,0,0,0,0,0,0,-0.00778454130148067,0.00572408440106249,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.158171448403876,-0.021547329789562,0.11688347766609,0,0,0.101066509921085,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819278660955251,0.0188064048481205,0,0.0265372039167196,0,0,0,0,0,0,0,0.009249034640343,0,0,0,0.0967388967704214,0.0971982279301639,0,0,0.0200802664751054,0,0,0,0,-2.71050543121376e-20,0,0.0401456472254832,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0.317112461635559,0.0414143903054229,0,0,0,0.155882210341595,0,0,0,0,0,0,0,0,0,0,0.326072600438802,0,0,0,0,0,0.173818332942031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959301154422686,0,0,0,0,0,0,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0.0494791071834665,0,0,0,0.0368843780316006,0,0,0,0,0,0,0,0,0,0,0,0.0453607191361777,0,0.0138317173279368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295651347121745,0,0,0,0.0305028272737465,0.0536986857606748,0,0,0.12931556753688,0,0,0,0,0,0,0,0.0095611421417455,-0.034425570547281,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540696746831943,0,0,0,0.230874010520534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194798178000358,0,0.221686933975654,0,0,0,0.0846208523988837,0,0,0.0714208972704243,-0.0586746543823178,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0.138833621347896,0,0,0,0,0,0,0.0287586577387871,0,0,0,0,0,0,0.0706698489114978,0,0.0325988123157826,0,0,0,0,0.0364906618509832,0,0,0,0,0.134331667170956,0,0,0,0,0,0,0,0,0,0,0,0,0.126536781222835,0,0,0,0,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0.0591351236812946,0,0.0827279493268177,0,0.162501189398365,0,0,0.0879643006155981,0,0.0150914395759723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949569350462948,0,0.168063016799951,0,0,0,0,0,0.0336727547031793,0,0,0,-0.00219327439183908,-0.011358757205123,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0.117901470884143,0,0.054309304918368,0,0,0,0,0.0758574368465106,0,0,0,0,0,0,0,0,0.00893885993511998,0,0,0,0,0,0.0346049925482547,0,0,0,0,0,0,0.152309063562211,0,0,-0.0423921825699905,0,0,0,0,0,0.0245794654970546,0.0500863393431933,0.143586282608757,0,0,0,0.00443629673537598,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0.00486184896412171,0,0,0,0,0,0.024507483730533,0.28852271840425,0,0,0.245377503790125,0,0,0,0.0572239418349825,0,0,0,0,0,0,0.0305049778275079,0,0,0,0,0,0,0,0,0.0854489696981068,0,0,0,0.147349152935064,0,0,0,0,0,0,0,0.0180700549250413,-0.0622794700158261,0,0,0,0,0,0
