,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000792.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600021.SH,X002466.SZ,X000883.SZ,X600623.SH,X600660.SH,X600098.SH,X002470.SZ,X601918.SH,X600863.SH,X000060.SZ,X600489.SH,X600307.SH,X600808.SH,X002004.SZ,X300072.SZ,X000629.SZ,X600022.SH,X600547.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.566276125127561,0,0,0,0,0,0.137803672049375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755752604128776,0,0,-0.0170825390460179,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0973840596894162,0,0,0.0172102291079225,0,0,0,0.0129646765512381,0,0,0,0,0.0279726028500944,0.0415561351373435,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0715333916648426,0,0,0,0,0,0,0,0,0,0,0.0550411800003108,0,0,0,0,0,0,0.0101450852263502,0,-0.0194231896791134,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.531820188656169,0,0,0,0,0,0,0,0,0,0.0564119392645563,0,0,0,0.00340648946863476,0,0,0,0,0,0.134236822365352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240517051611826,0,0,0,0,0,0,0
X600011.SH,0,0,0.0492757101899055,0,0,0,0,0,0,0,0,0.397465437575406,0.158148163422817,0,0,0,0,0,0,0,0,0.0243660565243294,0,0,0,0,0,0,0,0,0,0,0.124909471347995,0,0,0,0.0495919963413032,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118851693024319,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838103062843962,0,0,0,0,0.109125299066507,0,0,0,0,0,0,0,0,0,0.15655339736078,0,0,0,0,0,0,0.201491302560875,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.055962455312322,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.192811537044862,0,0,0,0,0,0,0.00793477277453205,0,0,0,0,0,0,0,0,0,0,0.00330230540367132,0,0,0,0,0,0,0,0,0.0171051025077292,0.0795763054017669,0.00667106545497027,0,0,0,0,0,0.0869319574148721,0,0,0,0,0,0,0,0,0,0,-0.0296887761569986,0,0,0,0,0,0,0
X600585.SH,0,0,0.0810989313014718,0,0,0,0,0,0.440029422330068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224270773524381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171601682956243,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0080503410302195,-0.00984630034481516,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122520640187519,0,0,0,0,0,0,0,0.0482944750729298,0,0,0,0,0,0,0,0.32937955071875,0,0,0,0,0,0,0.148141898727836,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376143486207902,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025183310990885,0,0,0,0,0,0,0.199072270007007,0,0.177256130832372,0,0,0,0,0,0,0,0.0162397903818809,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158332923618973,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.10650152608721,0,0,0,0,0,0,0,0,0,0,0,0.0195925408017491,0.325825552541656,0,0,0,0,0.0638432176453029,0.195112001299186,0,0,0,0,0,0,0,0.0950480261813083,0,0,0,0.0186516558837647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
