,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X002460.SZ,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X000723.SZ,X002466.SZ,X600111.SH,X601992.SH,X002271.SZ,X600176.SH,X600027.SH,X002353.SZ,X600516.SH,X600426.SH,X600583.SH,X000898.SZ,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X000792.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.138916598803308,0,0,0,0,0,0,0,0,0,0.167829652515379,0,0,0,0.0645785957544856,0,0,0,0,0,0,0,0.00362341028052053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395455035311778,0,0,0,0,0,0,-0.0124082573339705,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0477888059133284,0.0566295328515198,0,0,0,0,0,0,0.13975271708578,0,0,0,0,0,0,0.031444777077228,0,0,0,0.0149867828000526,0,0,0.046533625525806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188911235669906,0,0,-0.0143869363724822,0.00481291543536755,0,0,0,0.0175703483868018,0,0
X601088.SH,0,0,0,0,0,0.144517418163795,0,0.0885292367630592,0.0111524400784117,0.0761965792600235,0.0286310123077856,0,0,0,0,0.0002988303166458,0.308741440846329,0,0,0,0,0,0,0,0.0431558871135734,0,0,0,0,0,-0.0917000934929494,0,0,0,0,0,0,0,0,0,0,0,0,0.0524909988773971,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0236923099536082,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.102138552587959,0,0,0,0,-0.0108222740741983,0,0,0,0,0,0.383942359472324,0,0,0,0,0,0.0975134079621356,0,0,0,0,0,0.0242579987983006,0.0101245113888518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175425411449336,-0.0191815346281895,0,0,0,0,0,0
X600309.SH,0,0,0,0.137690967863419,0,0,0.11081303819486,0,-0.058514900503531,0,0.170654586285827,0,0,0,0,0.0923497791864252,0,0,0.00345555472755194,0,0,0,0,-0.11823429751175,0,0,0,0,0,0,0,0.201641895009488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039314643761775,-0.0623539084735551,0,0,0,-0.043773395939443,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0690548885442224,0,0,0.112226820646918,0,0,0.0972896714646337,0.0411774989448403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778509675553586,0,0.0361856953592705,0,0,0,0,0.00138292145940755,0,0
X600547.SH,0,0,0,0,0.0532001899301659,0,0,0,0,0,0,0,0,0,0,-0.0154373986952785,-0.0305319840978841,0,0.0430922966525978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17491997167857,0,0,0,0,0,0,-0.0452051570845818,0,0,0,0,0.196502648022921,0,0,-0.0321679493440144,0,0,0,0,-0.0216153789533487,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0606890266998893,0,0,0,0,0,0,0,0.0919801130457206,0,0,0,0,0,0,0,0,0,0,0,0,0.1232669715724,0,0,0,0.104453620103773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185420736765228,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.233789104995137,0,0,0,0,0,0,0,0,-0.0502345666570859,0,0,0,0,0.28054700985458,0,0,0,0,0,0,0,0,0,-0.0475444338294076,0,0.194597740054149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0908999679167064,0,0,0,0,0,0,0
X601898.SH,0.41693037791248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226225738225975,0.4623426566458,0,0.00523735574760958,0,0,0,0,0,0,-0.0104755614137986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18765339703513,0,0,0,0,0,-0.0477777656988862,-0.0387518493234207,0.0293109637292505,0,0,0,-0.00504889603524874,0,0
X600886.SH,0.121370435915656,0,0,0,0,0,-0.0573300404119937,0,0.208927454153904,0.039451958568701,0,0,0,0,0,0,0.0692126322263386,0,0,0,0,0,0,0,0.129351502215514,-0.271599869603898,0,0.132360029719646,0.0849370403780439,0,-0.0116530394955754,0,0,0,0,0,0,0,0,0,0,0,0,0.0210341368146758,0,0,0,0,0.0525025472387786,0,0,-0.0101476924573426,0,0,0,0,-0.0700704616630651,0,0
X600010.SH,0,0,0,0,0,0.0819838190786059,0,0,0.151239436331227,0.0389294239255128,0,0,0,0,0,0,0,0,0,0,0.046112792717638,0,0,0,0,0,0.0276076811955041,0,0.0217275108963042,0,0,0,0,-0.0119203068384273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345621728488715,0,0,0,0.039921658074745,0.0184948594590914,0,0,0,0.0118624950728052,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103846133275969,0,0,0,0,0,0,0,0,0.1655584104394,-0.0120266211120679,0,0.145925000480366,0,0,0,0,0.0625868191909869,0,0,0.0178873346110253,0,0,0,0,0,0,0,0,0.106348500993724,0,0,0,0,0,0,0,0,-0.0133674535069801,0,0,0,0.0458996935834323,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0102554234374866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158304449413811,0,0,-0.0669661220194702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149029893404589,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.084314705755096,0,0,0,0.0825818515612442,0,0,0,0.0577593594801646,0,0,0,0,0,0,0.0347753491755593,0,0.0151949085610817,0,0,0,0,0,0.0394911976463242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305688906348166,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.396035995961602,0,0,-0.0394879823058805,0.0300074436522948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993512123065634,0,-0.126034642953677,0,0,0.0324855956337757,0,0,0.0691522287216634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218438652350708,0.144025322935393,0,0.02586102849781,0.0202890432241101,0,0,0,0.0188518715951352,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.0282174311935685,0.285754931691096,0,0.160245045920577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142162545801509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043212336422592,0,0,0,0.0740461673535102,0,0.0729900899835949,0,0.0947807810189238,0,0.00508862200407231,0.00571594047160843,0,0,0,-0.0255887302132206,0,0
X600795.SH,0,0,0.068553044080143,0,0,0,-0.0305210803902041,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0273535938161054,0,-0.0157098732337026,0,0,0,0,0,0.133852725985181,0,0.115578286788032,0,-0.0166606105612082,0,0,0,0,0,0,0,0,0,0,0,0.115378776251917,0,0,0,0.0206563603156416,-0.00140986689802835,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118087089666576,0,0,0,0,0,0,0,-0.0361080717058068,0.442950976876392,0.284798829475735,0,0.197341819907877,0,0,0.179449835490607,0.167744095132247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046961526153709,-0.0160334938322124,0,0,0,0.00483655509823231,0,0
X600352.SH,0,0,0,0,0,0,0.0879885426174284,0,0.0478718740342683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290456527662628,0,0,0,0,0,0,0,0.131482870388369,0,0,0,0,0.104686811089372,0,0,0,0,0.0252813530888261,0,0,0,0,0,0,0,0,0,0.017466284339563,-0.0183136806077238,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0146389452639213,0,0,0.168015002718553,0.0907776085108011,0,0,0,0,0,0,0,0,0,0.0582409376536929,0,0,0,0,0,0.01639914884108,0.131317344357356,0,0.0610622360561023,0,0,0.00864137498932604,0.0598410533516005,0.0669078516164506,0,0,0,0,0.0433162842718686,0,0,0,0,0.0677597031303335,0,0.0391083934312285,0,0,-0.00832821813490211,0.0202140598890906,0,0,0,0.0182246136634417,0,0
X000786.SZ,0,0,0,0.469991314198928,0,0.157178526149044,0,-0.0533764153868772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20198647976162,0,0,0,0,0,0.189490096005286,-0.0862298767537989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361000995861212,0,0,-0.019363798997891,-0.0206978974994883,0,0,0,-0.05123919380588,0,0
X600688.SH,0,0,0,0,0,0,-0.0399659013787966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125454231056524,0,0,0,0,0.0393519739498852,0,0,8.67361737988404e-19,0,0,0.0999425561292205,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373957382299205,0,0,0.00171598160368441,0,0,0,0,0.0525325284539402,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0.141207739792095,0,0,0.0683595541467877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121863647547072,0.527740619532376,0.180737288101766,0,0,0.0861896182884445,0.254657403201748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081761504628532,0.0197986212087472,0,0,0,0.0130847243389113,0,0
X002466.SZ,0,0,0,0,0,-0.042863483166284,0,0,0.0308409442667139,0,0.33818493818536,0,0,0,0,0,0,0,0.679513034276521,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178783687912102,-0.227068145163897,0,0,0.0241997637439324,0,0,0,0.0395035099894614,0,0
X600111.SH,0,0,0,0,0,0,0.0954724681126525,0,0.0460584917408765,0,-0.0626957265288422,0,0,0,0,0,0,0,0.185392506786311,0,0,0,0,0.121701901824888,0,0,0,0,0,0,0,0.0552121566128392,0,0,0,-0.00551169947258022,0,0,0,0,0,0,0,0,0,0,0,0,-0.11873724504819,0.0241772085122823,0,0.0223106661207467,-0.014652686009285,0,0,0,-0.0437373783994852,0,0
