,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X600795.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X600803.SH,X000408.SZ,X601699.SH,X601991.SH,X600486.SH,X600801.SH,X600219.SH,X600141.SH,X600295.SH,X000807.SZ,X600985.SH,X600027.SH,X601666.SH,X000932.SZ,X002080.SZ,X000830.SZ,X600157.SH,X000683.SZ,X600688.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.14771679548781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804837368055115,0,0,0,0,0,0,0,0,0.0683687273165349,0,0,0.111602195294874,0,0.0223182665542576,0,0,0,0,0,0,0.0611634123264494,0,0.124435933381037,0,0.00379463254026499,-0.0444050383768583,0,0,0,0,0,0
X601088.SH,0.190542039949331,0,0,0,0,0.11927810698597,0,0,0,0,0.198202977580799,0,0,0,0,-0.0162792429833954,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0840821527004859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135166750112901,0,0.0288987954799953,0,-0.0714103884629163,0,0,0,0,0,0,0.0203349862137311,-0.0302283309013935,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0441801288216465,0,0,-0.0197955198638343,0,0,0,0,0,0.0884101623709099,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.00328838629604653,0,0,0,0,0,0,0,0.00119992759317202,0.0398284932861194,0,0,0,0,0,0,0,0,0.0529979427723162,-1.73472347597681e-18,0,0,-0.00173674744022167,-0.0403498544539293,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0303818727935812,0,0,0,0,0,0,0.0368097179113897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435480086924782,0,0,0,0.0189132930306335,0.124049597083315,0,0,0,0,0,0.159846007520014,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0428655357602553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235266889879673,0.0239772661903136,0,0,0,0,0,0,0.409752422623522,0.0245686928281868,0,0,0,0,0,0,0.0266321983094292,0,0,0,0.00914481567612033,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.776507159841781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117714057472172,0.117363375423375,0.173636718590827,0,0,0,0,0,0,0,0,0,0,0.0317032788427537,-0.0445976945728506,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0158899061398745,0,0,0.511537188807869,0,0,0.144907021047637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148619649441431,0,0,0,0.03645896297062,0,0,0,0,0,0,0,0,0,0.0321453568058672,0,0,0,0,0,0,0,0,-0.0343811110355407,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.181895499538939,0,0.234371219191255,0,0,0,0,0,0,0,0,0,0,0.0804777378991635,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.086456458231626,0.0620256296893499,0,0,0,0,0,0.281221401506012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122050583876326,-0.0142114065277671,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.872629583381881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800052707905462,0,0,0,0,0,0,0,0,0,0,0,0.00602225110101559,0,0,0,0,0,0,0.0342164063638446,0,0,0,0,0,0,0,0.00086665999509479,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113403018484398,0,0.109502301735348,0.0163822481152565,0,0.546943312529427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.0618741372239536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116472931485887,0,0,0,0,0,0.120807993379128,0,0,0,0,0,0.0481550353798496,0,0,0,0,0,0.122874178695763,0.0357135709492512,0,0,0.164113719149489,0,0,0,0,0.0968025116178901,0,0,0,0,-0.00331307271556938,0,0,0,0,0,0
X600111.SH,0,-0.149122178890044,0,0,0,0,0.252881682720284,0,0,0,0,0,0,0,0.0606015697997679,0,0.213161733870554,0.116478411828855,0,0.265216799355528,0,0,0,0.0388515000848903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421680982375558,0,0,0,0,0,0.0564193356218412,0,0,0,0,0,0,0,0.0198188231875256,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865685266662004,0,0,0,0,0,0,0,0,0,0,0,0.0483517480482691,0,0,0,0,0,0,0,0.274369815977004,0,0,4.33680868994202e-19,0,0.17272149606898,0.0612643191838739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562618579071574,-0.21604057825822,0,0,0,0,0,0,0.180305921214806,0,0,0,-0.149177157167181,0,0,0.0414198698838923,0,0,0,0,0,0,0,0,0.801770415826888,0,0,0.00387914487577575,0,0,0,0,0,0,0.0677431064176438,0.0744163281272017,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171186724645882,0.111533772846795,0,0,0,0,0,0,0,0,0,0,0.0260095257567405,0,0,0,0,0,0.258277131678389,0,0,4.33680868994202e-19,0,0,0.0556806938622041,0,0.127499759387122,0,0,0,0,0,0,0,0.0138515169542344,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.161376011156582,0,0,0,0,0,0,0,0,0.0318434587289959,0.157557879752325,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0163911566803136,0,0.245610246061965,0,0,-0.24909825391411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563499161370574,-0.00602626319535595,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.257983563702228,0,0,0,0,0,0.00749249768477542,0,0,0,0,0,0,0,0,0,0,0.156465294234321,0,0,0,0,0,0,0,0,0,0,0.0181780936422656,0,0,0,0.223584740007938,0,0,0,0.0371622528166903,0,0,0,-0.00618660870771859,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.350761218612082,0,0,0,0.0757965473307206,0,0,0.164471016518859,-0.215042535396364,0,0,0,0,0,0,0,0,0,0.0705170993140047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313920536709466,0,0,0,0,-0.028904000596998,0,0.00792086507831863,0.0629410379812806,0,0.295560823333547,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255071592183501,0,0,0,0,0.0225720019391557,0.045080055313017,0,0,0,0,0.0574511612631249,0,0,0,0,0,0.300079681138558,-2.71050543121376e-20,0,0.0424366730684555,0,0,0,0,0,0,0,0,0,0,-0.0735844190135151,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00970985720120907,0,0,0,0,0,0,0.381622280931993,0,0,0,0,0,0,0,0,0.00700545110659817,0,0,0.000164139481247572,0,0.203570469326232,0.0218781998696761,0.0215641234167379,0.359147364105889,0,0,0,0.0139179757822996,0,0,0,0,0,0,0,0,-0.00824533916055575,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0426723552914064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130744557179709,0,0,0,0,0.110359082633386,0,0.0497270083387503,0.208149559638075,0.0177357826781844,0,0,0,0,0,0,0.0262348187935322,0,0,0,0.032004626672826,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00851854816135268,0.0239844405895907,0,0,0,0,0.28313587177126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851390201277338,0,0,-0.0259068221305376,0,0,0,0.0253162740405633,-0.0388080989700372,0,0,0,0,0,0,0,0.0763280434447234,0,-0.00860870636169265,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28517004968264,0,0,0,0,0,0,0.0380363369065483,0,0.0212940990888066,0.0154932251516434,0,0,0.0297030574065411,0,0,0,0,0,0.16689834120052,0,0,0,0,0,0,0,0,0.0980147023146936,0,0,0,0,-0.0736986390990978,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.065026797718228,0.0684965473235825,0.0890946771309703,0,0,0,0.168843858410308,0,0,0,0,0,0,0,0.0332938207440106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103223190764424,0,0.0397680597579518,0,0,0,0,0,0,0,0.0328373110245707,0,0.0348837063103436,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.142112472763927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520345179554919,0,0,0,0,0,0.125644573596497,0,0,0,0,0,0,0,0,0.09513452974123,0,0,0,0,0,0,0,0,-0.0563328194692085,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0379813777076372,0,0,0.153290409754981,0,0,0,0,0.0307375769926443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642968808103258,0,0.12580286787514,0,0,0.0264024674418084,0,0.108865916321149,0.170970559228157,0,0,0,0,0,0,0,0,0,-0.00303310890843789,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0.257498861948851,0,0,0,-0.0189578558735048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417537948330658,0,0,0,0,0.0476344257982385,0,0,0,0,0.253285577070085,0,0,0,0,-0.0233404851480365,0,0,0.053211981862965,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.0504738898165948,0.0653939953865616,0.348130838398398,0,0,0,0,0,0,0,0,0,0.0961963707790224,0,0,0,0,0,0.0493876544689986,0,0,0,0.0953825879538724,0,0,0,0,0,0,0.0311469122040949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0.126285031795844,0,0,0,0,0,0,0.0404672075587597,0.104700511571873,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.175857051806053,0,0,0,0,0,0.0684430467659141,0,0,0,0.0246835490189549,0,0.206822457350649,0,0,0,0,0.188051139652016,0,0.0647609027158891,0,0,0.0132717473020277,0,0,0,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0,0,0.272884403198923,0,0,0,0,0,0.0403544306886426,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594817569145214,0,0,0,0,0,0,0,0,0,0,0,0,-0.171826929076956,0.0128319076733985,0.00345612065954833,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151650388155229,0,0,0,0,0,0,0.0644894398749501,0,0,0,0,0,0,0,0.144572442731547,0,0,0,0,0,0,0,0.0603689552257166,0.071940042381749,0,0,0,0,0,0,0,0,-0.131929764495238,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.341699213035298,0.432524865956438,0,0,0,0,0,0,0,0,0,0,0,0.0315895592476073,0,0,0,0,0,0,0,0.0948418077995153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000850435248094818,-0.0652983490450267,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0.224425362288465,0,0,0,0,0,0,0,0,0.0434336965762616,0,0,0,0,0,0,0.414405256595595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286081378119635,0,0.157356700957872,0,0,0,0,0.0941425636198264,0,0,0,0,0.0259270603597846,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205695749059579,0.0509514514276144,0,0,0.0339254624997481,0,0,0,0,0,0,0,0.0406920880481256,0,0,0.00717022748109827,0.0590517461910467,0,0,0.126546025598203,0,0,0,0,0,0,3.46944695195361e-18,0,0.143428550257993,0,0,0.0986187255176723,0,0,0,0,0.0320052905635079,0,0,-0.0179201439822616,0,0,0,0,0,0
X600486.SH,0,0,0,0,0,0,0,0.193688282754311,0,0,0,0,0,0,0,0,0,0,0.023716847552732,0.0292167200994674,0,0,0,0.104638045819996,0,0,0,0,0,0,0,0,0,0,0,0,0.0813777656006864,0,0.0136146769199967,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.105739770449663,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911192964703173,0,0,0,0,0,0,0,0.0211445706798743,0.0723838943353831,0,0,0,0,0,0,0,0,0,0,0.0826857827619445,0,0,0.111935655058219,0,0,0,0,0,-6.93889390390723e-18,0,0.0399801610302915,0,-0.0189219004797411,-0.0281337426299376,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0.113436928303124,0.0161417481776941,0,0,0,0,0,0,0,0,0,0,0.424490442890573,0,0,0,0,0,0,0,0,0.0908332529163713,0,0,0,0,0,0,0,0,0,0.0820957379603697,0,0,0,0.00528060176127951,0.000534931771075578,0,0,0,0,0,0,0,0,-0.084211073909146,0,0,0,0,0,0
X600141.SH,0,0,0,0,0,0,0,0.0737738101191822,0.0638266771328966,0,0,0,0,-0.0468100855570455,0,0,0,0,0,0,0,0,0.0965901697857777,0,0,0,0.0031220972891088,0,0,0.351220914381514,0,0.193908778765004,0,0,0.0927602153789748,0,0,0,0.00147316747928271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600295.SH,0,0,0,0,0,0.159656288504204,0,0,0,0,0,0,0,0,0,-0.0434936586016461,0,0,0,0.0724973402518841,0,0,0.114356694057998,0,0,0,0,0,0,0,0,0,0.222774380946773,0,0,0,0,0,0,0,0,0,0,0.315493468792317,0,0,0,-3.46944695195361e-18,0,0,0,-0.0646764496936678,-0.0850938513711186,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829076002311492,0,0,0,0,0,0,0,0,0,0.0252626267347168,0,0,0.0545224737271935,0,0,0,0,0,0,0,0,0,0.246922247285647,0,0,0,0,0,0,0,0,0.0340149445599236,-0.0310788377919133,0,0,0,0,0,0
X600985.SH,0,0.178817825763486,0,0,0,0,0,0,0,0,0.197765905149897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347867179152038,0,0,0,0,0.0114507361598456,0,0.0663823287948117,0,0,0,0,0,0.0656446320420056,0,0,0,0.310189352535163,0,0,0,0,0,0,-0.0457627921695115,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.160787730670577,0.0435736519524615,0,0,0,0,0.026209827274421,0,0,0,0,0,0,0.267835797844417,0,0,0,0,0.0272307573995826,0,0,0.165858722505075,0,0,0,0,0,0.0734265377785673,0,0,0,0.00585831287687506,0,0,0,0,0,0,0,-0.0242267413699403,-0.0179254585149562,0,0,0,0,0,0
X601666.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182642974323375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657749462092629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193337878459967,0,-0.148406699377476,0,0.0139620350219838,-0.207278896476877,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,0.33840574157983,0,0,0,0,0.170303615772306,0,0.103990268628824,0,0,0.047582288961608,0,0,0.284431475402688,0,0,0,0,0,0,0,0,0,0.00989009665616727,0,0,0,0,0,0.0736200198115786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0418420792498539,0,0,0,0.0704418777218518,0,0.0828103386236986,0,0.0308801555878231,0,0,0,0,0,0,0,0,0,0.0268875198971123,0,0,0,0,0.0614916741378319,0,0,0,0,0,0,0,0,0,0,0,0,0.124254976352779,0,0,0,0,-0.01630280384543,0,0,0,0,0,0
