,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600027.SH,X600111.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600021.SH,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X000539.SZ,X000629.SZ,X000792.SZ,X600489.SH,X600547.SH,X600808.SH,X600660.SH,X000825.SZ,X000027.SZ,X000060.SZ,X002353.SZ,X600863.SH,X600578.SH,X600307.SH,X600008.SH,X000831.SZ,X000012.SZ,X000959.SZ,X000630.SZ,X600549.SH,X002470.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.524885250344462,0,0,0,0,0,0,0,0,0,0,0.0169342713684739,0,0,0,0,0,0,0,0,0,0.134034130265331,0,0,0,0,0,-0.0111633218263829,0,0,0.0347180560470346,0,0,0.0095283649854583,0,0,0,0,0,0,-0.0369601588027859,0,0,0,0,0.0331919456840052,0,0,0,0,0.0188165963799573,0,0,0,0,0,0
X600028.SH,0.66154646218753,0,0,0,0.0103908020393787,0,0.0303271469240028,0,0,0,0,0,0,0,0,0,0,0,0,0.0447745900940992,0,0,0,0,0.0681568800632456,0,0,0,0,0,0,0.00155090963116545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256353754008824,0,0,-4.33680868994202e-19,-4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.246749041377662,0.0987183422052169,0.179243796530483,0,0,0,0,0,0,0,0,0,0.0515860126277587,0,0,0,0,0.142386039354468,0,0,0,0,0.0749421737140686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000407472114995168,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0509241978789744,0.0862798952236601,0.136997196546101,0.00565837348026181,0,0,0.199700947253423,0,0,0,0,0.00665773156339781,0,0,0,0.183993352235815,0.0698831530645493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123179464251708,0,0,0,0,0,0,0,0,0,0,0,0,0.00959684815430619,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.185271840954134,0,0,0,0,0,0,0,0,0,0,0.0464487161429082,0.13414432016529,0.0462248492545029,0,0.345246645516839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316173190773556,0,0,0,0,0,0,0
X600795.SH,0.0233994873200244,0,0,0.153651028664858,0,0,0,-2.16840434497101e-19,0,0,0.208212513205284,0,0,0,0,0,0,0,0,0,0,0,0,0.044538782913385,0,0,0,6.93889390390723e-18,0,0,0,0.0718986575907326,0,0.00165552964544571,0,0,0,0.343652755728318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867406622782889,0,0,0,0,0,0
X600585.SH,0,0,0.351843660366642,0,0,0,0,0,0,0,0,0,0.0768378242707879,0,0,0,0,0,0.0681480996625521,0.115674431818245,0,-0.0193574578462319,0.0455472332775835,0,0.0112507213824039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931648478193913,0,0,0,0,0,0,0,0,0,-0.0193228563085266,-0.00249724113672021,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.076574139346249,0,0.0707590776020685,0,0,0,0,0,0,0,0,0,0,0.0430294135153321,0,0,0,0,0,0.132259668675988,0,0,0,0.0432855769575615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565637093319787,0,0,-0.0186464474429457,0.039332691205533,0,0,0,0,0,0
X601898.SH,0,0,0.0929161977774778,0,0.0718378912028324,0,0,0.0907444668867612,0,0.00316606969683043,0.0687765540672611,0,0,0,0,0,0,0,0,0,0,0,0,0.185149136107523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507163665604358,0,0,0,0,0,0
X600010.SH,0,0,0,0.143458350138989,0,0,0,0,0,0,0,0,0,0,0.026192321578521,0,0.198843670552584,0,0,0,0.0876434158839722,0,0,0,0,0,0,0.101049080595671,0,0,0,0,0.14031196586704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866252663098178,0.016919142743008,0,0,0,0,0,0
X601991.SH,0,0,0,0.368368209996996,0,0,0,0.160711642321452,0,0,0,0,0,0,0.0727036233973053,0,0,0,0.0507964782077669,0.0508615952199313,0,0.229394606560732,0,0,0,0,0,0.0284108691608361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114764123792898,0,0,0,0,0,0,0
X600688.SH,0.261662646004429,0,0,0,0.118773394695797,-0.0702814948932265,0,0,0.0249751403576018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098785424422178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643531357347571,0,0,0,0,0,0,0.118257560764962,0,0,0,0.0665062385553025,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0769976449034425,0.015846832925983,0.225770658967969,0,0.0116835574053452,0,0.350639732736591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401499632152817,0,0,0,0,0,0,0,0.119056885263351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087536943613915,0.0100544771195736,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122248733478872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284042211344748,0,0,0,0,0,0,0,0,0,0,0,0.0333401493614021,0,0,-0.00893412392218144,0.0144138425230267,0,0,0,0,0,0
X600027.SH,0,0,0,0.232199275558224,0,0.405599124752335,0,0,0,0,0.0997428991035459,0,0,0,0,0,0,0,0.00901521555058271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132582363753052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037558021933192,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051000122288586,0,0.0453461718308212,0,0,0,0,0,0,0,0,0.109541631972477,0,0,0,0,0,0.085360555849729,0.129878448787181,0.0328168422569482,0,0,0,0,0,0,0,0,0,0,0,0.0245075505218804,0,0,-0.00317556308831771,0.0113164797633889,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.00216771108851295,0.112328062148904,0.0443902888226034,0,0,0,0.0930193515822544,-1.38777878078145e-17,0.0957040240680768,0,0,0,0.00938045067260464,0,0,0,0.0820294961968202,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.283411413811331,0.0357877067607786,0.0761559310484682,0,0,0,0,0,0,0,0.0364982342367052,0,0,0,0,0,0,-0.00550149671879763,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,-0.0911519656360158,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.168959756590368,-0.0290115539575792,0,0,0,0,0,0,0,0,-0.161449719950581,0,0.0116070668220465,0.0958800374665938,0,0,0,0,0,0.247622097512836,0,0,0,0.102365380629731,0,0,0,0,0,0,0,0,0,0.0448395763618608,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.145596375124084,0,0,0,0.0322842129486627,0,0,0.0223199407680418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446710618356918,0.165648053579972,0.0212061879133429,0,0,0,0,0,0,0,0,0,0,0,-0.0505779858895904,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.145467157571676,0,0,0,0.234941883247542,0.0866969245071648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910983658598741,0,0.0505344081147244,0,0,0,0,0,0,0,0,0,0,0.0588310652294122,0,0,0,0,0,0,0,0.0760309284557275,0,0,0,-0.0454019436844805,-6.93889390390723e-18,0,0,0,0,0,0
X000709.SZ,0,0,0,0.0220330344038277,0,0,0,0,0,0,0.12140020118475,0,0,0,0,0,0,0,0,0,0,0,0,0.579897890426486,0,-0.000425739849719092,0,0.0699778373235674,0,0,0,0.0445065719138917,0,0,0,0,0,0,0.0127516187385353,0,0,0,0,0,0,0,0,0,0,0,-0.0452392648507423,0.00515580490037139,0,0,0,0,0,0
