,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600660.SH,X600547.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X600795.SH,X000807.SZ,X601991.SH,X601699.SH,X000786.SZ,X000983.SZ,X600803.SH,X002353.SZ,X002080.SZ,X600489.SH,X600096.SH,X000630.SZ,X000825.SZ,X600801.SH,X000932.SZ,X600688.SH,X600027.SH,X600141.SH,X000959.SZ,X000960.SZ,X600157.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.00177827407629434,0,0,0,0.00137751132135065,-0.0356861788377963,0,0,0,0,0,0.191433744798117,0,0,0,0,0,0,0,0,-0.0239431666800607,0,0,0.0952400385623316,0,0,0,0,0,0,0,0,0,0,0,0.197012350059879,0,0,0,0,0,0,0,0,0,0,-0.0206341030264003,0,0,0,0.0160497021609165,0,0
X601088.SH,0,0,0,0,0,0,0,0.0921506641292967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258056561289224,0.238020807074883,0,0.131592481362867,0,0,0,0,0,0,0,0,0,0,-0.0127058646269723,0,0,0,0,0,0,0,-0.00133382166216626,0,0,0,0.0205385430831916,0,0
X600028.SH,0.111536983070958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596581519584303,0,0,0,0,0,0.031030500696705,0,0.0839895618618707,0,0.0483537131439974,0,0,0,0,0,0,0,-0.0308744005373554,0.020968181935756,0,0,0,0.00945885627336144,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0134044420557902,0,0,0,0.124230598862533,0,0,0,0,0.0669932441895039,0,0,0,0,0,0,0,0,0,0.01750469675471,0.0635353806151484,0,0,0.00272355218030025,0,0,0,0,0,0,0.0320402940653806,0,0,0.010222319857491,0,-0.0173143460785863,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.113858455715685,0.0115781541340531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134954295636351,0,0,0,0,0,0,0,0,0.385593636902387,0,0,0,0,0,0.00764404212718301,0,0,0,-0.00262921697813448,0,0,0,0,0.00392161143993743,0,0
X002460.SZ,0,0,0,0,0,0,0,0.126042980038812,0,0,0,0.391125718762377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.040543567334131,0,0,0,0,0,0,0,0,0.182260339854718,0,0,0.0251651631343465,0,0,0,0,0,0.147779970417976,0,0,0,0.109382262890762,0,-0.0114906200429074,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.419673106104379,0,0,0,0,0,-0.198213696427039,0,0,0,0,0,-0.0257753747139737,0,0.321069045334169,0,0.0481598747721262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229068564522451,0,0,0.0179955591405831,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0530590432950027,0,0,0,0,0.0509504682646045,0,0,0,0,0,0,0.0849165759601392,0,0,0,0,0,0,0,0,0,0.0324716923844517,0,0,0,0,0,0.529194526420891,0,0,0,0,0,0,0,0,0,0,0.0585043357239685,0,0,0,0,0,0,-0.0571597944699372,0.0987134573515248,0,0,0,0,0,0
X600019.SH,0,0.0055179098631276,0,0,0,0,0,0,0,0,0.0711138426119435,0,0,0,0,0,0,0,0,-0.00617707415540986,0,0.020214338057688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426992611761488,0,0.135646643844475,0.089550133349455,0.389626913244184,0,0,0,0.0549429358963587,0.0485927380244339,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0565866162850387,0.00213349723178023,0,0,0,0,0.0424113282877594,0,0.110590741801607,0.0348991385702908,0,0,0,0,0,0.0746788150518791,0,0,0,0,0,0,0,0,0,0,0,0.00788506594718097,0,0,0,0,0,0.0385768384311542,0,0,0,0,0,0,0,0,0,0,0.235732727467296,0,0.00971175077419847,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.145407885078497,0,0,0,0,0.0997190992264138,0.0567031443328568,0,0,0,0,0,0.0506984418671756,0,0,0,0,0,0,0.243107675877299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361076034290326,0,0,0,0,-0.0490147579612571,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.0884034388378853,0,0,0,0,0.580697122483241,0.197809539420057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119666064800483,0,0,0,0,0.0403840257893881,0,0,0,0,0,0,0,0,0,0,0,0,-0.126399169177182,0,0,0.0864162407839937,0,0.156199350373937,0,0.00869447754728469,-0.0136707088866252,0,0,0,-0.00863585781348068,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27977346014372,0,0,0.0792076674262912,0,0,0,0,0,0,0,0,0,0.0751043540261027,0,0,0,0,0.0530549495693562,0,0,0,0,0.0407673343997072,0,0.01543577000992,0,0,0.0850531935737712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754640390413392,0,0
