,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X002466.SZ,X601992.SH,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600352.SH,X000553.SZ,X601699.SH,X000408.SZ,X002271.SZ,X600027.SH,X600219.SH,X600489.SH,X000983.SZ,X002110.SZ,X600339.SH,X600808.SH,X002092.SZ,X000959.SZ,X601158.SH,X000630.SZ,X000883.SZ,X600299.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.561060035801138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118468819020614,-0.0745668573153721,0,-0.00338792006856937,4.33680868994202e-19,0,0.0234962225967913,0,0.0162495851010994,0,0,0,0.0180185682275309,0,0,0,0.0719045447150172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081199058882732,0,0,0,0,0,0,0
X600028.SH,0.333581063422423,0,0.0309928304683938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810918120879011,0,0,0,0,0.0537608647333747,0,0,0,0,0,0,0,0,0,0,0,0,-0.0860470321935536,0,0,0,0,0,0,0,0,-0.0101342537096557,0.0283569689228931,0,0,0,0,0,0
X601088.SH,0,0,0,0.0527895289336022,0.254986804470549,0,0,0,0.0243198840942021,0,0,0,0,0,0,-0.0509563632306535,0,0,0,0,0,0,0,0,0,0.0219063806869071,0,0,0,0,0,0.0897235082218133,0,0.139504066981905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140174124554377,0,0,0,0,0
X600019.SH,0,0,0.141574855846955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205279820045421,0,0,0,0,0,0,0.23469076539651,0.0221666477926842,0,0,0,0,0,0,0,0.0499350403975413,0,0,0,0,0,0,0.281742421327654,0,0,0,0,0,0,0,0,0.0096464639710232,0.0140792475749405,0.24234608012164,0,0,0,0,0
X600585.SH,0,0,0.402249647142747,0,0,0,0,0,0,0,0,0,0,-0.00042601475018633,0.210918640017652,0,0,0.0504608662338241,0,0,0,0,0.0845001812119273,0,0,0,0,-0.205168184731531,0,0,0,0,0,0,0,0,0,0,0.0156597583507849,0,0,0,0,0,0,0,0,0,0,-0.011108814629285,0.0263238325157721,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0399996530308236,0,0,0,0,0,0,0,0,0,0,0,0.01320859730598,0.0113111957730911,0,0,0,0,0,0,0,0,0.0534493706381919,0,0,0,0,0,0,0,0,0,0.303322271433172,0.128788939342413,0.0137410169776068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890968089429251,0,0,0,0,0,0,0,-0.0726604431677553,-0.0188147021226708,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0833527652515234,0,0,0,0,0.00685377211092697,0.00820272416556774,0,0,0,0.0924994185102579,0,0.129529753596992,0,0,0,0,0,-0.00757627930455665,-0.0286570813338825,0,0,0.00471375807657159,0,-0.0312589793144642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079680233013725,0.0105995097700492,0,-0.00799664638133084,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769596623385817,0,0,0,0,0,0,0.112490548626418,0.0498429763651054,0,0,0,0,0,0,0,0,0.25303141041922,0.115866965558688,0,0,0,0,0,0,0,0.229897817033366,0,0,0,0,0,0,0,0,0.00907361431282667,-0.0112715744809775,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.181198780577202,0,0,0,0,0,0,0.025725673410183,0,0.0358629811259018,0,0,0,0,-0.0222432950491777,0,0,0,0,0.0134399764349143,0,0,0.0242506742152201,0.0530659814584151,0.0152294164024411,0,0,0,0,0.0992685080828513,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.091165293501132,0,0.000899964065089604,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,-0.0327486189727531,0,0,0,0,0,0,0.169445472613607,-0.0203515164005637,0,0,0,0,0,0,0,0,0,0.00169695467710459,0,0,0,0,0,0,-0.0343686327364116,0.0483438292133601,0,0,0,0,0,0,0,0,0,0,0.0532828478932592,0,0,0,0,0,0,0,-0.0230780409115391,0.0299164613646494,0,0,0,0.0751226988766397,0,0
X600660.SH,0,0,0.0142640650327663,0,0.0358114703949272,0,0,-0.0760379317666558,0,0,0,0,0,0,0,-0.0142865098395224,0,0.0559974235029014,0,0,0,-0.108059284242773,0.256853324573222,0,0,0.0244582374243191,0,0,0,0,0,0,0,0.0833845487994835,0,0,0,0,0.0368574554242249,0,0,0,0,0,0,0,0,0,0,-0.013683325303185,0.022039913926706,0,0,0,0,0,0
X600362.SH,0,0,0,0.131394145068158,0,0,0,0,0.00563182523230889,0,0,0,0,0,0,0,0,0,0,0,0.445542518913211,0,0,0,0,0,0,0,0,0,0,0,0,0.060373312718558,0,0,0,0,0,0.0377275787534413,0.111171804325466,0,0,0,0,0,0,0,0,-0.00108274853901488,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152419695818136,0,0,0.118020825792366,0,-0.0601026363921094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218630288391795,0.0140022693750866,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507701562257111,0,0,0,0.715686689060151,0,0,0,0,0,0,0,0.0328125185951202,0,0,0.154417754479714,0,0,0,0,0,-0.046065905468081,0,0,0,0,0,0,0,0,0,0,-0.0173785640384802,0.0564960317518011,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815582767920037,0,0,0,-0.0701643193059434,-0.0363260049254906,0,0,0,0,0,0,-0.0983847871594707,0.196665494907355,0.0193641775284125,0,-0.0231838832874863,0,0,0.325572032520073,0.085754949260734,0,0,0,0.0776296760442285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.1864102896092,0,0,0.0671717613057736,0,0,0,0,-0.0499275482818249,0,0,0,0,0,0,0,0.0257555265050427,0,0,0,-0.0351489979375898,0,0.0100514433981783,0,0.0318955354373871,0,0,-0.0114490433719056,0.0855057850043825,0,0,0,0,0.00815493141476748,0,0,0,0,0,0,0,0,-0.00459861432194127,0,0,0.0485041452958423,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0.0878721407533743,0.237956918469264,0.0844652850080712,0,0,0,0,0,0,0.143574555322532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881926056402075,0,0,0,0,0,0.479885644074957,0,0,0,0,0,0,0,-0.0642396450752449,0.0480288581402443,0.112601230941719,0,0,0,0,0
X600547.SH,0,0,0.00873630074532958,0,0,0,0,0,0,0,0,0,0,0,0,0.14856695389799,0,0,0,0,0,-0.0457778343444902,0,0,0,-0.0656245862544713,0,0,0,0,0,0,0,0,0,0,0.55568444944175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00619848414042772,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.126946737561118,0,0,0,0.0840777194996812,0,0,0,0.0490035199226858,0,0,0,0,0,0,0,0.00581968512239622,0,0,-2.16840434497101e-19,0,-0.03564054322685,0,0,0.032107207998859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123693255558415,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.367330524085868,0.00119191731393711,0,0,0,0,0,0,0,0,6.93362399794366e-05,0,0,0.0125579919086393,0,0.208894582057606,0,0,0,0,0,0,0,0,0,0,0,0.0179389178503723,0,0.212852495927796,0,0,0,0,0,0.0661253528903038,0,-0.0106221877896936,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699533961635517,0,0,0,0,0,0.179150297411673,0,0,0,0,0.0545548537714546,0,0.106884182491261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386797914081717,0,0,0,0,0,0
