,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600157.SH,X600362.SH,X600688.SH,X600188.SH,X600886.SH,X600027.SH,X600111.SH,X000709.SZ,X000883.SZ,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X601158.SH,X600021.SH,X600352.SH,X600309.SH,X000898.SZ,X000629.SZ,X600307.SH,X000792.SZ,X000060.SZ,X002075.SZ,X600808.SH,X600489.SH,X000825.SZ,X600863.SH,X600098.SH,X600547.SH,X600008.SH,X600578.SH,X002353.SZ,X600660.SH,X002470.SZ,X600022.SH,X601918.SH,X000831.SZ,X000012.SZ,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.135673399076786,0,0,0,0,0,0,0.0197932767213685,0,0,0,0,0,0,0,0,0,0,0,0,0.0808998964957062,0,0,0,0,0,0,0,0,0,0,0.0913119943822427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907492739556933,0,0,0,0,0,0.0017906700498078,0,0,0,0,0,0
X600028.SH,0.482368680330429,0,0,0,0.0301559021755644,0.067922785873118,0,0,0,0,0.0300309639119881,0,0,0,0,0,0,0,0,0,0.00441342283323456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511707391226037,0,0,0,0,-0.01134817662027,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.145402956815076,0,0,0.0676278503583665,0,0,0,0,0,0,0.0296698214698408,0,0,0,0,0.0317864803537111,0,0,0,0,0,0,0,0,0,0,0,0.133189832386795,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0579775066891391,0,0,0.0927013257131051,0,-0.0154337197187635,0.00469124131752677,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160921974284333,0,0,0.0286009005750613,0,-4.33680868994202e-19,0,0.0523656941417714,0,0,0,0,0,0,0.131942425837586,0,0.107291702852248,0,0,0,0,0,0,0.215632930566229,0,0,0,0,0,0,0.0217042940608515,0,0,0.0041145418881952,-0.00111921714259499,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.114081334582982,0,0,0,0.113566342890123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485456401698101,0,0,0,0,0,0,0.0381170592125107,0,0,0,0.169266389760194,0,0,0,0,0.244971523664137,0,0,0,0,0,0,0,0,0,-0.00353463978340904,0,0,0,0,0,0,0
X601898.SH,0,0,0.119154266351736,0,0,0,0.156476962207351,0,0.0738510745401313,0,0.140346028872365,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0145885830863909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883422496077088,0,0,0,0,0,0.0756096752975473,0,0,0,0,-0.00725815819492792,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0955970324724058,0,0,0.0756879893761359,0,0,0,0,0,0,0,0,0,0.149087920890341,0,0.0272644586058472,0,0,0.0690484989992687,0,0,0,0,0.173068023142388,0,0,0,0.0791752492644124,0,0.0571950518650627,0,0,0,0,0,0,0,0,0,0,0.0986439784321323,0.00353256268027187,0,0,0,0,-0.000948127416176474,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.121377364740078,0,0.0460564554449705,0.075391315002443,0,0,0,0.00669963135567492,0.208286661846644,0,0,0,0,0,0,0,0,0.0751807935436312,0,0,0,0,0,0,0,0,0,0,0,0.160758312199527,0,0,0,0,0,0,0,0.077717061477693,0,0,0,0,0,0,0.0102424136799287,0,0,0,0,0,0
X601600.SH,0,0.105970909030974,0,0,0,0,0,0,0,0,0.135284164253078,0.0262673476932285,0,0.0419078683120604,0,0,0,0,0,0,0,0.00188999525279722,0,0,0,0,0,0,0,0,0,0,0.210837133033343,0,0.165065766429305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168571402877848,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0750116400741021,0,0,0,0,0,0,0.240064183102691,0,0,0,0.0338241926268055,0,0,0.0435046370837284,0,0,0,0,0,0,0,0.0250693974275576,0,-3.46944695195361e-18,0,0,0,0,0.0508416936102628,0,0,0,0,0,0,0,0,0.0334687213667588,0,0,0.110465096173864,0,-0.0224716357961812,-0.0284431318214019,0,0,0,0,0,0
