,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600795.SH,X600660.SH,X002466.SZ,X600188.SH,X601992.SH,X300072.SZ,X600362.SH,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X600176.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600352.SH,X600219.SH,X600489.SH,X600808.SH,X000959.SZ,X600299.SH,X600339.SH,X002271.SZ,X601158.SH,X000723.SZ,X000883.SZ,X000983.SZ,X601699.SH,X002092.SZ,X000630.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.426794984506109,0,0,0,0,0,0,0,0,0,0,0,0.0166467395483698,0,0,0.0283698987507626,0,0,0,0,0,0,0,0.0146484566392973,0,0,0,0,0,0.016623087574562,0,0,0,0,0,0,0,0,0,0.0286660913213101,0,0.0221640272337534,0,0,0,0,0,0,0,-0.02153213556536,0.0146216074705047,0,0,0,0,0,0
X600028.SH,0.471901175791982,0,0,0,0.135571216450835,0.00839208053986888,0,0,0,0,0,0,0,0.00509893706022707,0,0,-0.011173480924767,0,0,0,0,0,0,0.0344478839354933,0,0,0,0,-0.0181256267862304,-0.0408113764725969,0.013645851492792,0,-0.0179902693592878,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.00462432031952283,0,0,0,0,0,0
X601088.SH,0,0,0,0.111792545753156,0,0.107998506725613,0,0,0,0,0,0.566948052536668,0,0,0.0243797899939674,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0746683609736592,-0.0126346317015952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783732097513613,0,0,0,0.0583147911465241,-0.0376666370753865,0,0,0,0,0,0
X600019.SH,0,0,0.108310930017862,0,0,0,0,0,0,0,0,0,0.127552147339577,0,0,0,0,0,0,0,0,0,0.0918278612056514,0.134967286342557,0.025764552788604,0,0,0,0,0,0,0,0,0,0,0,0.158349863730007,0.0156006842006492,0,0,0,0,0,0,0,0.0225333482351355,0,0,0,0,0,-0.0216620555856578,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.212026797179088,0,0,0,0,0,0,0,0,0,0,0,0,0.0184456185865042,0,0,0,0,0.0210211163789194,-0.0567115588916385,0,0,-0.227634706718323,0,-0.0729994904541532,0.136046214711638,0,0,-0.0493744670529804,0,0,-0.127992018118849,0,0,0,0,0,0,0,0,0.00725788124130651,-0.13278392288042,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474882735889998,-0.0290485186859587,0,0,0,0,0,0
X600010.SH,0,0,0,0.017098079389383,-0.0811664132382309,0,0,0.0454111908890792,0,0,0,0,0,0,0.0510151153596701,0,0,0.103350797408154,0,0,0,0,0.018605313736241,0,0,0.0918242132416283,0,0,0.069216686644801,0.00789640850347614,0,0.051675255044909,0,0,0,0,0.194254798403145,0,0,0,0,0,0,0,0.0130973452592209,0,0.0236742765396794,0,0,0,0,0.00462831844990529,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677603284259715,0,0,0,-0.0234818268711088,0,0,0,0,0,0,0,0.0355403850910519,-0.0699817392441652,0,0,0,0,0,0,0,0,0,0,-0.121539603608333,0,0,0,0,-0.0119349308468892,0.251674228390856,0,0,0,0.0634437772625539,0,0,0,0,0,0,0
X600011.SH,0,0,0.0233668280998616,0,0,0,0,-0.00458421559427171,0,0,0,0,0,0,0.137457061318405,0.0282804644001835,0,0,0,0.0848724824070564,0,0,-0.0458039926077034,0,0,0,0,0,0,0.0271534767142648,0,0,0,0,0,0,0,0,0.0123996261486731,0,0,0,0,0,0.0429957619290485,0,0,0,0,0,-0.0121266992377013,0.014963582660965,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287557267661335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265413209390449,0.0182593167877413,0,0,0,0,0.0833294719245894,0,0,0,0,0,0,0,0.107913672165059,0.0199193480992309,0,0,0,0,0,0,0,0,0,0,0,0
