,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X002466.SZ,X300072.SZ,X600188.SH,X601992.SH,X601991.SH,X600362.SH,X600547.SH,X002460.SZ,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000786.SZ,X000709.SZ,X600027.SH,X600157.SH,X600176.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600352.SH,X600339.SH,X600489.SH,X600808.SH,X600219.SH,X000959.SZ,X002271.SZ,X000723.SZ,X601158.SH,X600299.SH,X000883.SZ,X000825.SZ,X002092.SZ,X000630.SZ,X002470.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.214116580215031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383062252254534,0,0,0,0,0,0,0,0,0,0,0.0312278151739452,-0.0048984074499946,0,0,0,0,-0.0158108628938633,0,0,0.0495150346195886,0,0,0,0,0,0,0,0,0.00604626123781742,0,0.0111581615827425,0,0,0,0,0,0
X600028.SH,0.326854944275035,0,0,0,0.125360362111407,0,0,0,0,0,0,0,0,0.00167270002454564,-0.00155318847679048,0,0,0,0,0,0,0.00804939517865454,0,0.0382893535153073,0.00468393293542327,0,0,0,0,-0.0592880858815045,0,0.0250821229558894,0,0,0,0,0,0,0,0.00681531412794365,0,0,0,0,0,0,0,0,0,0,0,0.00517318887842521,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0433728503748656,0,-0.048813063595516,0,0,0,0,0.896299309654888,0,-4.33680868994202e-19,0,0,0,0,0,0,0.160440214429189,0,0,0,0,0,0,0,0,0,-0.0631909386720081,-0.00113156524187726,0,0,0,0,0,0,0,0,0,0,0,0,0.093005104583926,0,0,0.0101563586022078,0,0.0126251346518252,-0.0115678809671372,0,0,0,0,0,0
X600019.SH,0,0,0.114607282543135,0,0,0,0,0,0,0,0,0,0,-0.0297466412246503,0,0,0,0,0,0,0,0.0737525907127248,0,0.355950223090355,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0693737956094061,0,0,0,0,0,0,0,0,0,0,0,0.151904854690397,0,0,0,0,0,0,-0.00889195791728725,0,0,0,0,0,0
X600585.SH,0,0,0.0554772348626285,0,0,0.100111446055894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241927819002646,0,0,0,0,0,0,-0.0761216359845212,0,0,0,0,0.176071491304054,0,0.343571468461432,0,-0.167096819454739,0,0,0,-0.118418725613028,0,0,0,0.00810588589716336,0,-0.0643706950311308,0.0551923088974803,-0.0121907895592716,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537714010437867,0,0,0,0,0,0,0.0168260246218065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139691738977764,0,-0.00730419143337585,0,0,0,0,0.0882174151306959,0,0,0,0,0,-0.0673699115151717,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0940866955000443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825487214521042,0,0,0,0.00992729897199722,0,0,0,0,0,0,0,0,0,0,0.242637058791502,0,0,0,0,0,0,0,0,0,0,0,0.0975524228369361,0,-0.00422440482700289,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194767451754079,0,0,0,0,0,0.0522261303426543,0,0,0,0,0.183897793122905,-0.275536624642645,0,0,0,0.197584044271512,0,0,0.0288976147435115,0,0,0,0,0,0,-0.162566327133654,0,0,0,0,0,0.232451397787595,0,0,0,0,0,0.0128111839253219,0,0,0,0,0,0
X600011.SH,0,0,-2.16840434497101e-19,0,0,0,0,-0.0479950279029021,0,0,0,0,0.0562310848128812,0,0,0.0463337196329454,0.15026162159213,0.187426007454456,0,0,-0.015537660774129,-0.0258704012456564,0,0,0,0,0,0,0,0,0,0,0.0290337025770329,0,0,0,0,0,0.0509471737126181,0.0178045131933977,0,0,0.0450583266023332,0,0.0157825712837774,0,0,0,0,0,0,0.00641572370878069,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0265508692333719,0,0,0,0,0,0.0143116744080082,0,0,0.296925241295688,0.0474580332456736,0.0682337204853374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100557866477177,0,0,0,0,0.047419354311931,0,0,0,0,0,0,0,0,0.0325450997314084,0,0,0.141000673884409,0,0.00497363239317517,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0340813325116457,0,0,0,0,0,-0.057436224703095,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0477999885857043,0.0485706514444079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151605250026272,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654226934327993,0,0,0,0.00370456884952877,0,0,0,0,0,0,-0.015951897300553,-0.0240101871114968,0,0,0,0,0,0.0774488108286844,-0.0864659027358284,0,0,0,0.0388691774889804,0,0,0,0,0,0,0,0,0.0183623001080454,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.064659768636712,0,0.2189748933285,0,0,0,0,0,0,0,0,-0.12717722316442,0,-0.169504678187538,0,0,0.112950313603033,0.0201368200680925,0,0,0,0,0,0,0,0,0,0,0,0.0607186319056513,0.0465363358420152,0,0,0.0424845912929405,0,0,0,0,0,0,0,0,0,0.0490149289958006,-0.0249762276354491,0,0,0,0,0,0
X002466.SZ,0,0,-0.0855754274766251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67436866431345,0.137596558597641,0,0,0,0,0,0,0,0,0,0,0.0387435314007671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00340957622679956,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384664450312228,0.116235132610168,0,0,0,0.0677442495360723,0,-0.0769352935327108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246255191463351,0.0436498217139299,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.220436885466057,0,0,0,0.0181555895987084,0,0,0.0231163999864477,0,0.145789434712159,0,0,0.0431123485066673,0,0.0274119503238407,0,0,0,0,0,0,0,0,0.0280414546448832,0,0,0,0.0254290945077261,0,0,0,0,0,0,0,0,0,0,0,0.275216909979744,0,0,-0.00469008518271303,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.125612927739351,0,0.161015497215827,0,0,0,0.00318780392090987,-0.0624847918442151,-0.0200716032021732,0,0,0.138869771065204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125935847840521,0,0,0,0,0,0,0
X601991.SH,0,0,-0.030486203230718,0,0,0,0,0,0,0,0,0,0,0.0290338998823806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177211569893157,0.0520939320890716,0,0,0.0625120033910913,0,0.00872627378535583,0,0,0,0.10232937338633,0,0.08074167931077,0,0,0.066154753996605,0,-0.0212740278594775,0,0,-0.00762712980828192,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034416268896996,0,0,0,0,0.0142858535535474,0.0925883146217837,0,0.052116027663757,0,0,0,0,0,0,0,0.0256912756572496,0,0.0556405302366606,0,0,0,0,0,0,0,0,0,0,0.0631395960207494,0,0.394135400042682,0,0.0880407818213954,0,-0.00908301135795586,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.0698508553483597,0,0,0.0490465465346474,0,0,0,0,0,0,0,0,0.0523235755738536,0,0,0,0,0,0,0,0,-0.0557257654625937,0,0,0,0,0,0,0,0,0,0.571953604251881,0,0,0,0,0.0253480586224302,0,0,0,0,0,0,0,0,0,0,-0.00573221334647587,0,0,0,0,0,0
X002460.SZ,0,0,0,0.198755673669502,-0.0223402614164325,0,0,0,0,0,0,0,0,0.797767053517841,0,0,0,0,0,0,0,0,0,0,0,0.0231749412104461,0,0,0,0,0,0.0159638521028395,0.174880802866067,0,0,0,0,0,0,0,0.039812940687713,0,0,0,0,0,0,0,0,0,0.00919181662493076,-4.33680868994202e-19,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043574918433048,0,0,0,0,0.314614484446158,0,0,0,0,0.565156208496795,0.181697576470371,0,0,0,0,0,0,0.0776190115051443,0.141504191236216,0,0,0,0,0,0,0,0,0,0,0,0,0.0292526686680015,0,0,0,0,-0.0456883121088394,-0.0117812274136121,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.043587820880664,0,0,-0.115401346535847,0,0,0,0,0,0.0181092977896735,0.0107214594460176,0,0.0812237349447057,0,0,0.145065358304174,0,0,0,0,0,-0.00275495852507366,0,0,0,0,0.125143429560808,0,-0.00766138648206756,0,0,0,-0.0234727664013374,0,0,0,0,0,0,0,0.0273695992677534,0,0,0,0,-0.137301203124269,0,0.00450136511550587,0,0,0,0,0,0
