,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X600795.SH,X601992.SH,X600188.SH,X600362.SH,X600111.SH,X600660.SH,X002460.SZ,X601991.SH,X600547.SH,X300072.SZ,X600516.SH,X600886.SH,X000792.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600027.SH,X000807.SZ,X600339.SH,X000408.SZ,X600219.SH,X600489.SH,X000959.SZ,X600549.SH,X600808.SH,X002271.SZ,X000723.SZ,X000983.SZ,X600352.SH,X601158.SH,X002092.SZ,X000883.SZ,X000553.SZ,X000630.SZ,X600299.SH,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0511287214609994,0,0,0,0,0,0,0,0,0,0.024624619633033,0.0271984529890662,0,0,0,0,-0.0331257262066205,0,0,0,0,0,0,0,0,0.0146571521734651,0,0,0,0,-0.0035734871864714,0,0,0,0,0,-0.0187690603818541,0,0.0290357080736923,0,0,0,0,0,-0.0207112013129511,0.0182644764191074,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0893759730114001,0,0,0.0136395181474327,0,0,0,0,0,0.0138028632892434,0,0,0,0,0,0,0,0,-0.0105507705318685,0,0,0,0,0,0,0,0,0,-0.0159147178318178,0,0,0,0,0,0,0,0.0172949666375271,0,0,0,0,0,0,0,0,0,-0.0186510721629818,0.0141421991432605,0,0,0,0,0,0
X601088.SH,0,0,0,0.0590443536804966,0,0,0,0,0,0,0,0,0.578470953012783,0,0,0,0.0503725359022377,0,0,0,0,0,0.0322849290456817,0,-0.092645925295544,0,0,0,0,0,0,-0.0722413923927411,-0.0224165540947917,0,0,0,0,0.0399349261344788,0,0,0,0,0.0319591012850035,0,0,0,0,0,0.0686512980833161,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.0221020591700386,0,0,0.142873150974901,0.0609149042481824,0,0,0,0,0,0,0,0,0,0.0260054548085442,0,0,0,0,0.0277885689804645,-0.00814725426014831,0,0,0,0.0848093006193761,0,0,0,0,0,0,0,0,0,0.363448543911117,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527685282054874,-0.0284808517817892,0.0213541766160262,0,0,0,0,0,0
X600585.SH,0,0.221298462973304,-0.104483523429036,0,0,0,-0.0403228995897705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499329092623999,0,-0.12513991850743,0,0,0,0,0.220864661087574,0,0.178292219946573,0,0,0,-0.00373180060008673,0,0,0,0,0,0,-0.00731755178908354,0,0.0574585187357046,0,0,0,0,0,-0.04737434615158,0.0379944825498703,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126736218265125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12602061064552,0.173924093423347,0,0,0.156899248222965,0,0,0.054946038630709,0,0,0,0,0,0,0,-0.000716557098657766,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.07411607455482,0,0.152867827411895,0,0,0,0,0.0442491758139597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464453403003492,0,0,0,0,0,0.114964268620625,0.213759433931894,0,0,0.102114415231483,0,0,0,0,0,0,0,0,0,0,-0.0243362838089397,-0.00093942015960453,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264416291428017,0,0,0,0,0,0,0.0137283893873064,0,-0.0409522936344943,0,0,0,0,0,0,0,0,0,0,0.0185932931545938,0,0,0,0.0261958898812782,0,0,0.0746093439180856,0,0,0,0,0,0.0685626672194079,0,-0.0161645217787329,0.0252870528606595,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0106019463952364,0,0,0,0,0,0,0,0,0.00398088733826354,0,0,0,0.0910220277836712,0,0,-0.0330793564608042,0,0,0,0,0,0,0,0,0.0281434138165081,0,0.0496307427706082,-0.0604644776747643,0,0,0,0,0,0.0734118666987328,0,0.0417377485257921,0,0.0688115902607106,0,0,0,0.0406947596764236,0,0.00917561113171356,0.00322572428686185,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0861546411432921,0,0,0,0,0,0,0,0.0392865296083422,0.0713412285146766,0,0,0,0,0,0,0,0,0,0,0.187065502013677,0,0,0,0,0,0,0,0,0.0944405247568035,0.0444582929219134,0,0,0.0896339776298903,0,0,0,0,0,0,0,0,0,0,0,0.00844680181742241,0,0,0,0,0,0
