,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X000630.SZ,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000709.SZ,X000898.SZ,X000883.SZ,X002470.SZ,X600352.SH,X600021.SH,X600660.SH,X600623.SH,X601918.SH,X600098.SH,X000792.SZ,X600863.SH,X600489.SH,X002004.SZ,X300072.SZ,X600578.SH,X600022.SH,X600547.SH,X000060.SZ,X600808.SH,X600008.SH,X600160.SH,X000629.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.675594740182426,0.00725992064897197,0,0,0,0,0.0385334226257335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352066439264417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268525534013682,0,0.0294648831579891,0.0521834765969685,0,0,0,0
X600028.SH,0.060022024574968,0,0.00486244681016014,0,0,0,0,0.0332913637529033,0,0,0,0,0,0,0,0,0,0,0,0.0093563264403024,0,0.0963352951431971,0,0,0,0,0,0,0,0,0.0823364491192295,0,0,0,0,0,0,0.0281873403877339,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115267351879274,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.340882468735006,0,0,0,0,0,0.130528729540428,0,0.253066864294427,0,0,0,0,0,0,0,0,0.0575102423324069,0,0,0,0,0,0,0,0,0,0,0.00913853072081444,0,0,0,0,0,0,0,0,0,0,-0.00518510467062843,0.00534191788593393,0,0,0,0,0,0
X600011.SH,0,0,0.0818146770160201,0,0,0,0,0,0,0,0,0.365872082735827,0.12338598381476,0,0,0,0,0.0504406581381808,0,0,0,0,0.0295817674529341,0.0428441057421384,0,0,0,0.0821843800318914,0.0573067446589087,0,0,0,0,0,0,0.0373989520932053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135732878249262,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0269928946556043,0,0,0,0,0,0,0,0,0,0.227659869267574,0,0,0,0.161450454925191,0.065104657216327,0,0,0,0,0.0979907512206519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168500123388964,0,0,0,0,0,0,-0.0100317705178332,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0484434104602255,0,0,0.0873764382561478,0,0,0,0.0298367979973527,0.130803906587504,0,0,0,0.210703276542051,0,0,0.0659599733448275,0,0.0144504870415532,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556763496642925,0,0,0,0,0,0,-0.0270273756921775,0,0,0,0,0,0,0
X600585.SH,0,0,0.116765339364208,0,0,0.104823818241024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287825575053023,0,0,0,0,0,0,0,0.0693683527284688,0,0,0,0,0,0,0,0,0,0,0,0.0142830007393983,0,0,0,0,0,0,-0.0222935957782194,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.45878507342048,0,0,0,0,0,0,0,0,0.0576045752890892,0,0,0.0824832917409721,0,0,0,0,0,0,0,0,0.152580450457151,0,0,0.124250795105517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367124104744269,0,0,0.015184455409077,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0490606385268724,0,0.0792382579101368,0,0.054638978671751,0.258633369975164,0,0,0.0107662171157244,0,0,0,0.00565661510634991,0,0,0.148817045592681,0,0.0742218009531471,0,0,0,0,0.0186200571652349,0.000393423524440283,0,0,0,0,0,0,0,0,0,0,0,0,0.0511353040529573,0,0,0,0,0.0242285359259157,0,-0.00986017499471832,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.255842348972741,0,0,0,0,0,0,0.0829474552948416,0,0,0,0.142029166689153,0,0,0.0157275572810336,0,0,0,0,0,0,0,0,0.0429303774780283,0,0.0669442838340408,-3.46944695195361e-18,0,0,0,0.00334606703322333,0,0,0,0,0,0.0308660137899655,0,0,0,0.142317974070856,0.0991036586447426,0,0,0,0,0,0,0,0,0
