,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X600660.SH,X601898.SH,X600688.SH,X601600.SH,X002466.SZ,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X000898.SZ,X300072.SZ,X002460.SZ,X600111.SH,X600027.SH,X600352.SH,X000553.SZ,X600176.SH,X601992.SH,X000825.SZ,X000786.SZ,X600299.SH,X000709.SZ,X000792.SZ,X600426.SH,X601699.SH,X600808.SH,X000408.SZ,X000883.SZ,X600315.SH,X601158.SH,X002271.SZ,X002110.SZ,X600339.SH,X000932.SZ,X600219.SH,X000830.SZ,X600489.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0611152553309427,0,0,0,0,0,0.0449711227949495,0,0,0,0,0,0,0,0,0,0.0181068316690269,0.0672293133263724,0,0,0,0,0,0.103095117425101,0,0,0,0,0,0,0,0.0251948713746902,0,0.118897828250092,0,0,0,0.024102038435662,0,0,0,0.0849965560289454,0,0,0.00528833685503038,0,0,0,0.00497728727161079,5.42101086242752e-20,0,0,0,0,0,0
X600028.SH,0,0,0.237625709819421,0,0,0,0,0,0,0,0,0,0,-0.0606504403235534,0,0,0,0,0,0,0,0,0,0,-0.185129879710765,0.134054185381559,-0.0472179018636717,-0.0554255040461727,0,0,0,0,0,0,0.0396638046684053,0.0988537673113564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042559556066247,0,0,-0.101246276426452,0,0,0,0
X601088.SH,0,0.19065337841,0,0.11064621158975,0.169228988424087,0,0,0,0.269428570156795,0,0,0.283849199731162,0,0,0,0,0,0,0,0,0,0,-0.0459715569019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110336446231264,-0.0578503410211212,0,0,0,0,0,0
X600585.SH,0,0,0.0899337901867881,0,0,0.0111060403288819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536985866124266,0,0,0,0.224703482412622,0,0,0,0,0,0,0.0621871494677664,0,0,0.224714345744774,0,0.140851042153916,0,0,0,-0.0124670551546474,0.0255157154730741,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.109293364427445,0,0,0,0.167152504207141,0,0,0,0,0,0,-0.0779751625440624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138265020178994,0,0,0,0,0,0,0,-0.0747821466917341,0.220292991646347,0,0,0,0,0,0.0277066727193233,0.000644440603878043,0,0,0,0,0,0
X600309.SH,0,0,0,0.0671367676088213,0,0,0,0,0,0,0,0,-0.0416935016352617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152172404059996,0,0,0,0,0,0,0.0503862777325967,0.0159733823229688,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0185745258010846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802009501869029,0,0.147746403207744,0,0,0,0.0297990888135848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373160264339901,0,0,0,0.0264694244932455,0,0,0.0122970147703622,-0.0153033860544159,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0110591607003944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142436979686312,0,0,0.0459728906793622,0.188883709873506,0,0,0.0224789558332557,0.0675392412079723,0.190243474738274,0,0.00234443283121434,0,0,0,0.129066601970863,0,0,0,0.0815348744774036,0,0.022670782859751,0.0545380802527107,0,0,0,0,0,0,0
X600188.SH,0,0,0.596979282524354,0,0,0,0,0,0,0,0,0,0,0.0934569087674469,0,0,0,0,0,0,0,0,0.0252385679052236,0,0,0,0,0.234618846441614,0,0,0,0,0,0,0,0.347293768394123,0,0,0,0,0,-0.0540036304164353,0.169603401770119,0.0804251541902513,0,0,0,-0.0310198697975717,0.0840275683723036,0,-0.0260894559466495,0.0345418884468897,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0527018825134987,0,-0.130737394575898,0,0,0,0,0,0,0,0,0,0,-0.117747174816029,-0.0472746168552104,0,0,0,0.0500300092857281,0,0,0,0.033089460780165,0.20127950759229,0,0,0,-0.0456849708214822,0,0,0,0,0,0,0,-0.0843680101249458,0,0,0,0,0,0,0,0,0,0,0.024032313849556,-0.0317908510085284,0,0,0,0.0220329948690517,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257224441842917,0,0,0,0,0,0.000412328954080688,0,0,0,0,0,0,0.0759672654792395,0,0,0,0,0,0,0,0,0,0,0.0977501140490996,0,0.123345699735232,0,0.00949311381578241,0,0,0,0,0,0,0
X600688.SH,0,0.305859716237358,0.081058229675494,0,0,0,0.00342394637249783,0.0269800794426566,0,0,0,0,0.00934750886466654,0.0264059634945764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255414062351837,0,-0.00569164151488024,0,0.0498494503998478,0,0,0.0649255001042054,0,0,0,0.0240447180500104,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.134104548851102,0,0,0,0.0430654082853444,-0.00427844900861059,0,0,0,0,0,0,0,0,0.0490704772726342,0,0,0,0,0,0,0,0,0,0.285319138909789,0,0,0,0,0,0,0.316610387845785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338703096226547,-0.023601691347024,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.194026537391628,0.100996830998003,0,0,0,0,0,0,0,0,0,0,0.02693080814423,0,0,0.547274412134191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437618471416642,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0581393276399222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659011607427355,0,0.0330901491515334,0,0,0.119483702373096,0,0,0,0,0,0,0,0,0.0580884751102511,0,0,0,0,0,0,0.0675960164297267,0.0487717848044407,0,0.078673546460593,0,0,0,0.0322328138472263,-0.00930111908562978,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0108174230190974,0,0,0,0,0.308675664485807,0.0852205415536439,0,0,0,0,0,0,0,0,0,0,0,0.0144117038131561,0,0,0,0,0.0445763933320082,0,0,0,0,0.104073121584982,0,0,0,0,0,0,0,0,0,0,0.0452158433825065,0,0,0,0.0177694675532439,0.00388612463667132,0,0,0,0,0,0
