,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X600660.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X600176.SH,X000723.SZ,X002353.SZ,X002466.SZ,X600516.SH,X000898.SZ,X600583.SH,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000027.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X600808.SH,X000792.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0344616550452848,0.135929244991229,0,0,0,0,0,0,0.0177647944457393,0,0,0.161721128861159,0,0,0,0,0.0176519849878044,0,0,0,8.67361737988404e-19,0,-0.0117758469967569,0.0405222620860052,0,0,0,0,0.0425276080171125,0,0,0,0,0,0,0,0,0,0,0,-0.0064961745735111,0,0,0,-2.71050543121376e-20,0,0,0,-0.0357455222688224,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.017603520586314,0.110570326545176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109691423608577,0,0,0.0168521603077063,0.0527684863734629,0,0,0,0,0,0,0,0,0,0,0,-0.012691418635665,0,0,0,0,0,0,0,0,0,0.0175951261867061,0.0338215476246576,0,0,0,0.00354543659799633,0,0
X601088.SH,0,0,0,0.0327680482453421,0,0.219767197874686,0,0,0.00150422362174218,0,0,0,0,0,0,0.0830692602538315,0.0340296104477314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236629260529928,0.00156547709181091,0,0,0,0.0761060815942314,0,0,0,0,0,0,0,0,0.0878946269975459,0,0,0,0,0,0,-0.00622329417575395,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.105336392348141,0,0,0,0.00269939489543931,-0.0303370768797562,0.0188902606364798,0,0,0,0,0,0.380918856751436,0,0,0,0,0.0658092074723503,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202059169005736,0,0,0,0,0,0,0,0,0,0.0111487805175342,-0.0268739710754769,0,0,0,0,0,0
X600309.SH,0,0,0,0.154029394218585,0,0,0.0268007192644433,0.0325433695226611,0,0,0,-0.223803877617423,0,0,0,0.00616951047000812,0.0397413433316761,0,0,0,0,0,0,0,0,0.125348173052278,0,0.109958406428848,0,8.67361737988404e-19,0.00289428107317711,0.163997781927065,0,0,0,0,0,0,0,0,0,0,0,-0.246636480959426,0,0,0,0,-0.135448990274504,0,0,-0.00715317457993192,0.0263345289602165,0,0,0,0,0,0
X600019.SH,0,0,0.135208254947179,0,0,0,0,0,0.0182384635470535,0,0,0.0872330720021612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070328189292254,0.0419471748653479,0,0,0,0.152794219741981,0,0,0,0,0,0,0,0,0,0,0.0104164571233238,0,0.0103170305837801,1.0842021724855e-19,0,0,0,0.0210767411896061,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639801123682885,-0.00711277157891745,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362766684519955,0,0,0,0,0,1.04488882409231,0,0,0,0,0,-0.0157549183908027,0,0,0,0,0,0.153068971464268,0,0,-0.0356761376879048,0.0113431995481709,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.038475985339309,0,0.0470063643747412,0,0,0,0,0,0,0,0,0,0,0.00745966444804176,0,0,0.146809724034883,0.0171751841414076,0,0,0.025931545050512,0,0,0,0,0.118431021927613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00404998341501665,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.390729440300907,0.0287857603830622,0,0,0,0,0,0,0,0,0.276968242779696,0,0,0,0,0,0,0,0,0.135550842887194,0,0.0193955346104317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13532366095087,-0.0249573587458385,0,0,0,0,0,0
X601898.SH,0.310304970822494,0,0,0,0,0,0.0356359317288842,0,0,0,0,0,0,0,0,0.38909037019847,0,0,0,0,0,0,-0.15187172951392,0,0,0,0,0,0,0,0.146569364724294,0,0,-0.110858385427129,-0.185677966841503,0,0,0,0,0,0,0,0,0,0.140887205464462,0,0,0.0907652615381932,0,0,0,-0.0288356741008985,0.0621156168433271,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0223226847148476,0,0.206063994237475,0.106944212110611,0,0,0,0,0,0,0.137881200158394,0,0,0,0,0,-0.110128953138505,0,0,0.0314300346181655,0,0,0,0,0.116247993429214,0,0,0,0,0,0,0,0,0,0,0,0,0.0304807024611365,0,0,0,0,0.0654910702379397,0,0,0,0,0,0,0,-0.0708516806665952,0,0
X600010.SH,0,0,0,0,0,0.242750567338326,0,0,0.132275474879453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109919254356226,0.0405126364972334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197114016309703,0,0,0,0,0.0288441985062507,0,0,0,0.0532278031491229,0,0
X600660.SH,0,0,0,0,0.146276599906419,0,0,0,0,-0.0215711461532072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195975121195938,0,-1.0842021724855e-19,0,0,0,0,-0.047549694964152,-0.0357849325527938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0188486738957079,0,0,0,0,0,0
X601600.SH,0,0,0,0.136475951216687,0,0,0.0642459713241905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172699802016981,0.0327677776676276,0.0578035649436742,0.125978986758666,0.0110689137047625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105163949862289,0,0,0,0,0,0.00987309300154981,0,0.0122730195470049,0,0,0,0,0.0217798239938509,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0728461353344307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104257268168995,0.0566567568143143,0.0646543322104714,0,0,0.157260788528757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000736546000699619,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.0508867050466123,0.284252691447262,0,0.123937173415393,0,0,0,0,-0.0375271558793366,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0147691661961154,0,0,0,0.022834191533027,0.106312614967078,0,0,0,0,0,0,0.044888870113639,0,0,0,0.25865816291203,0.232241185622486,0,0,0,0,-0.00323450200667975,0,0,0,0,0,0
