,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600426.SH,X600886.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000786.SZ,X600803.SH,X002080.SZ,X601991.SH,X000807.SZ,X600795.SH,X000983.SZ,X600096.SH,X600801.SH,X600688.SH,X300073.SZ,X601699.SH,X600141.SH,X000825.SZ,X002497.SZ,X002353.SZ,X600352.SH,X000960.SZ,X000932.SZ,X600160.SH,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465235993045014,0,0,0,0,0,0.0971803361333383,0,0,0,0,0,0,-0.0126499390267166,0,0,0,0,0,0.117714085085737,0,0.029739693366087,0,0.0759400456642856,0,0,0,0,0.0115708900278265,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0207393862821889,0,0,0,0.0126387345349311,0,0
X600028.SH,0.16731620472112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837722438907509,0,0.0620468373929778,0,0.0549249161565043,0,-0.0323958721055434,0.0139437555404513,0,0,0,0,0,0,0,0,0,0.0207989053921059,0,-0.0066614575842743,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0861802114295243,0,0,0,0,0,0,0,-0.140107498652481,-0.0331414391403438,0,0,0,0,0,0,0.112898080482437,0,0,0,0,0,0,0,0,0.174674228246731,0,0,0,0,0.234264056147023,0,0,0,0,0,0.0351137291222159,0,0,0,-0.00547647433964688,0,0,0.014124223248252,0,0,0,0.0391748101375156,0,0
X600309.SH,0.0172769533795612,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0598998940454009,0,0,0,0,0.0313855287668902,0,0,0,0,0,0,0,0.0145221496427099,0.00728799566452134,0,0,0.0977588672088644,0.0513823465524448,0,0,0,0.0353932144492873,0,0,0,0.0165794163357174,0,0,0,0.0193303585536387,0,0,0,0,0,0,0,0,0,-0.0132395897781321,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0807688995159964,0,0,0,0,0.0274712611604516,0,0,0,0,0,0,0,0,0,0,0,0.115644316648086,0,0,0,0,0,0,0.002082029810872,0.380306805722917,0,0,0,0,0.0547662920099439,0,0,0,0,0,0,0,0,0,-0.00859270828667671,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0978095004101068,0,0,0.328554033823362,0,0.0348735172500001,0,0,0,0,0,0,0,0,0,0,0,0,-0.086809610954317,0.0214749963304374,0,0,0,0.0654179820886159,0,0,0,0,0.0519664700976614,0,0,0,0,0.0268234010761259,0,0.176772730583335,0,0,0,0,0,0,0,0,0,-0.0144516616123521,0,0,0,0,0,0
X000792.SZ,0,0,-0.0203451018607217,0,0,0,0,0.024954876696121,0,0,0.438198058930496,0,0,0,0,0,0,0,0,-0.182715052982056,0,0,0,0,0,0.103884698657791,0,0,-0.0506564230454082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229252050677636,0,0,0,0,0.0752206484281204,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.128911171382089,0,0,0,0,0.0679081343547562,0.198198577805868,0.0808706023336299,0,0,0,0,0,0,0,0.041193520045446,0,0,-1.73472347597681e-18,0,0,0,0.142137213331802,0,0,0,0,0,0,0,0,0,0.131446018593403,0,0,0,0,0.0540226623948599,0,0,0,0.0151785577580103,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107343023953812,0,0.0225833757565164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146574858056776,0,0,0,0,0.0842465064667901,0,0,0,0.0872915833742532,0.273067337990823,0,0,0,0,0,0.00172563887016324,0,0,0,-0.00575002124256108,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220409269013057,0,0,0,0,0,0.136989522449332,0,0,0,0.150893687105659,0,0,0,0,0,0,0,0,0,0,0.462463755489612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399365219676123,0,-0.0560269348235931,0.102185290323015,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.351797572769784,0.170356810041246,-0.0239453083043928,0,0,0,-0.322909984032832,0,-0.0905459224829128,0,0,0,0,-0.0398984612818246,0,0,0,0,0,0,0,0.318822702768455,0,0,0,0,0,0,0,0,0.25563012367799,-0.184277106789023,0,0.025291822222006,0.0334904429123274,0,0,0,-0.0240145037643343,0,0.128903285874721,0,0,0,0,0,0,-0.0129038828475313,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0.0140462540340484,0,0,0,0.046622415139824,0,0,0.0592922704368023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.205950555052695,0,0,0,0.0865301929965899,0,0,0,0,0,0,0,0,0,0,0,-0.0135489515677057,0,0,0,0,0,0
