,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600160.SH,X600027.SH,X600803.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X002128.SZ,X000408.SZ,X000983.SZ,X000877.SZ,X000630.SZ,X600176.SH,X601699.SH,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X002353.SZ,X000831.SZ,X600378.SH,X002271.SZ,X600157.SH,X600995.SH,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.453511581306831,0,0.0407299353525699,0,0,0,0,0,0,0,0,0,0.0771703334703334,0,0,0,0,0.128883298792929,0,0,0,0.0258099556176312,0,0,0,0,0,0.0716029060350451,0,0,0.179354823676542,0,0,0,0,0,0,0,0,0,0.147773738162579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.386591739551685,0,0,0,0,0.0100843381594019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143196277182278,0,0,0,-0.0462236204239176,0,0,0,0,0,-0.00438635696010268,0,0,0,0,-0.0200819149636548,0,0
X600028.SH,0.425531561454711,0,0,0,0.154645309507032,0.220225250362752,0,0,-0.00585124205655134,0,0,0,0,0,0,0,0,0,0,0,0.0227678177242725,-0.116251899943819,0,0,0,0,0,0,0,0,0,-0.0515246229799827,-0.0501408240921892,0,0,0,0,0,-0.129235652485701,0,0,0,0,0,0,0,0,0,0,0.273621438349074,0,0,0,0,0,0,0.00161992190019028,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184493788608893,0,0.0739576823571766,0,2.16840434497101e-19,0,0.141361106972092,0,0,0,0,0,0.394050796609013,0,0,0,0.0380380871505128,0,0,0,0,0,0,0,0.00456269427666002,0,0,0.0203663669866406,0,0,0,0,0,-0.0672084543501306,0,0,0,0,0,0,0
X601898.SH,0,0,0.343175655474479,0,0,0,0,0.0328338964096833,0.0773353031816888,0,0,0,0,0,0,0,0,0,0,0.0301237879791595,0.0219085191597424,0,0,0,0.069051641197311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637085284999253,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684497809057606,0,0,0,0
X600188.SH,0,0,0,0,0.121865417609382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420319826036105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544178267667316,0,0,0,0,0,0.017777610744134,0,0,-1.73472347597681e-18,0.0749527299523091,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.346416248867674,0,0,0,-0.0867286552299305,0,0,0,0,0,0,0,0.180023943251526,0,0,0,0,-0.327921235585337,0,0.133040762560006,-0.0409516922660303,0.182467423124793,0,0,0,0,0,0,0,0,0,0,0,-0.0778733862111266,0,0,-0.141304807393803,0,0,0,0,0,0,0,0,0,0,0,-0.0133853224348036,-0.0709887994909456,-0.112191260468338,0,0,0.0039128609822002,0,0
X600019.SH,0.228214996374105,0,0,0,0,0,0,0,0,0.178343218001665,0,0,0,0.0147804830296136,0.023180780657682,0,0,0,0,0,0.114460083335599,0,0,0,0,0,0,0,0,0.0840228574366506,0,0,0,0,0.062826902728099,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0865264513296267,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.132265585357969,0,0,0,0,0,0,0,0,0.239066611910062,0,0,0,0,0,0,0,0,0,0,0,0,0.0898096924470221,0,0.0804836773956629,0,0,0,0.0392138391731799,0,0.300347242750379,0,0,0,0,0,0,0,0,0,0,0,-0.0468138575086485,0,0,0,0,0,0,0,0,0,-0.0110243712371968,0,0
X601600.SH,0,0.075468920111003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811504825537079,0.0698536592660991,0.399705229781652,0,0,0.00985219358774734,0,0,0,0,0,0.340693201843303,0.196626613793548,0,0,0,0,0,-0.0117564563031077,0,0,0,0,0,0,-0.0473341310418881,0,0,0,0.0344204844425028,0,0
