,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600111.SH,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600176.SH,X600188.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X000932.SZ,X601991.SH,X000027.SZ,X600801.SH,X600352.SH,X600795.SH,X600219.SH,X000898.SZ,X600489.SH,X600688.SH,X000883.SZ,X002080.SZ,X600486.SH,X000723.SZ,X600027.SH,X600516.SH,X600299.SH,X600157.SH,X000825.SZ,X000807.SZ,X002353.SZ,X601168.SH,X300037.SZ,X600315.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.311982432233336,0,0,0,0.0171716876894325,0,0,0,0,0,0,0.000911332449744423,0,0,0.0114282752369621,0.0516714602733855,0.00880693237841175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044040907951467,0,0,0.00940768256741764,0,0,-0.000934073984774861,-2.71050543121376e-20,0,0,0,-0.00947342463706117,0,0
X600028.SH,0,0,0,0,0,0,0,0.0157982481883861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113182728243469,0.0309877249794125,0,0,-0.083677680126633,0,0,0,0,0.0283073824530205,0.078468175454216,0,0,0,0,0,0,0,0,0,0,0,0.0854844037060675,0,0,0,0,0,0,-0.00505800180396077,-0.0222801505873538,0,0,0,-0.0112550593213966,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19568510707896,0,0,0.0930624336322337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154760088630822,0,0,0,0,0,0.0300855222822916,0,0,0,0,0,0,0.00456010063616683,0,0,0,0,-0.00845516068215357,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796832832328211,0.126257986012946,0,0,0.0829289974036451,0,0,0,0,0,0.294396805216248,0,0,0,0,0,0,0,0.100969492818476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545715244521932,0,0,0,0.0356915674024968,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0434898623062384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575494582365836,0,0,0.0402910450283295,0,0,0.123302020724902,0,0,0,0,0,0,0,-0.00753138690478921,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0159701275269353,0,0,0,0,-0.0291127880519445,0,0
X600019.SH,0,0,0,0.0216280040164815,0,0,0,0,0,0,0,0,0,0,0.129086833347416,0,0.0273441332310246,0,0,0,0.123934288472289,0,0,0,0.0996589106316208,0.301338035752311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300253815219093,0,0,0,0,0,0,0,0.00896131208921399,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146345402048208,0,0.139670407015083,0,0,0,0.0287234023291536,0.11699609462633,0.239852672871726,0,0,0,0,0,0,0,0,0,0,0,0.374417881500565,0,0,0,0,0,0,0,0,0.148156544945051,0.225584087776438,0,0,0,0,0.00579198089731801,0,0,0,-0.0276512828455864,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0494589539664298,0,0,0,0,0.0368914049337463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32427096788186,0.166221699389458,0,0,-0.0425463387225513,0,0,0,0,0,0.368727108941227,0,0,0,0.28255994701998,0,0,0,0,0,0,-0.0719494562299633,0,0,0,-0.0886820144027097,0,0
X002271.SZ,0,0,0,0.105733941303247,0,-0.392153894535677,0,0,0,0.0694355796871104,0,0,0,0,0,0,0,0,0,0.146120279857932,0.0346727909943686,0,0.118488864648806,0,0,0,0,0,0,0.00817794148291694,0,0.0211867848413023,0,-0.176442947317813,0,-0.0671981584162129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00951926073649842,0,0,0,0,-0.0342758695515792,0,0
X600660.SH,0,0,0,0,0,0,0.0902104581576743,0,0.0646652927935954,0,0,-0.0636877352942042,0,0,-0.0628954632714591,0,0,0.117229859587069,0,0,0,0,0,0.0208118015329532,0,0,0,0,0,0,0,0,0,0,0,0,0.144392400664378,0.366860305161855,-0.00056545902864311,0,0,0,0,0,0,0,0,0.0674238049629027,0,0,0,0,-0.0162448645300873,0,0,0,-0.0353384842472007,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0402177249787,0,-0.022545021712839,0,0,0.0151422944862025,0,0.104788985814184,0,0,0,0,0,0.052084607317616,0,0,0.0585342149295187,0,0,0,0,0,0,0,0,0,0.327987361475776,0,0,0,0,0,0,0,0,0,0,0,0,0.0166118776483869,0,0.0139780067192525,0,0,0.000983612085753111,0,0,0,0,-0.0164841166743366,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.0114352114254401,0,0,0.199532121434565,0,0,0,0.0605489760460755,0,0,0,0.140691180494963,0,0,0.0344866201028149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321494120140286,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.111375607968457,0,0.215760806892811,0,0,0,0.0416825612228718,0,0,0,0.144134318648143,0,0,0,0,0,0,0,-0.0199102628964041,0,0,0,0.248677293272574,0.0517006172589627,0,0,0,0.208888264056879,0.0850433175195069,0,0,0,0,0,0,0,0,0.144642253237407,0,0,0,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,-0.113813367999399,0,0.10626022733167,0,0,0.00273610655997859,0,0,0,0,0.17381159433279,0,0,0.0317531391376589,0,0,0.0139782056919438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139879234056494,0,0,0,0,0,0,-0.0563485551905059,0,0,0,0,0,0
X600111.SH,0,0,0,0.184047155180325,0,0,0,0.132329421458275,0,0,0,0,0.0200358985056017,0,0,0.423959920714233,0,0.153285930196612,0,0,0,0,0,0,0.0564289144614446,0.26948199965638,0,0.0817930146697603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232824487044759,0,0.0793300587577433,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.141275584165798,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.083659093459982,0,0,0.00714270111053533,0,0,0.0282348156206595,0,0,0.0800965858038529,0,0,0,0,0,0,0,0,0,0.0488012671814508,0,0,0,0,0.0541360937121932,0,0,0,0,0,0.0366239378647828,0,0,0,0,0,0,0.051582560877947,0.233062133246585,0,0,0,0,0,0.0107541634763291,0,0,0,0.044316326197566,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.213143453604342,0,0,0,0,0,0,0,0,0,0,0,0,0.150063074860114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318389503971026,0,0,0,0,0,0,0,0,0,0,0,-0.0433964402915263,0,0
X000301.SZ,0,0,0,0,0,0,0.0153166435206701,0,0,0.0714672649392062,0,0,0,0.0791353389037122,0.199902255654743,0,0,0,0,0.180232710990078,0,0,0,-0.220114905688398,0.525139490395992,0,0,0,0,0,0,0,0,0,0,0.0378986431727295,0,0.0289334830792719,0,0,0,0,0,0,0,0,0.292376063651378,0,0,0,0,-8.67361737988404e-19,-0.021876028475988,0,0,0,-0.0776664846197614,0,0
