,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X600886.SH,X601898.SH,X000792.SZ,X600010.SH,X600660.SH,X601600.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600027.SH,X601992.SH,X600299.SH,X600111.SH,X600176.SH,X600489.SH,X002075.SZ,X000723.SZ,X600426.SH,X000401.SZ,X601158.SH,X600126.SH,X002466.SZ,X000898.SZ,X600219.SH,X000932.SZ,X000883.SZ,X600486.SH,X600529.SH,X000553.SZ,X600516.SH,X600315.SH,X002353.SZ,X600612.SH,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0759207503645579,0,0.00674884566580947,0,0,0.151502845597944,0,0,0,0.0324147590077974,0.0313481388651362,0,0.0364475502914707,0,0,0,0,0,0,0,0,0,0,0.059902394397944,1.73472347597681e-18,0,0,0,0,0.0309950397726111,0,0.0692376285435444,0,0,0,0,0,0,0,0,0,0,0,0,0.00908128802457498,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.148121676752411,0,1.73472347597681e-18,0,0,0,0,0,0,0.0309843663454823,0.0326756784975572,0,0,0,0,0,0,0,0,0.0905881144020199,0,0,0,0,0.0227991639556222,0,0,0,0,0.0480379954192605,0.109729159877379,0,0,0,0,0,0.00884138225921087,0,0,0,0,0,0,0.0075029625811393,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0263542440653137,0.475065712013742,0,0,0,0,0,0,0,0,0.00678163102719825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321756776070779,0.0361506245515248,0,0,0,0,0,0,-0.0483979273842439,0.00303554802572481,0.010279969204051,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00102643248775743,0,0,0,0.0435683659182815,0,0,0,0,0,0,0.000355671584065457,0,0,0.435507967463841,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.00401767323788402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790741005757006,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.016133406248559,0.0571992683058919,0,0,0,0,0,0,0,0,0.00842599086078488,0,0,0,0,0,0,0.112901703051035,0,0.0142238028840023,0,0,0.0534493997887525,0,0,0,0,0.0710806362836523,0,0,0,0,0,0,0,0,0,0.134494973416748,0,0,0,0.0269476587303781,0.0167276192698529,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0219786528874195,0,0,0,0,0,0,0,0.00508994938866354,0,0,0,0,0,0,0,0,0,0,0,0.481189959677971,0,0,0,0,0,0.0415267938004129,0,0,0,0,0,0,0,0.118343403796587,0,0,0,0.129113190618456,0,0,0.0266282543998283,0.0300699898876325,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173365500314559,0,0,0.23163022882791,0.0318128277461078,0,0,0,0,0.0666905097211243,0,0,0,0,0,0,0.00202480573649008,0,0,0,0,0.0127646800643301,0,0,0,0,0.075729845191782,0,0,0,0.0172669228242325,0,0,0,0,0.00518330958671617,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.252576052096668,0,0.0413816976718966,0,0,0,0,0,0,0.0419284646950484,0,0,0,0,0,0.00876453082640321,0,0,0,0,0.206084484330701,0,0.0802145255177596,0,0,0,0,0.0279491258928973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201942115930368,-0.0509914402885374,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0418530921186904,0,0,0.0721164345041072,0,0,0,0,0,0,0,0,0.0131875478178242,0.165177271982649,0,0,0,0,0,0.291688755921666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916387711283232,0,0.111097955494437,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.13232078275341,0.328919108566089,0,0,0,0,0,0,-0.0275407437110222,0,0,0,0,0.00273489165459231,0,0,0,0,0,0,0.184441232880963,0,0,0,0,0,0.0424449209712408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236368236370198,0.0136971135293922,0,0,0,0,0,0
