,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X002466.SZ,X601600.SH,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X600010.SH,X000708.SZ,X601699.SH,X000301.SZ,X600362.SH,X600426.SH,X000877.SZ,X000983.SZ,X600027.SH,X600489.SH,X002271.SZ,X600803.SH,X601991.SH,X600160.SH,X000807.SZ,X600176.SH,X600985.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000932.SZ,X600612.SH,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600348.SH,X600688.SH,X600995.SH,X000629.SZ,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.580093305263942,0.212857919769025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247603575574146,0,0,0,0,0,0,0,0,-0.148702069912696,0,0,-0.0260993054203266,0,0,0,0,0.118904291339705,0,0,0.00403437120971029,0,-0.0972464506981152,0,0,0,0,0,0,0,0,0,0,0.00421060230600327,0,0,0,0,0,0
X600028.SH,0.510968851441151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297352708345294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00462492636279985,0,0,0,0.0189794929331385,0,0
X601088.SH,0.088869859097564,0.091191753992397,0,0,0.105165566959698,0,0.241086073834288,0,0,0,0,0.0115001480023769,0,0,0,0,0,-0.045503312724782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417966880268127,0,0,0,0,0,0,-0.172027407964271,0,0,0,0,0,0,0,0,0,0,0.00551566494720446,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0334532599219776,0,0,0,0,0,0,0,0.0350403967604114,0,0,0,0,0,0,-0.000323384922797611,0,0,0.456197012472399,0.37713991584051,0,0,0.0675490807018394,0,0.0260819159664941,0,0,0,0,-0.111322908089446,0,0,-0.229648091840159,0,0.158141708228101,0,0.104727713919162,0,0,0,0,0,0,0,0.116430264516252,0,-0.0578913209657587,0.00326379700897547,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0114222479013184,0.261972650910567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163643066389492,0,0,0,0,0.156761035231491,0,0,0,0,0,0,0,0,0.101420675211157,0,0,0,0,0,0,0.236983848859617,0,0,0,0,0,0,0,0,0,-0.00116006680252644,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0181446498884434,0,0,0,0,0,0,0,0,0,0,0.01528540245627,0,0,0,0.0726068792106717,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0777324046118758,0,0.246135115554866,0,0.322620975440834,0,0,0,0,0,0,0,0,0,0,0,0,-0.00400033322051261,-0.00223442167976339,0,0,0,0,0,0
X601898.SH,0,0.111625772556546,0.0474526305703835,0,0.201667508764763,0.0273622459147172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555147838240204,0,0,0,0,0.0326424214872913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00336543085873186,0,0,0,0,0.0330633761817217,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0072179242726007,0,0.0790991498014923,0,-0.0967208432548206,0,0,0,0,0,0,0,0,0,0,0,0,0.355431969239363,0,0,0,0.0631465273834684,0,0,0.0286854734199818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00355461363765486,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333424518961422,0,-0.046815039957961,0,0.062571809759094,0,0,0,0,0.0467373826141027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352603633804388,0.0521787395510741,0,0,0,0,0,0
X600547.SH,0.126213861469386,0.0397800481528847,0,0,0.0480407918075768,0,0,0,0,0,0,-0.0153748059203637,0,-0.174653834369791,0,-0.0661687557414785,0,0,0,0,0,0,0,0,0,0,0,0.376357733060744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084278690206032,0,0,0,0.0308281330348979,-0.045813537615033,0,0,0,0.010655894365789,0,0
X600660.SH,0,0,0,0,0,0.0597681465785129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195115941372695,0,0,0,0,0,0.00816175755140076,0,0,0,0,0,0,0,0,0,0,0,0.154959249804391,0.056866439223661,0,0,0,0,0,0,0,0,0,0,0,-0.0974243395107529,0,0.0202031386939552,0,0,0,0.0678592006933002,0,0
X600886.SH,-6.93889390390723e-18,0.0111736758371324,0.233165630186572,0,0,0.0207004448239792,0,0.127737633430971,0,0,0,0,0,0,0,0,0.175455038681995,0,0,0,0,0,0,0.0395259075271545,0,0,0,0,-0.0744769991479839,0.25811305775427,0,0.0212520919498886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24775305265088,0,0,0,-0.0429717339357451,0.0591857056070566,0,0,0,-0.0435841855567376,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774385830658084,0,0.0213119138561068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747877552138879,0,0,0,0,0,0,0,0,0,0,0.00163826283164166,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.197655103517501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989775005771464,0,0.475734847470908,0,0,0,0,0,0,0,0,0.0317990107848824,0.224424619758201,0.0648469638421992,0,0,0,0,0,0,0,-0.00159813714176488,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0825492813654869,0,0,0,0,0,0,0.403270986431093,0,0,0,0,0,0,0,0,0,0,0,0,0.105002011767813,0,0,0.0433592610724425,0,0,0.0811370126815874,0,0,0,0,0.0563552848354999,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556500689190663,0.00400904061677585,0,0,0,0,0,0,0
X002460.SZ,0.0200749450646801,0,0,0,0,-0.00243928857179632,0,0,0,-0.220300672475058,0,0,0.811330115798438,0,0,0,0,0.0333926115307908,0,0,0,0,0,0,0,0,0.00280443493615782,-0.092684351936992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0.0021832232139951,0,0,0,0,0,0,0,0,0,0,0.0880851534160978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075941790127507,0,0,0,0.0142870068794514,0,0,0,0,0,0,0,0.153044942086441,0.217463353701951,0,0.0262936219891048,0,0,0,0,0,0,0,0,-0.061174986261583,0.0158637272692503,0,0,0,0,0.0647709707627877,0,0
