,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X002271.SZ,X600795.SH,X601600.SH,X601991.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X600027.SH,X000983.SZ,X601699.SH,X000629.SZ,X000723.SZ,X600096.SH,X000408.SZ,X000786.SZ,X600348.SH,X600141.SH,X600160.SH,X600219.SH,X300073.SZ,X002353.SZ,X002080.SZ,X600157.SH,X000933.SZ,X600801.SH,X600985.SH,X600549.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.10544560401813,-0.0525052812793987,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542823386513122,0,0,0,0,0,0.134604726974252,0.150456773085733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446832588119747,0,0,0,-0.0152557402491905,0,0,0,0,0,0
X601088.SH,0,0,0,0.0630636421763443,0.303430057184921,0.0665708443138498,0,0,0,0.293422118068898,0.148708930166552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.00319533103116315,0,0,0,0,0,0
X600028.SH,0,0,0,0.0540989401495638,0,0,0,0,0,0,0.0309856388220102,0,0,0,0,0.0148812064299899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079034804715251,0,0,0,0,0,0,-0.00845293055372829,0,0,0,0,0.0021174519125914,0,0,0,0,0,0,0,0,0,0.00862970831072728,0,0,0,0,-0.022967743146845,0,0
X600309.SH,0,0.0852326583581192,0,0,0.0714424947020394,0,0,0,0.0398768228966365,0.0292610965346811,0,0,0,0,0,0,0.00729049004284567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0031168908519728,0,0,0,0.0912383953977099,0,0,0.0169314859423267,0,0,0,0,0.0975991577122809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.0987507512081872,0,0,0,0,0,0,0,0.521969478209527,0,0,0,0,0,-0.0302390509116535,0,0,-0.0702666770011245,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.254224166133005,0,0,0,0.0229178723858822,0,0,0,0,0,0,-0.023603274201905,0,-0.0111430807959419,0,0,0,0,0.0156619218369663,0,0,0.148727704721613,0,-0.00563359395448196,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.494926755001169,0,0.125365390579706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0945965899665649,0,0,0,0,3.46944695195361e-18,0,0,-0.114192795874857,0,0.0864403642414895,0.301209857143656,0,0,0.115286836509699,0,0,0,0,0,0,-0.0778609352926063,0,0,0,0,0,0,0,0,0,0,0,0.012562802966338,0,0
X002460.SZ,0,0,0,0,0,0.24397028301325,0,-0.182235737601595,0,0,0,0,0.0556104163823157,0,0,0,0,0,0,0,0.00565840412355378,0,0,0,-0.128656431724204,0,0,0,0,0,0.0388757349763181,0.0345945553974021,0.184264610750754,0,0,0,0,0.240097609681494,0,0,0,0,0,-0.105291930067721,0,0,0,0,0,0,0,0.0641182211250457,-0.019886144270294,0,0,0,0,0,0
X600585.SH,0,0,0,0.0274553776070263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332264803443345,0,0,0,0,0,0,0,0,0,0,0.0791429214873928,0.0461908958459476,0,0.0254981334820319,0,0,0.0180445365311887,0,0,0,0.0156685662658969,0,0,0.392248550539292,0,0,0,0,0,0.0558780801413802,0.00753032608310309,0,0,0,0.0145437053066923,0,0
X000792.SZ,0,0,0,0,0,0.253852600472928,0,0,0,0,0.0863945436250492,0,0,0,0,0,0.0972113490630339,0,0,0,0,0,0.0639851716505057,0,0,0,0,0,0.0549813635817542,0,0,0,0,0,0,0,0.0624093225746171,0,0,0.207126124375536,-0.0308747210773788,0,1.0842021724855e-19,0,0,0,0,0.0550145818893804,0.0323770897074228,0,0,0,0.019678741806034,0,0,0,-0.0614809243269647,0,0
X601898.SH,0,0.0938620532186004,0,0,0.00762029872042723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160839911148805,0,0,0,0,0,0,0,0.36546649047304,0,0,0,0.158510567462269,0,0,0,0,0,0,0,0.215056309490983,-0.0350582099263255,0,0,0,0.061837284098551,0,0,0,0,0,-0.030096844481254,0,0,0,0,0,0
