,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X002460.SZ,X300072.SZ,X601992.SH,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600516.SH,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X600339.SH,X000553.SZ,X600219.SH,X000959.SZ,X600489.SH,X000723.SZ,X002271.SZ,X600352.SH,X601158.SH,X600808.SH,X000883.SZ,X000807.SZ,X002092.SZ,X000630.SZ,X000983.SZ,X600299.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0371434807361884,0,0,-0.0033879859177274,0,0,0.14401594903283,0.0327146362450476,0,0.00520428742807157,0,-0.00803567188650969,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.000635630833677951,0,0,0,0,0,0.0288413960824381,0,0,0,0,0,0,0,-0.00675986340828844,0,0,0,0,0,0,0,0,0,0.00391669849139922,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0411974660616984,0,0,0,0,0,0,0,0,0,0,-0.0141684365994712,0,0,0.0253795733647416,0,0,0,-0.0076699018026682,0,0,0,0,0,0,0,0,0,0,0.0207804453764822,0,0,0,0,0.0630487529111635,0.0271190589374129,0,-0.0158928852894477,0,0.00360116937103025,0,0,0,0,0,0,-0.00123856485348003,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0605789323460944,0,0,0,0,-0.102667906101657,0,0,0,0,0.506416597176983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571286398315434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.108929940649083,0,0.08275778145815,0,0.0334733594986792,0,0.0311667811805163,-0.0304441254392055,0,0,0,0,0,0
X600019.SH,0,0,0.0438612428030599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091883791726041,0,0.330452087135531,0,0,0,0,0.00566544758236278,0,0,0,0,0,0,0,0,0,0,0,0.217887370578844,0,0,0,0,0.0693848341600221,0,0,0,-0.0218857459558847,-0.00273830786652321,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0502758208618913,0,0,0.0502339323344586,0,0,0,0,0,0.133921829051092,0,0,0,0,0,0,0,-0.11076739948529,0,0,0,0,-0.137205716443716,0,0.0655025388506338,0.0823252392508423,0,0,0.041959640847874,0,0,0,0,0,0,0,0,0,0.163551464946022,-0.00412037892878044,0,0,0,0,0,0,-0.00173425888673165,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695048370237312,0,0,0,0,0,0,0.250279662221817,0,0,0.028499852041477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346953133322458,0,0,0,0,0,0,-0.0706191246815189,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.00729680144828963,0,0,0.0282102760368737,0,0,0,0,0,0,0,0,0.0887415572493897,0,0,0,0,0,0,0,0.0568575100089905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16222420420877,0,0,0.0405897048683003,0,0.156893221959676,0,0.0699402434299981,0,-0.0124339479640653,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00693053917530068,0,0,0,0.100657769418322,0,0,-0.0102180443331038,0,0,0,0,0,0,0,0,0,0,0,0.076233818414162,-0.0423773866058856,0,0,0,0,0.12348574396099,0,0,0,0,0,0,0,0.126831134542103,0,0,-0.022629020672993,0.00946967408331582,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.417003262601493,0,0,0,0,0,0,0,-0.0445099307649304,0,0,0,0,0,0,0,0.0689455568160944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172930895681084,0,0,0,0,0,0.0726924227269022,0,0,0,0,0,0,0.041405828717909,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00362507513084944,0,0,0,0,0,0,0,0,0,0,0,0.0672358051793625,0.396750946515229,0,0,0,0,0,0.144287111332455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847423631809539,0,0,0,-0.00189830665394898,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.017860853270628,0,-0.00472050182426265,0,0,0,-0.052320879103579,0,0,0,0,-0.00390111853067388,0.592444967398557,0,0,0,0,0,-0.0259987047688337,-0.0165527696064075,0.0812002747447271,0,0,0,0,0,0,0,0.0317150446477513,0,0,0,0.0507218481446378,0,0,0,0,0,0,0,0,0,-0.0701626760401752,0,0,0,0.153374412548464,0,-0.0081476247883979,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0.0229782495810347,0,0.0713366000689153,0,0,0,0,0,0,0,0,0,0,0,-0.124905220595768,0,0,0,0,0,0,-0.074010170790257,-0.0614661066536095,0.0388679876839802,0,0,0,0,0.0382789231571361,0,-0.0505075093485272,0,0,0.00710476371829647,0,0.11053736045964,0,0,0,0.0335312863844406,0,0,-0.0418757480732367,0,0,0,0,0,0,0
