,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600188.SH,X600585.SH,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600426.SH,X600362.SH,X000877.SZ,X600795.SH,X600176.SH,X600803.SH,X000983.SZ,X600489.SH,X000807.SZ,X601699.SH,X000786.SZ,X600027.SH,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000408.SZ,X000933.SZ,X600219.SH,X002080.SZ,X300037.SZ,X000629.SZ,X600688.SH,X000539.SZ,X600157.SH,X600612.SH,X600096.SH,X002409.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.722576342462887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153982243365751,0,0,0,0,0,0,0,0.126034744761399,0,0,0,0,0,0.0778510164566217,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290309745235022,0.0930836313450087,0,0,-0.01718117027655,0,0,0,0,0,0
X600028.SH,0.558271656753332,0,0,0,0,0,0.217214491538256,0.0264421854583453,0,0,0.052567240026479,0,0,0,0,0,0,0,-0.0578563329014999,0,0,0,0,0,0,0,0,0,0,0,0.180604001065814,0,0,0,0,0,0,0,0,0,-0.0331677403281273,0,0.0273326286272693,0,-0.0227215581289701,0,0,-0.267225604769936,0,0,0,0,0.0153208210767447,0,0,0,0,0,0
X601088.SH,0.0253838453463548,0.0939299793181309,0,0,0,0.227223742040979,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0457024045047467,0,0,0,0,0,0,0,0,0.0272651580423498,0,0,0,0,0,0,-0.00517305459507847,0,0,0,0,0,0,0,0.0936235358328601,0,0,0,0,0,0,0.0117327189191934,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106701692735988,0,0,0,0,0,0.0827784966101904,0.127619729020413,0,0,0.0452666783038427,0,0,0,0,0,0,0,0,0.00493677411398903,0,0,0.0255525769316646,0,0,0.0297702471397845,0,0,0,-0.00827431520893583,0,0.00703831948483819,0,0,0,0.0445291618871538,0,0,-0.00492072995845896,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0573298857288225,0,0.0150262431602661,0,0,0,0,0,0,0,0,0,0,0,0.0205125476230044,0.0452324522873551,0,0.125493011444421,0,0,0,0,0,0,0.0545791372427012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642628839588177,0,0,-0.103670259356238,0.0978191603379185,0,0,0,0,0,0
X600188.SH,0,0,0.646438671568785,0,0,0,0,0,0.0882497805502747,0,0,0,0,0,0,0,0,0,0,0,-0.022769648055606,0.0372215095181431,0,0,0,0,0,0.130788010121116,0,0,0.133640913231959,0,0,0,-0.0502316335057131,0,0,0,0,0,0,0,0,0,0.0182806160129044,0,-0.218045203402273,0,0,0.0158049250119968,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.288719934768834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000770187382682634,0,0,0,-0.0294301459304282,0,0.0326113189563876,0,0,0,0,0,-0.0757038877209022,0,0,0,0,0,0.222871601729308,0,0.126364109228851,0,0,0,0.0532599630964375,0,-0.0338253104890473,0,0,0,0,-0.0035946237648783,0,0,0,0,0,0,0
X600011.SH,0,0,-0.29709171746159,0,0,0,0,0,0,0,0,0,0,0,0,0.418208226259802,0,0,0,0,-0.144956656262001,0,0,0,0,0,0,-0.0919549192794978,0,0,0,-0.049169007259517,0.371454568278049,0,0,0,0,0,0,0,-0.0689588120284729,0,0,0,0.143090751485565,0,0,0,0,0.0606234449890452,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X601600.SH,0,0.0163308678665919,0,0,0.0166052172873442,0.0205095685730254,0,0,0,0,0,0,0,0,0,0,0.192794571771475,0,0,0,0.0307207714428734,0,0,0.048056720955035,0,0,0,0,0,0.387591069476742,0,0.0663416745805447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338113116042919,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0991690963592086,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0545666512544989,0,0,0,0,0,0,0,0,0.529883374382911,0,0,0,0,0,0,0,0,0,0,0,-0.05962794425107,0,0,0,0,0,0.0608697297968017,0,0,0,0,0,0.0111031301416683,0,0,0,0,0,0
X601898.SH,0.207282757430264,0,0,0,0,0,0,0,0.0163109507686215,0,0,0,0,0,0,0,0,0,0,0,0.0659838047787864,0,0,0,0,0,0.112876763580319,0.165254039971407,0,0,0.0932272952332068,0,0,0,0,0,0.0304285934031688,0,0.0235894047614851,0,0,0,0,0,0,0,0,0,0,0.0649140787516727,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0604530177621915,0,0,8.67361737988404e-19,-0.04059022198468,0,0,0,0,0,0,0,0,-0.00495164522316026,0,0,0,0,0,0,0,0,0,0,0,-0.00972889031506564,0,0,0,0.0155138177989396,0,-0.0458897264494818,0.102090106708363,0,0,0,0,0,0.0408223068318974,0,0,8.67361737988404e-19,0,0.113086519302202,0,0,-0.012658605311911,0,-0.0651585084843182,0.0503368979761498,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32493697048125,0.0834283206698475,0,0,0.10068671485839,0.0437125803200226,0.0709186237970997,0,0,0,0,0,0,0,0,0,0,0.0369479961150473,0,0.0376233918583608,0,0,0,0,0,0,0,0.0263103563876538,0,0,0,0,0,0,0,0,0,0,-0.00134640369882069,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.107090619168718,0,0,0,0,0,0.851420943243705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110778452425817,0,0.018317967394418,0,0,0,0,0,0,0.0307313075822588,0,0,0,0,0,0,0,-0.0158252005603049,0,-0.0201805657940776,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69622078071117,0,0,0,0,0,0,0.0792110118284261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246666246395677,0,0,0,0,0.0322620582049785,0,0,0,0,0,0,0
