,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X601991.SH,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X000898.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X300072.SZ,X000786.SZ,X000932.SZ,X600801.SH,X000709.SZ,X600808.SH,X600426.SH,X600339.SH,X000883.SZ,X600583.SH,X601158.SH,X600219.SH,X601699.SH,X600985.SH,X000830.SZ,X600489.SH,X601003.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654353071468202,0,0.0360499061543606,0,0,0,0,0,0,0,0,0.0640834170401253,0,0,0,0,0.067180469066662,0,0.200522137303181,0,0,0,0,0.00755608803984067,0.0158429584587505,0,0,0,0,0,0
X600028.SH,0.0862052687085608,0,0.187471980022774,0,0,0,0,0,0,0.112363101226604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104392685721373,0.0732633118244621,0,0,0,0.00435407498902639,0,0,0,0,0,0,0.0258991121075165,0,0,0,0,0,0,0,0,0,0,0,0.00907923418870361,0.0182800817758048,0,0,0,0,0,0
X601088.SH,0,0,0,0.0309448920485329,0,-4.2351647362715e-22,0,0,0,0,0,0,0,0.171875993208047,0,0,0.269494603599508,0,0,0,0,0,0,0,0,-0.0171110918765719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204295984681843,0,0,0,0,0,0,-0.00306226183265356,-0.0168073296817594,0,0,0,0,0,0
X600585.SH,0,0,0.0410806811297788,0,0.0979735523718595,0,0,0,0,0,0,0,0,0,0,0,0,0.0672129412250325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279941853677719,0,0.292476271686138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00383938337317512,0.00119343861812842,0,0,0,0,0,0
X600019.SH,0,0,0.111941452604497,0.0521114090967437,0,0.174469708293697,0,0,0,0,0,0,0,0,0,0,0,0.0206051490105405,0,0,0,0,0,0,0,0,0,0,0.189449875750819,0,0,0,0.244483693264306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768398868028826,0,0,0.00570664861603733,0.001696310131063,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26299431221768,0.339266052912637,0,0,0,0,0,0,0,0,-0.095444057035136,0.110365226795848,0,0.235149698237529,0,0.065658681576834,0,0,0.131266908237479,0,0,0,0,0,0,0,0.114368086408369,0,0,0,0,0.0149913558968936,0.023932082169135,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0472738984034915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754058684338456,0,0,0,0.00859428142789798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283350937110244,0,0,0,0,0,0.00667086897974666,0.0245656271104573,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197190209806087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15871837885885,0,0,0,0,0,0.00591980510358735,0,0.0695404923448558,0.21291861667717,0.155568008260624,0,0,0,0,-0.0197439450343952,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.173376018931466,0,0,0,0,0,0,0,0,0.0263182013772432,0,0,0,0,0.0609045633880611,0,0,0,0.00664405619390756,0,0,0,0,0,0,0,0,0.0293030774512216,0,0,0,0,0,0.0370925250438024,0.186767061448504,0,0.0620811352597748,0,0,-0.00294992361515622,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135236728890434,0,0,0,0.0794942775469061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196852528511208,0,0,0,0,0,0,0,0,0,0,0,0,0.0142701021379521,0.0486441795117772,0,0,0,0,0,0
