,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X601600.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600547.SH,X002466.SZ,X600516.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X600352.SH,X600299.SH,X600808.SH,X000709.SZ,X002460.SZ,X002110.SZ,X300072.SZ,X000553.SZ,X600339.SH,X600583.SH,X000932.SZ,X600801.SH,X000786.SZ,X600426.SH,X601158.SH,X000883.SZ,X000301.SZ,X000629.SZ,X600219.SH,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0785726726379111,0.00874937537185768,0,0,0,0,0.0507661180245336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217687160728116,0,0.0264291679192976,0,0,0.0432258895303715,0,0,0,0,0,0.0607884974649575,0,0,0,0,0.00961489455106527,0.0116383767818777,0,0,0,0,0,0
X600028.SH,0,0,0.198555606115566,0,0,0,0,0,0,0,0.233843806976562,0,0,0,0,0,0,0,0,-0.0155264979651356,0,0,0,0,0,0,0,0,0,0,0.0691374095303762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403875801985478,0,0,0,0,0,0
X601088.SH,0,0,0,0.0532847206552035,0.0380692432463325,0,0,0,0,0,0,0,0.00136952860577486,0.150378820395752,0,0,0.337682730796456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816867116908457,0,0,-0.00457011681106481,-0.0218148644061229,0,0,0,0,0,0
X600585.SH,0,0,0.033489747430559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582478060516766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795042578285776,0,0.342121840288565,0.212053480454076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869902472831739,0,0,0,0,0,0,0,0,0,0,0,0,0.10758646898199,0,0,0,0,0.343845189882994,0,0,0,0,0,0,0,0,0,0,0.0387790981700377,0,0,0.0115679760736742,0.00200702502924397,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051642800705469,0,0,0,0,0,0,0,0,0,0.0358180872893467,0.159656808499128,0.22007612063282,0,0,0,0,0,0.133882044393704,0,0,0,0,5.42101086242752e-20,0.00554769776891561,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733593309249616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525868894082474,0.0241333198940293,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00759815537498747,0,0,0,0,0,0,0,0,0,0,0.157517312776405,0,0,0.282905836031348,0.181972585357948,0,0,0,0,0,0,0.152535496786553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537415000720866,0.0526855551444847,0,0.0308505291193469,0,0.016252927844108,-0.00264844063220627,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.269259371812354,0,0,0,0,0,0,0,0.080047865305356,0.0158685771311321,0,0,0,0,0,0.134580149543738,0,0,0.0591752659866089,0,0,0,0,0,-0.0138346315395333,0,0,0,0,0,0,0,0.069880822133802,0,0.0873137609401847,0,0,-0.00943664295267616,-0.00340689460391391,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0798064773948423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847991767163877,0,0,0,0,-1.73472347597681e-18,0,0,0.141799523996094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199466763523444,0.0048277916141766,0.0412021415117118,0,0,0,0,0,0
X600688.SH,0,0.240663395198081,0.03902193038656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945351297926248,0,0,0.0381144399995198,0,0,0.0138388025112239,0,0,0,0,0,0,0,0,0,0,0.00687661673252581,0.0384044050788019,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173263815931996,0.00455324721813398,-0.00411785016597996,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184789624190987,0.137910893037565,0,0,0,0,0,0,0.0579443902422753,0,0,0,0.0770519446074838,0.0886344950669595,0,0,0,0,0,0,0,0,0,0.0679158191704039,0,0,0,0,0.00245033160859148,-0.00126819893116833,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678432856546847,0,0,0,0,0,0,0,0.0479629043097992,0,0,0,0,0,0.0485717926129688,0,0,0.0285816449699069,0,0.0997846321567743,0,0.381510782546578,0,0,0,0,0,0,0,0,0,0.0246656977714331,0,0.027466044497736,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.130327570771412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139697576850752,0,0,0,0,0,0,0.0790247909439759,0,0,0,0,0,0,0,0,0.44648967746583,0,0,0,-0.00945658606719821,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0560072698122127,0,0,0,0,0,0.0754274886762254,0,0,0.00995403521649659,0.220616747072654,0,0,0.064576987178743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651585701831988,0,0,0.00756280032497495,0,-0.00376549827082943,-0.00834630056350016,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.150117993348013,-1.73472347597681e-18,0,0,0,0,0,0,0.0328468847876769,0,0,0.00636379653822727,0,0,0,0,0,0,0,0,0.0708056082761479,0,0,0,0,0,0,0,0,0,0,0.0818674838831577,0,0,0,0,0,0,0.0980893099969252,0,0,1.0842021724855e-19,0,-0.000160653562267751,0,0,0,0,0,0,0
X600362.SH,0,0.28046519669698,0.17584753330714,0,0.0675192548562678,0.126533871608522,0,0,0,0,0,0,0.0255396803661435,0.0892233579776822,0,0,0,0,0,0.0207419131590075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098464724385951,0,0,0,0,0,0,0,0,0,0,0.0642867712484511,0,0,0,0,0.0050109949095502,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0346035927611031,0,0,0,0,0,0.181932034484294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364103738992006,0,0,0.0847326179305172,0.0354418509281258,0,0,0,0.0331192984702932,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00174131293870368,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087391287736591,0,0,0,0,0.0145737688595506,0,0,0,0,0,0,0.0539400323843486,0,0,0,0,0,0,0.102225641478862,0,0,0,0,0,0,0.0706767648728607,0,0.383311729145873,0,0.00780694466694936,0,0,0,0,0,0,0
