,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X601158.SH,X000792.SZ,X000898.SZ,X000709.SZ,X600352.SH,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X600021.SH,X000629.SZ,X000831.SZ,X000027.SZ,X600549.SH,X000630.SZ,X600808.SH,X600219.SH,X600660.SH,X000825.SZ,X600578.SH,X002470.SZ,X600098.SH,X600307.SH,X000060.SZ,X600315.SH,X600863.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.431960333234256,0,0,0,0,0,0,0.0202140071098081,0,0,0.220230120038586,0.0625197247537078,0,0,0,0,0.0111486731389618,0,0,0,0,0,0,0,0,0.0548622288982046,0,0,0,0,0,0,0.0457217075722989,0,0,0,0,0.0409578303105735,0,0,0,0,0,0,0,0,0,0,0,0.00993999379083716,0,0,0,0,0,0,0
X600028.SH,0.576553259449306,0,0.0335368736537166,0.0249426583199173,0,0,0,0,0,0.0540003050512638,0,0,0,0,0,0,0,0,0,0.0117916084860466,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010299793844192,0,0.0894605399985718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.129926419582273,0,0,0,0,0.0063223000278978,0,0.086564035388222,0,0,0,0,0.257964015234907,0,0,0,0,0,0,0,0,0,0.274827628682228,0,0,0,0,0,0,0,0.129356961664674,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.103775826359739,0,0.0177553729734644,0,0.0544143094494766,0.00777771528740042,0,0,0,0.0135187053997121,0.188464308933206,0,0,0,0,0,0.133829742033766,-6.93889390390723e-18,0,0,0,0,0,0,0.0373783812741346,0,0,0,0.123556663480843,0,0,0.0389723320134805,0,0,0,0.127150945245307,0,0.0314498526131398,0.0209188405116009,0,0,0,0,0,0,-0.00329793074711488,0,0,0,0,0,0
X600585.SH,0.0653398659127796,0,0,0,0,0,0.149048813930714,0,0,0,0,8.67361737988404e-19,0,0,0.0157467842558548,0.0253538063408798,0,0,0.00266614676273863,0,0,0,0,0,0.0129280659225115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546824156313908,0,0,0,0,0.22163700260528,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0170735732295085,0,0,0,0,0.0334619322759263,0.118951220242533,0,0,0,0,0,0,0.358841862155517,0,0,0,0,0,0,0.0764818027355651,0.026047119131279,0,0,0,0,0,0.0890529533116363,0,0,0,0,0,0,0,0,0,0,0.0575638834498407,0,0,-0.0238132961177426,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.040492755862859,0,0,0,-1.0842021724855e-19,0,0,0,0.0405392656338278,0,0.350152223036692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170087801067349,0,0,0.0613776308369612,0.0410732633789209,0,0,0,0,0,0.0044706702225818,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0126634376807523,0.0291771162334969,0,0,0,0.0186220232233722,0,0,0,0,0,0,0,0,0.098475614507496,0,0,0,0,0,0,0,0,0,0,0,0,0.260007220859259,0,0.123682140036019,0,0,0,0,0,0.101448751467848,0.0746887264200461,0,0,0,0,0,0,0,0,0,0.0116496734328939,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.296784918992177,0,0,0.0259565560594105,0.133093039696023,0,0,0,0,0.074757565183011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223329138376998,0,0,0,0,0.0454613857197975,0.0269533651909205,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.165172315497141,0,0.226630382101529,0.11762052177272,0,0,0,0,0.228109078865377,0,0,0,0.0605312830615206,0,0,0,0,0,0,0,0,0,0.215371331101498,-8.67361737988404e-19,0,0,0,0,0,0.0187444822149891,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
