,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X002466.SZ,X600362.SH,X000708.SZ,X002460.SZ,X600010.SH,X600027.SH,X600111.SH,X000301.SZ,X600160.SH,X000877.SZ,X601699.SH,X600489.SH,X600803.SH,X000983.SZ,X600426.SH,X601991.SH,X000630.SZ,X000786.SZ,X000807.SZ,X000408.SZ,X601168.SH,X000933.SZ,X600985.SH,X600176.SH,X600612.SH,X002271.SZ,X600219.SH,X002128.SZ,X000932.SZ,X600096.SH,X600348.SH,X000883.SZ,X000027.SZ,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.20705578272229,0.165328158239036,0,0.159843175626421,0.031176156596321,0,0,0.0473849128613768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398910259797755,0,0,0,0,0,0,0,0,0.0547427267209882,0,0,0,0,0,-0.0152048478332751,0,0,0,0,0,0,0,0,0,0,0,0,0.133152451846183,0,0,0,0,0
X601088.SH,0.00743395667825181,0,0,0,0.181996833682429,0.0195596454574853,0.138840186143106,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.141026565348937,0,0,0,0,0,0,0,0,0.100207904924174,0,0,-0.00199047636592314,0,0,0,0,0,0,0,0,0.110130406913784,0,-0.0169590784387022,0,0,0,0,0,0,0
X600028.SH,0,0.147737586475716,0,0,0.0394482325484709,0,0.0484792984978377,0,0.03580129241429,0,0,0,0,0.0208878590323895,0,-0.0580551797506291,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191452530450499,0,0,0,0,-0.0415793150980399,0,0,0.0604876906593835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636390233735445,0,0,0,0.165106416264288,0,0,0,0,0,0.185158283649403,0,0,0.0795880316242386,4.33680868994202e-19,0,0,0,0,0.188376476925875,0,0,0,0,0,0,0,0,0,0.0303192304371965,0,0,0,-0.0606352406153389,0,0,0,0,0,0
X600188.SH,0,0.0473978579676806,0,0,0,0.165694314233879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375027208791704,0.0545522588670197,0,0.1168018017186,0,0,0,0,0,0,0.00248141213323638,0,0,0,0,0,0,0.149907817951944,0,0,0,0,0,0,0,0,0,-0.00210477122653121,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.233857154589331,0,0.516604816282566,0,0,0,0,0,0,0,0,0,0,0,-0.0495744744705326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314505945992707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00136490080162735,0,0.130107269765644,0,0,0,0,0
X600011.SH,0.00810226140564651,0,0,0,0.0234340774792872,0.156635745872328,0,0,0,0,0,0,0,0.15594299430591,0,0,0,0,0,0,0.216622860297639,0,0,0,0,0,0,0,0,0,0.198649479942803,0,0,0,0,0.00871044555217449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148997223166436,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0978552555985095,0,0,0,0,0,0,0,0,0.0686148080787032,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0136217497909843,0.0411712313169887,0,0,0,0,0,0,0,0,0.0911807999260023,0,0.0390241377705729,0,0,0,0,0,0.0681745454828366,0,0,0,0,-0.0564626803846007,0,0,0,-0.00711084403401313,0,0,0,0,0,0
X601600.SH,0.211132624485177,0,0,0,0,0,0,0,0,0,0.216997400326905,0,0,0.00512592918872889,0,0,0,0,0,0,0,0,0,0,0.0745236884701986,0,0,0.0160712298651778,0,0,0.101740047671198,0,0,0.0928745257988386,0,0.126693684497393,0,0,0.0241724404256416,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0471483905761498,0,0,0,8.67361737988404e-19,0.0154490441148393,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0211607891120576,0,0,0,0,0,0,0,0,0,0,0,0,0.00753880238430494,0.0991585922110583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237013962483852,0,0.054932614714446,0,0,0,0,0,0,0,0,0,0,-0.0631435914989017,0.0525515888725278,0,0,0,0,0,0
