,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600688.SH,X600585.SH,X600886.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600583.SH,X000709.SZ,X600188.SH,X600111.SH,X000539.SZ,X000027.SZ,X601992.SH,X601158.SH,X002075.SZ,X000898.SZ,X000883.SZ,X600309.SH,X600021.SH,X000629.SZ,X600863.SH,X600352.SH,X000792.SZ,X600307.SH,X000060.SZ,X601918.SH,X002353.SZ,X600808.SH,X600022.SH,X000825.SZ,X600098.SH,X600578.SH,X600489.SH,X600008.SH,X600547.SH,X000878.SZ,X600660.SH,X002470.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.444218154068999,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0825001464765691,0,0,0.0881156109500423,0,0,0,0,0,0.0259570890597004,0,0,0,0,0,0,0.0232507181771014,0.0775701845076496,0,0,0,0,0,0,0,0,0,0,0,0.0187714683893284,0,0,0.00148691245311431,-0.00434646659024775,0,0,0,0,0,0
X600028.SH,0.158419170938983,0,0,0,0,0,0,0,0,0,0,0,0.00586212829812316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828257510479752,0,0,0,0,0,0,0,0.0367633794296039,0,0,0,0,0,0,-0.0164470160886093,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.194165607123569,0,0,0,0,0,0,0,0,0,0,0,0,0.00701493232331074,0,0,0,0,0,0,0.0747412158477479,0,0,0,0,0,0,0,0,0.177051387916483,0,0,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0,0,0,-0.021198955536941,0.0026548852721244,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.11088638824229,0,0,0,0,0,0,0.148782032884963,0.0728367921616393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574746250843862,0,0,0,0,0.0207828992226847,0,0.0389732860648741,0,0,0,0.369916602121525,0,0,0,0,0,0,0,0,-0.00804859450454589,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.032376838084807,0.107178692453095,0,0,0,0,0,0,0,0.243141520678657,0,0,0,0,0,0,0,0,0.0544564830750773,0,0,0,0,0,0,0.155668498239778,0.0590439173816208,0,0,0,0,0,0,0,0,0,0,0,-0.00213323404227253,0,0,0,0,0,0,0
X601898.SH,0,0,0.379769034067762,0,0,0,0.163615424029112,0,0.0152262792397354,0,0,0,0.163600352763301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0903680130966319,0,0,0,0,0,0,0,0.066706000178633,0,0,0,0,0,0,-0.000654188400360525,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0671317753099075,0,0,0.0692455705882105,0,0,0,0,0,0,0,0,0.0678702299751669,0,0,0,0,0,0,0,0.19061391642993,0,0,0.0267459298390007,0,0,0,0,0,0,0.118212069321639,0,0.0867393420475758,0.130305122451586,0,0,0,0,0,0,0,0,0,0,0,-0.0104123867972911,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.059182176257626,0,0,0,0,0.0663663964749432,0,0,0,0.0834869014742184,0.131404279420354,0.0502696753669182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214742889765195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144510554273216,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0244015983963142,0.19660250970806,0,0,0.0470223208417727,0,0,0.0114637269544159,0,0.0879579551304616,0,0,0,0,0,0,0,0.0896334985278737,0,0,0,0,0,0,0,0,0,0,0,0.0795497116937474,0,0,0.216953883645931,0,0,0,0,0,0,0,0,0,0,0,0,-0.000476294819384506,0.00731341175577183,0,0,0,0,0,0
X600688.SH,0,0.527448422464199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942455361461767,0,0,0,0,0,0,0.0569239792016646,0,0,0,0,-0.118745123769365,0,0,0,0,0,0.10934097477265,0.194281858053683,0,0,0,0,0,0,0,0.0358501253458831,0,0,0,0,0,0,-0.00311246923886688,0.0337739253127258,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00952532265837475,0,0,0,0,0,0,0,0,0,0.0200480567866134,0,0,0,0,0,0,0.067072957476524,0,0,0.0170459212994324,0,0,0,0,0,0.0324717735240578,0,0,0.0818469448900041,0,0,0.0411961596836491,0,0,0,0.135713225231787,0,0,0,0,0,0,0,0,-0.0284836036602829,-0.0199297351305349,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.21846951100908,0,0,0,0.0957498474515676,0,0,0,0,0,0.0204954647169327,0,0,0,0.20068536255351,0,0,0,0,0,-0.00500116275009938,0,3.46944695195361e-18,0,0.0130551233756715,0,0,0,0,0.0601596101521787,0,0,0,0,0,0.188870962550137,0,0,0,0,0,0,0,0,-0.00547162218101236,-0.000994882619980974,0,0,0,0,0,0
X601991.SH,0,0,0,0.136052871578336,0,0.239211824175878,0,0,0,0,0,0,0,0.216350178729451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869215349123249,0.019418124132401,0.0469951962685965,0,0,0,0,0,0,0,0,0,0,0.0881015610986067,0,0,0,0,0,0,0,0,-0.00470183462067086,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0945982839475446,0,0,0,0.0835604706690124,0.0179699440377371,0.0924904034474194,0,0,0.0506196218044846,0,0,0,0,0,0,0.0643125688429716,0,0.434021504631256,0,0,0,0,0.0327336478382279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000784907821192888,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542331924010633,0,0,0,0,0.0677075716313668,0,0,0,0,0.020059381958471,0,0,0,0.34747745996368,0,0,0,0.0446351159433203,0.0811115401702175,0,0,0,0,0,0,0,0,0.0330382659120453,0,0,0,0,0,-0.0088713518813923,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0222106139016019,0,0,0,0,0,0,0,0,0,0,0,0,0.173916549893253,0,0,0,0,0,0,0,0,0,0,0,0,0.0270035479252115,0,0,0.209827716001087,0,0,0.0595978751392073,0,0.0187980597834258,0,0.0121666618299381,0,0,0,0,0,0,0,0,-0.0118345167288292,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.117144991306959,0,0,0,0,0,0,0,0,0.00475977792521446,0.177894441528042,0,0,0.025984463025158,0,0.022977485229303,0,0.00230648847120642,0,0,0,0,0,0,0,0,0,0,0,0,0.132705886208224,0,0,0,0,0,0,0.290748651679651,0,0,0,0,0,0,0,0,-0.00208057009452994,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.016658537459436,0,0,0,0,0,0,0.0853919896695544,0,0,0.135092259534195,0,0,0,0,0,0,0,0,0.146126411763971,0,0,0,0.0683463368900796,0.103587215127981,0,0,0,0,0.104631339826481,0,0.210258082414093,0.0691128991070872,0,0,0,0,0,0,0,0,0,0,0,0.00438340312535369,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.07300096113979,0,0,0,0,0,0,0,0,0.0241673484104436,0.100307660568829,0,0.06322237940182,0,0.379096452933261,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00427268515906994,0,0.0388216793307057,0,0,0,0,0,0,0,0.138069265557108,0,0,0,0,0,0,0,0,0,0,-0.015677849242196,-0.022837789463944,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.208510055956736,0,0,0,0,0,0,0,0,0,0.0222807607642076,0,0,0,0.126396589646078,0,0,0.0129538759475186,0,0,0,0,0,0,0,0,0,0,0,0,0.078547327336983,0,0,0,0,0.0802741089472445,0,0,0,0,0,0,0,0,0,0,-0.0233442451900279,-0.00762516163401895,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0.107911951958301,0,0.0427978125028475,0.1934401785319,0,0,0,0,0,0,0,0,0,0.0252437988630073,0,0.115060475716236,0,0,0,3.46944695195361e-18,0,0,0.0978982624565075,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0583438234666923,0,0,0,0,0,0,0,0,0,-0.00770972674280751,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00892221945622758,0,0,0,0.0232930625766794,0.134596141568445,0,0,0,0,0,0,0,0,0,0,0.108477042555141,0,0,0,0,0,0.152304383393445,0,0,0,0.0151429696120347,0,0,0.0381956941284808,0,0,0,0,0,0.201891885586592,0,0,-0.0234123786219196,-0.0158992093388115,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0370944525694428,0,0,0,0,0,0,0,0,0,0,0.105384389671904,0,0,0,0.0269921698224069,0,0,0,0.172540478217591,0,0,0,0,0,0.0732723762597221,0,0,0.0365906713266312,0,0,0.019104792508205,0,0.109955174107232,0,0.0882529662707703,0,0,0,0,0,0,0,0,-0.00923083980960222,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.104081026376292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665721719148639,0,0,0,0,0,3.46944695195361e-18,0.127136185555007,0,0.0451272087592907,0,0,0,0,0,0.213199114714225,0,0,0,0.152405724884405,0,0,-0.0137710876805572,0.00294833141286561,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300256065337895,0,0,-0.0460966527421925,0,0,0.162678791906161,0,0,0,0,0.051710974615088,0,-0.0440451855010068,0,0.0623615242521858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0.141919359653326,0,0,0,0,0,0,0,0,0,0,0.255041266114246,0,0,0,0,0.101026452691493,0,0,0,0,0,0,0.0219257966641221,0.0625277689804475,0,0,0,0.127290618673365,0.0787473222087228,0,0,0,0.0993869980177341,0,0,0,0,0,0,0,0,0,0,-0.00834026772885759,-0.0204771990474609,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0.0507285999495232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378852795954226,0,0,0,0,0,0,0.0305231522159368,0,0.0385528058124752,0,0,0,0,0.0640015979320013,0,0,0,0,0,0,0.0598880181723472,0,0,0,0,0.0109939973156918,0,0,-0.0542435852036801,-0.0239862626066791,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467596482964171,0,0,0,0,0,0,0.137194940935069,0,0,0,0.00964122787059418,0,0,0,0,0.190769513488979,0,0,0,0.0831584466155991,0.0228692685477302,0,0.0128470077380679,0,0,0,0,0,0,0,0,0,0.153514285652224,0,0,-0.00815700036318746,-0.00564261175651285,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.585132454128588,0,0.0216662027141526,0,0,0,0,0,0.0378478111500877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0999235189462535,0,0,0,0,0,0,0,0,-0.0160621910796735,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0.209907269843633,0,0,0,0,-0.0645396805703739,0,0,0,0,0,0,0,0.270339754882244,0,0,0,0,0,0,0,0.103340219327848,0,0,0,0,0.0825920668232587,0,0,0.000124340229122631,0,0,0,0.0024036256838015,0.117752731064162,0.00686345878545839,0,0.0704113878346525,0,0,0,0,0,0,0,0,-0.0116452254042519,0,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0.378203560163175,0,0,0,0,0,0.253223687010776,0,0,0.0360389429376706,0,0,0,0,0.140671119240866,0,0,0,0,0,0,0.0056547385028315,0.0438492587811059,0,0,0,0,0,0,0,0,0,0,0,0.100392350627094,0,0,0,0,0,0,0,0,-0.00472984770890857,-0.00812159906286253,0,0,0,0,0,0
