,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X600886.SH,X600157.SH,X601992.SH,X600623.SH,X600299.SH,X000709.SZ,X000792.SZ,X000898.SZ,X600660.SH,X601158.SH,X002075.SZ,X002466.SZ,X600309.SH,X000883.SZ,X000539.SZ,X600578.SH,X600583.SH,X600547.SH,X000027.SZ,X600352.SH,X600489.SH,X000630.SZ,X000629.SZ,X000959.SZ,X300072.SZ,X002470.SZ,X000983.SZ,X600160.SH,X600098.SH,X600176.SH,X600021.SH,X600022.SH,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0640296211910891,0.0858423494979999,0,0,0.0207957737170531,0.0891460364761451,0,0,0,0.0754844551275097,0,0.0297293421462304,0.0384066109539803,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0110647816542061,0,0,0,0.0388956476787941,0,0,0,0,0.0283483877438444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0202251706561624,0,0,0.199537204081943,0,0,0,0,0.0485292632444449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922946929098097,0,0,0,0,0,0.0783231497156018,0,0,0,0,0,0,0,0,0,0,0,0,0.0205164782618601,0.00098191817635122,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.261208894694076,0,0,0,0,0,0,0.0240249434818522,0,0,0.0946958080724962,0,0,0,0,0.0121606019205184,0,0,0,0,0,0,0,0.0246477222929864,0,0,0,0,0,0,0,0.0186254673230162,0,0,0,0,0,0,0,0,0.0478667488063764,0.0886058631676419,0.103062603941668,0,0,-0.0141451824325247,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0368616557814788,0,0.0927768896150515,0,0,0,0,0,0.0501746731593577,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.000965710317849956,0,0,0,0.0264769572846698,0,0,0,0,3.46944695195361e-18,0.0635977142625199,0,0.195181808400071,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.158008982265658,0.174396397444703,0,0.226988140851976,0.144457386300096,0,0,0,0,0,0,0,0,0.0326292405968515,0,0,0,0,0,0.0546125848904426,0,0,0,0,0.0698249272052272,0.0498195283216635,0,0,0,0,0,0,0,0.0117761511627731,0,0,0,0,-0.00146806266240712,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224805320900439,0,0,0,0,0,0.630974941612205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108408998504105,0,0,0,0,0,0,0,0.0769277105529595,0,0,0,0.0124925337694878,-0.0583996367210474,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0570505464769511,0,0.181038979615676,0,0,0,0,0,0,0,0,0,0.137897792643536,0,0,0,0.0493344701797064,0,0,0,0,0,0,0,0,0,0,0,0,0.045658566631499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773685514417758,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.181880171159207,0.026463788891138,0,0,0.00352016159725822,0.000776499124611687,0,0,0,0.0141180855119498,0,0.0300311486997794,0,0.0506032488784108,0.0837677352456784,0,0,0,0,0,0,0,0,0,0,0.0608747688050677,0,0,0,0.112367504611935,0,0,0,0.0285626386603294,0,0.0929961546603074,0,0,0,0,0.204571323022042,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.102386190260229,0,0,0,0.0526571661505135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752148361192922,0,0,0,0,0,0.121196505401014,0,0.239055962671933,0,0,0,0,0,-0.00660460032269368,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.145193128638988,0,0,0,0,0,0,0.153678860337464,0,0,0.394108692541831,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407194139474604,0.0486945446914819,0,0,0,0,0.0617006092601465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.300054068701024,0,0,0,0,0,0.0470187224934612,0.0935460267966401,0,0,0,0,0,0,0,0,0,0,0.155927801507561,0,0.019223988266658,0,0,0,0,0,0,0,0,0,0,0,0.0122292370977819,0,0,0,0.0328320990001996,0.00869916161176217,0,0.0993855656204415,0,0,0,0,0,-0.0144707371761647,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.17403708603972,0,0.0878117278310582,0,0,0,0,0,0,0,0,0,0,0,0,0.0453188780593969,0,0,0,0,0,0,0,0,0,0,0,0,0.0248990977959639,0,0,0.0170832841000679,0,0,0,0,0.065121581063847,0,0,0.331314277735006,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0383632472021624,0,0.0202248803980676,0,0,0,0.180507825886203,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0962411258237763,0,0,0,0,0,0,0.0531963872157655,0,0,0,0.0229899370028324,0,0,0,0,0,0,0,0.0958008389378837,0,0.079385695439084,0,0.176073883940974,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.495728883819718,0,0,0,0,0,0,0.0826640504466144,0.0301699802396875,0,0,0.140364720838105,0,0,0,0.0421266421073205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403839779168972,0,0.0492673958583729,0,0,0,0,0,0.0952452735296166,0,0,0.00341234073438044,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.404679950262697,0,0,0,0.305995560695607,0,0.0183373676719343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13629104758068,0,0,0,0,0.0559269263271534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.136392426539457,0,0,0,0,0,0,0,0,0.150518440567312,0.302167080731601,0,0,0,0,0,0,0,0,0,0,0.275139546429497,0,0.0392747563432894,0,0,0,0,0,0,0,0,0,0,0,0,0.0215764049059282,0,0,0,0,0.0183593176157063,0,0,0,0,0,-0.0125088029562518,0.0423764271581897,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208448385767053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588127227603423,0,0,0,0.0249986625408067,0,0,0.0304062659845139,0.0406927436210867,0.00299711847313971,0.0661409437951432,0,0.139876356212537,0,0,0,0,0,-0.00120233418977077,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.26888720486788,0,0,0,0,0,0,0.00223306806934133,0,0,0,0,0,0.0297602621082231,0,0.00693053239582027,0,0,0,0,0,0,0,0,0,0,0,0.161786049553405,0,0,0,0.175664762011704,0,0,0.111855170428983,0,0,0.0367581641635963,0,0.0196288433103036,0.0346109430678736,0,0,0,0,-0.0184508033174323,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0184022071133082,0,0.238831486841394,0,0,0,0,0,0.343236793938472,0,0,0,0,0,0,0,0,0.0999982891903982,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572207744967002,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526116639126292,0,0,0.467804245903664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150582312812563,0,0,0,-6.93889390390723e-18,0,0.35356651361547,0,0,0.0156403147258898,0,0,0,0,-0.121814428014292,0,0,0.0678048133307858,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565971117715579,0,0,0,0,0.02075091018556,0.0934869246578605,0,0,0,0,0,0,0,0,0.382792417737159,0,0,0,-0.00999710965036908,0,0.331860626540825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0.180441201556047,0,0,0,0,0,0,0,0,0,0,0,0,0.441501423845959,0,0,0,0.04237986601485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237692057596267,0,0,0,0,0.0693860048414128,0.0536723963138675,0,0.0231951292275495,-0.035728713993701,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536438569894331,0.076845031489297,0,0,0,0,0,0,0.14220803740259,0.271234747322324,0,0,0,0,0,0.282425419512882,0,0,0,0,0,0,0.0637013090361776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.313544105940969,0,0.108085654617932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349579696290384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476353363298733,0,0,0,0.0149444728661678,0.0757773872904808,0,0,0,-0.0278103622609735,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755953428952526,0,0,0.0131825478694454,0,0,0,0,0,0,0,0,0,0,0,0,0.11077428483103,0.108679828405165,0,0,0,0.0237920699844,0,-4.33680868994202e-19,0,0,0,0.0770387003009844,0,0,0,0,0,-0.0125700445186629,-0.00405913088126021,0,0,0,0,0,0
