,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X601158.SH,X000709.SZ,X000792.SZ,X600489.SH,X600583.SH,X300072.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000630.SZ,X000983.SZ,X000629.SZ,X002470.SZ,X000723.SZ,X600549.SH,X600176.SH,X000060.SZ,X600021.SH,X000012.SZ,X002407.SZ,X000959.SZ,X600022.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0141273228948798,0,0.0143891019605886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190309815146479,0,0,0.0372140909647461,0,0.0917889127684111,0,0.008756395096018,0.0440851960423366,0,0,0,0,0,0,0,0,0.0420085889990736,0,0,0,0,0,0,0,0,0,0.012306011145161,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.137698416391649,0,0,0,0,0,0,0.0189660285548016,0,0.00444170663508124,0,0,0,0,0,0,0,0.0495398297319062,0,0,0,0,0.135878356625639,0,0.0420080281538518,0,0,0,0,0,0.0086250140166099,0,0,0,0.0583421255137823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0104245558917703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417188116061239,0,0.0821698702605154,0,0,0,0,0.0620054913039297,0,0,0,0,0,0,0,0.0758323243659475,0.0576872455586699,0,0.113950212467668,0,0,0,0,0,0.0163317426101129,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.025809189921735,0,0,0,0,0,0,0.20060884333196,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0842276481403942,0,0.1275246233351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402138625439291,0,0,0,0,0.00239160308692286,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0117233772245846,0,0,0,0,0,0,0.19736119918882,0,0,0,0,0,0,0,0,0,0.207826526232099,0.0320801468320873,0,0,0,0,0.141443580754215,0,0,0,0,0,0.0289099817400657,0,0.0634096609132998,0.0987613179796981,0,0,0,0,0,0,0,0.0319124373059708,0,0.0211547064485246,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00998943374842164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133795771918285,0,0,0,0,0.377489007547886,0,0,0,0,0.115049058692576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0409822148418934,0,0,0,0,0,0,0,0,0.00276695180332636,0,0.0506195249298507,0,0,0,0,0,0,0.258548987251508,0,0.0955697032166637,0,0,0,0,0,0,0.122841737384216,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0383857813315166,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571120258653905,0,0,0,0,0,0,0.23828126961248,0,0,0.165845054416744,0,0,0,0.00484183276865161,0,0,0,0,0,0,0,0.0617166430438563,0.173063950633856,0,0,0,0,0.0598091957220084,0,0,0,0,0,0,0,-0.0666426566068153,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373761255959401,0,0,0,0,0,0,0.0425523107787568,0,0,0,0,0.176451739289885,0,0.0822982560744756,0,0.195343071114231,0,0,0,0,0,0.0926588148117777,0.157633232939287,0,0.0251992157973595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114768677744966,0,0,0,0,0,0,0,0,0.188139735678839,0,0,0,0,0,0,0,0,0.0622270800351593,0.214129187405562,0,0.00686746737240986,0,0,0,0,0.201416331907439,0,0,0,-0.000600666152631074,0,0,0,0,0,0
